somecash,True,2019-06-05 15:58:00,3.602,TEUM nothing has changed here amateurs No reason to sell This is how the rich get richer
moneymaker15,,2019-06-05 15:48:00,3.605,TEUM Fill good having a extra 11400 cash to add Was about to add today but bottom not in yet will be happy with the gains when this turns around
jbalboni,,2019-06-05 15:48:00,3.605,TEUM SAME SUSPECTS THAT WERE TELLING YOU THIS WAS ON THE WAY TO 8 BECAUSE SOME TUBA TOOTIN ANALYST SAID SO ARE NOW TELLING TO RELAX SO YOURE DOWN 40 ITS NO BIG DEAL
Ares77manoe,,2019-06-05 15:47:00,3.603,TEUM bot here
Ares77manoe,,2019-06-05 15:46:00,3.602,TEUM thank you dips
hoos97,True,2019-06-05 15:46:00,3.602,TEUM and I may have doubled my position Argue about 6 or morewe will see 4 and 5
Spilatch,,2019-06-05 15:45:00,3.61,TEUM I think we went from denial anger fear to acceptance all in one day
cwt72,True,2019-06-05 15:45:00,3.61,TEUM Folks straight out of Grahams book intelligent investor Chapter 8 Know what you own Other may want it too at a cheaper pricemediumcomtheintelligent
Martin1933,True,2019-06-05 15:44:00,3.61,TEUM marketpro11983 why did these accounts get banned marketpro111983 marketpro1983 please ban this nonsense basher StockTwits
bokdori,True,2019-06-05 15:44:00,3.61,TEUM just invest long and strong here and not sweat over this If it goes down lower then it would be another perfect buying opportunity I will be all in
slycle,True,2019-06-05 15:43:00,3.615,TEUM Im gobbling up as much as I can
letsgocleve,,2019-06-05 15:43:00,3.615,TEUM is this in trouble
Matty_Buffalo_Benj,True,2019-06-05 15:42:00,3.611,TEUM that MACD cross looks like it has something to say
TomFinkelman,,2019-06-05 15:42:00,3.611,TEUM what da hal is going on here
Bumbleclod,,2019-06-05 15:41:00,3.612,TEUM just below SSR huh
Janalea101,True,2019-06-05 15:41:00,3.612,TEUM Look at TWLO in 201617 Thats TEUM now
bokdori,True,2019-06-05 15:41:00,3.612,TEUM I am actually enjoying this downtrend Thank you bears shorters scalpers swingers clowns for ALL the good work I would like another buy opportunity at sub 3
Mannurse,,2019-06-05 15:41:00,3.612,TEUM adding for a swing worst case scenario i get stuck in a stock with a great long term outlook
marketpro11983,False,2019-06-05 15:40:00,3.61,TEUM anyone remember that tv show called the biggest loser They make a show about TEUMates
_TheObserver_,True,2019-06-05 15:39:00,3.615,TEUM Thankful that I have a day job
Trader_Rick_999,,2019-06-05 15:38:00,3.611,TEUM here is TEUM on the daily chart this looks like a corrective pattern it will bottom out IMO and break the channel higher when not sure but I believe the big boys are just waiting to load up as cheap as they can
ColdShot,,2019-06-05 15:38:00,3.611,TEUM listen to all that have been here for as long as I have just think about the price when it was at three then dropped to 25 for a couple of months then dropped randomly one week to around 188 and then a couple of weeks after that the price started to rise to where it has been today dont think of this as a get rich quick remember this is an investment I might be a kid in a lot of your eyes but I know what I own and this is an investment if I didnt sell when this was 188 why would I sell at 36 just remember this doesnt just go up it will go up and down I dont like where it is at today but I know in the future it will go up because the team we invested in are aggressive
Janalea101,,2019-06-05 15:38:00,3.611,TEUM Just manipulation to get cheap shares Hang onto your
jbalboni,,2019-06-05 15:38:00,3.611,TEUM Clutz the numbers they reported to the SEC are not fake theyre real and thats the PROBLEM All their little bit of cash is BORROWED THEYRE RINGING UP AN ADDITIONAL 1MM A QTR IN INTEREST I hope Hal took time to stand on the corner of Broadway 7th with a beggars cup A quick cab ride down to Trinity Church before swinging over to Wall St to find someone willing to float some shares and take shares as payment for services
frankjohnson123,,2019-06-05 15:37:00,3.612,TEUM pull something out of your butt Hal You have so much good news release something juicy AH to squeeze dem bears
TCLutz,True,2019-06-05 15:37:00,3.612,TEUM If you dont understand what Im talking about maybe this will help you visualize Even Twlo has been absolutely beat to a pulp on its rise
Derekb1990,,2019-06-05 15:36:00,3.62,TEUM Offering wouldnt make sense It would be too counterproductive to what Hal and team are trying to build Very interesting price action though
DJEuphoria,True,2019-06-05 15:35:00,3.616,TEUM Raise your hand if you sold at 357 We know youre out there
mrobama333,True,2019-06-05 15:35:00,3.616,TEUM Im bleeding from the inside out just watchting this any thoughts if this will touch 5 again within the month or so
oneworld82,True,2019-06-05 15:35:00,3.616,TEUM please can everyone start talking about offering everytime SP falls If anything they would PUMP price up before doing an offering
given2fly,,2019-06-05 15:34:00,3.615,TEUM Must have lost the Uganda Telecom contract
bagsofjunk,True,2019-06-05 15:34:00,3.615,TEUM Getting close to oversold on the 3 month chart RSIMFI
TCLutz,True,2019-06-05 15:33:00,3.616,TEUM If youre bearish at these levels youre betting that Hal and crew are the ultimate scam artists able to trick companies like Citrix and ring the Nasdaq bell You believe the customersclients theyve signed contracts with are fake and the s reported to the SEC are also fake Highly unlikely scenariosIf youre bullish you hold Let the shorts have their fun Theyll get caught one of these days just not today This has always been a long term play with short term swings Even Twlo is being sloshed about recently I think were testing TEUM support levels and will reverse the course last two weeks have taken MicroFunds bought hundreds of thousands of shares around 45 and 475 While the big analytical firms and funds have all given PTs that are more than double the current price Stay long stay strong la4
Harpoooon,,2019-06-05 15:31:00,3.618,TEUM wonder if its that shelf offering Possible Shit
danduhman,,2019-06-05 15:31:00,3.618,TEUM Come the fuck on
glue_gun,,2019-06-05 15:31:00,3.618,TEUM saved by stop limit sell
Harpoooon,,2019-06-05 15:30:00,3.618,TEUM if offering announced fugh me
Harpoooon,,2019-06-05 15:30:00,3.618,TEUM should bounce if no offering announced
EconomyAddict,True,2019-06-05 15:29:00,3.618,TEUM Lovely day just bought more
madsam,,2019-06-05 15:29:00,3.618,TEUM ok thats enough Time to go up
cassius5000,True,2019-06-05 15:29:00,3.618,TEUM It wedges dumps then bounces off support History repeating itself Hopefully itll bounce from here
Eric071234,,2019-06-05 15:28:00,3.619,TEUM needed this to make next move up Just chill most of the big boys are in around 455
Naguara,,2019-06-05 15:27:00,3.615,TEUM 359 last year high if not mistaken
TuSevun,,2019-06-05 15:27:00,3.615,TEUM well i did say we have a gap at 467 and at 291 wasnt expecting the lower one to fill sooner guess well see
bagsofjunk,True,2019-06-05 15:26:00,3.604,TEUM WTF Who did Hal piss off this time
jbalboni,,2019-06-05 15:26:00,3.604,TEUM prophetic stuff jbalboniMay 31st 135 pm capriccio Support arrives at 350 IMO
shockexchange101,,2019-06-05 15:26:00,3.604,TEUM So many here change their sentiment based on the stock action It really is comical and shows just how low the investor IQ base is in this one
chartinginmyjorts,,2019-06-05 15:26:00,3.604,TEUM my jorts hurt
Buckandmuck,,2019-06-05 15:25:00,3.576,TEUM if keeps going next stop 296
Harpoooon,,2019-06-05 15:25:00,3.576,TEUM offering price
TheMountainThatRidez,,2019-06-05 15:25:00,3.576,TEUM finally some covering happening
Jetmech79,,2019-06-05 15:24:00,3.57,TEUM seriously WTF
freeworldtr,False,2019-06-05 15:24:00,3.57,TEUM
stock_itch,False,2019-06-05 15:23:00,3.567,TEUM taken out to the woodshed likely to fall to 325 this week WIll buy there wont buy here unless its on the way back up
DJEuphoria,,2019-06-05 15:23:00,3.567,TEUM Absolutely getting punished
Brisky24,,2019-06-05 15:23:00,3.567,TEUM just sold some other positions to free up some cash Should be cleared by Monday
shockexchange101,,2019-06-05 15:22:00,3.564,TEUM Purchased 10k at 356
TurdHal,,2019-06-05 15:22:00,3.564,TEUM it is a responsible thing for Hal to explain his Kraken tweet and he has to come out to either confirm or deny whether or not this is ATM
mikerohansr,,2019-06-05 15:22:00,3.564,TEUM you will soon see how Hal screwed you
mikerohansr,,2019-06-05 15:21:00,3.57,TEUM i guess the short burning party is on hold
holycowee,,2019-06-05 15:21:00,3.57,TEUM broke another support Not looking good Hope close above 36
Amsterdam_Trader,,2019-06-05 15:21:00,3.57,TEUM
bttrader1007,,2019-06-05 15:21:00,3.57,TEUM who wants to bet there was an offering
Mkphead,True,2019-06-05 15:20:00,3.58,TEUM out of gas feel like the proverbial bag holder
Dcthguru,False,2019-06-05 15:20:00,3.58,TEUM its a bloodbath
mikerohansr,,2019-06-05 15:20:00,3.58,TEUM man that is one ugly chart completely broken
Houstonmav,,2019-06-05 15:20:00,3.58,TEUM Wow who is loading now
Harpoooon,,2019-06-05 15:19:00,3.594,TEUM what price was the offering at
Mesocollins,True,2019-06-05 15:19:00,3.594,TEUM literally does this every quarter
Dcthguru,False,2019-06-05 15:19:00,3.594,TEUM this dont look good
sapdrizz,,2019-06-05 15:19:00,3.594,TEUM yeah glad Im out lol Not telling how low this will go Company is promising but cant afford fluctuations like this lmao
Dcthguru,False,2019-06-05 15:19:00,3.594,TEUM
buysnow,,2019-06-05 15:19:00,3.594,TEUM im out srne and cnet next rockets up
TCLutz,True,2019-06-05 15:19:00,3.594,TEUM 360 Well we either stick to the chart and see a reversal soon or the bullish trend is broken and we move back to 3 With all the recent activitybuzzannouncements were due for some solid PR Sales team are not sitting on their hands 70mil signed in April Theyre even growing the contract amounts each month almost exponentially PT still 75 by OctoberNovember 2019 LA4
Amsterdam_Trader,,2019-06-05 15:18:00,3.58,TEUM
GregDaEgg,,2019-06-05 15:18:00,3.58,TEUM thats depressing AF
Chadj1575,True,2019-06-05 15:18:00,3.58,TEUM short attack and obviously there about outta steam Up premarket imo
clydethefrog,,2019-06-05 15:18:00,3.58,TEUM wow whats happened here
TheMountainThatRidez,,2019-06-05 15:18:00,3.58,TEUM filled at 357 and Im done for the week Time for some buffalo trace
detonator077,,2019-06-05 15:17:00,3.572,TEUM whats the reason behind this
Grobian5000,True,2019-06-05 15:17:00,3.572,TEUM Vicious
stock_itch,False,2019-06-05 15:16:00,3.57,TEUM just broke 363 with much volume next stop is 325
FlashGordonStock,,2019-06-05 15:15:00,3.592,TEUM sooothe weak hands got shaken out in the 5sthen the weak hands got shaken out in the 4snow the weak hands are being shaken out in the 3syeah not buying that routine anymore
mikerohansr,,2019-06-05 15:15:00,3.592,TEUM there is itthe next leg down time to add morelol
mikerohansr,,2019-06-05 15:13:00,3.625,TEUM i love how liars always nail the bottom when they add
Naguara,,2019-06-05 15:12:00,3.625,TEUM Lets see who would ask Hal about if this is ATM or not Lime i say this is the exact action as last October when we tank cause of dilution halturnerpareteumcom
cabfan,,2019-06-05 15:12:00,3.625,TEUM love all the bulls claiming this is a positive buying opportunity said the same thing in the 4s
GoldmanSuchs,,2019-06-05 15:11:00,3.627,TEUM added at 363 average no 367 on a slockof shares
TurdHal,,2019-06-05 15:11:00,3.627,TEUM losing 12 mil in exactly 8 days aint fun But this too shall pass Only if I waited a little bit longer smh
frankjohnson123,,2019-06-05 15:11:00,3.627,TEUM for a 10 drop low volume
mikerohansr,,2019-06-05 15:10:00,3.621,TEUM new lows being made now could close under 340
Al_jon,True,2019-06-05 15:09:00,3.63,TEUM just load 5k more shares today this will make me retire in 2025
oldironworks,,2019-06-05 15:09:00,3.63,TEUM death by kraken
ImEitherRightOrWrong,,2019-06-05 15:08:00,3.636,TEUM lol its now reaches the price I bought in at over 3 months ago Sad stuff hope it goes up for all ur sakes
juku1,True,2019-06-05 15:07:00,3.645,TEUM looks to me that cloud software PVTL 41 is dragging TEUM down Im adding
TCLutz,True,2019-06-05 15:06:00,3.644,TEUM I see a smart city go live announcement soon Too much talk about Kyiv on the feeds for something like this to stay quiet for much much longer LA4
wsearch,,2019-06-05 15:04:00,3.643,TEUM clown turning bearish is a good sign One can start adding now for continuous uptrend from here
Buddy2016,,2019-06-05 15:04:00,3.643,TEUM does it feel like some WS shenanigans are in play here lol
mikerohansr,,2019-06-05 15:04:00,3.643,TEUM needs to gain 75 to get back to where it was on earnings day wow
frankjohnson123,,2019-06-05 15:04:00,3.643,TEUM The giant market rally yesterday and nothing here was shocking though
KStan44,True,2019-06-05 15:03:00,3.645,TEUM On a more positive note when the clown became Bullish is when volatility came in and slowed up the gains He is now back to being Bearish
BabyBullish,,2019-06-05 15:02:00,3.647,TEUM Yall sweating yet
DJEuphoria,True,2019-06-05 15:01:00,3.635,TEUM Are we buying another company or something
ripcurl57,True,2019-06-05 15:01:00,3.635,TEUM not crazy about the dipshowever im ok holding
paulchristianson,True,2019-06-05 15:01:00,3.635,TEUM Ill happily be buying more if it reaches the 3 area of support and backing up the truck if they continue to convert the 36 month backlog Hard to bet against the long term thematics of the company The Experience Cloud is a game changer Reminds me a lot of similar SaaS platforms like TTD TWLO and SHOP If the company were to grow into where TWLO is today wed be looking at a 36x bagger from these levels
2019Invest,,2019-06-05 15:01:00,3.635,TEUM longterm hold for sure
dreinherz1,,2019-06-05 15:01:00,3.635,TEUM well back in April I thought we would not 350 and we ended up bottoming our at 360 I think so perhaps we are close here Final show out coming Curious what happens when Hal announces deals for May We better go back up 10 as this sell off to me seems just another short attack mainly because no news so they can manipulate down to load up Am I wrong people Holding but no more being added as drained for now
mikerohansr,,2019-06-05 15:00:00,3.635,TEUM with so many here praying for a dip so they can load the boat I am shocked it continues to fall lol
DJEuphoria,,2019-06-05 15:00:00,3.635,TEUM 362 Double bottom on the intra day incoming
wsearch,,2019-06-05 15:00:00,3.635,TEUM now time for chart guru to popup and tell I told you so
TurdHal,False,2019-06-05 15:00:00,3.635,TEUM I hope this isnt ATM because if it is Hal will get sued since he said there will be no more dilution And someone please send him a tweet tell him to take down the Kraken tweet because it is embarrassing
TheMountainThatRidez,,2019-06-05 14:59:00,3.635,TEUM 350 is the bottom imo and probably will see it by Friday
Jp50,,2019-06-05 14:59:00,3.635,TEUM maybe next time they do a presentation theyll have something to announce other regurgitate what we already knew
EverGreenTrader,,2019-06-05 14:57:00,3.63,TEUM wear it
free_money1978,,2019-06-05 14:57:00,3.63,TEUM sigh lmao
Brisky24,,2019-06-05 14:57:00,3.63,TEUM really wish I had more cash to buy more shares
frankjohnson123,,2019-06-05 14:56:00,3.64,TEUM nobody wants to sell me back my calls for 005 still
frankjohnson123,,2019-06-05 14:55:00,3.64,TEUM those who lost hope will have a chance to get out about 39 next week in my opinion
stock_itch,False,2019-06-05 14:55:00,3.64,TEUM 363 is the 127 fib retrace if this breaks down going to 325 Will buy at 325 Wouldnt short here
Janalea101,True,2019-06-05 14:54:00,3.645,TEUM Just wish ppl could understand that u ONLY LOSE when u sell Pretty simple stuff And if u need it that bad u SHOULDNT B HERE
bttrader1007,,2019-06-05 14:53:00,3.645,TEUM we dont drop by 30 for no reason Dilution or something else Holding but pissed off
Amsterdam_Trader,,2019-06-05 14:52:00,3.645,TEUM We need news HAL
Amsterdam_Trader,,2019-06-05 14:52:00,3.645,TEUM What a shame since conference
mckeever,,2019-06-05 14:51:00,3.64,TEUM is it possible that a possible dilution is in the cards here Only logical explanation
marketpro11983,False,2019-06-05 14:50:00,3.64,TEUM at least bulls learned a valuable lesson even though it was at a high cost when there is 1 single person on the entire board posting valuable information jbalboni perhaps you should pay attention even if you dont like to hear the truth Instead you all cried harassed reported and blocked him So your own fault youre giving back so much money and the select few that listened are taking them
gorwell,,2019-06-05 14:49:00,3.651,TEUM Im wondering if this isnt ATM
mikerohansr,,2019-06-05 14:49:00,3.651,TEUM twlo unlike this has proven and verified contracts and earnings Hal talks a big game yet fails to actually share facts makes the market think he is fos and that is proven by the stock performance Hal should just retire or use his own money to buy a ton of stock on the open market buthe wont
frankjohnson123,,2019-06-05 14:48:00,3.66,TEUM everyone has a plan for their shares until they get punched in the face
Stellar_Capital,True,2019-06-05 14:47:00,3.67,TEUM Can anyone give me the cliff notes on what has happened in this name in the last 60 days Sure has taken quite the dive from 550
mikerohansr,,2019-06-05 14:43:00,3.68,TEUM paid bashers lolwho the hell would pay someone to bash yet another idiotic thing to continuously post what a septic tank of lies around here
jrshoops,True,2019-06-05 14:43:00,3.68,TEUM cant wait to see updated institutional ownership
TurdHal,,2019-06-05 14:42:00,3.675,TEUM Hal with his foolish tweets brought in a lot of crap traders who set tight stop loss and this is the freaking result
Matty_Buffalo_Benj,True,2019-06-05 14:39:00,3.686,TEUM TWLO fluctuates 20 in a week sometimes Big boy companies have big boy swings Why Volume
frankjohnson123,,2019-06-05 14:37:00,3.695,TEUM big gap at 39 40
mikerohansr,,2019-06-05 14:36:00,3.692,TEUM 330 is in the cards and soon
boredmember,,2019-06-05 14:35:00,3.691,LONE TEUM daym tempting
TuSevun,,2019-06-05 14:35:00,3.691,TEUM also at 50 fib retracement from december low to march high okay enough pictures for one day doesnt mean much here in teumland been sitting here since mid 2017 just holding and watching anyways everyone enjoy their days
seekurchin,True,2019-06-05 14:34:00,3.699,TEUM I was wondering when I would find TEUM at the bottom of my watchlist today
Walkoff,,2019-06-05 14:32:00,3.695,TEUM I can lose jobs memories girlfriends elections confidence and hair follicles but I wont lose patience GLTA even the bears shorts and MMs You guys on the reverse of my coin make me money as well
Tolomeus,True,2019-06-05 14:31:00,3.7,TEUM Rokunow at 101 8 passedin the near pastfrom 80 to 35 It Is a normal moviment for this kind of stockstwillioRokuteum FROM 430 TO 370 Is a not problemThis Is a fantastic co And Also at 2 i should have no doubtthis Will be at7080May Be After a BO
xbrett82,,2019-06-05 14:28:00,3.705,TEUM Thats it I am officially done buying Purchased billions of shares and am sitting comfortably at an average SP of 8334 Included is a photo so you dont think I am wasting anyones time
marketpro11983,False,2019-06-05 14:28:00,3.705,TEUM TEUMed When your in any stock because of pumpers and hopes and dreams and proceed to lose everything wow Im sorry that stock went bankrupt it appears you just got TEUMed
mikerohansr,,2019-06-05 14:27:00,3.706,TEUM i would love a study on the average IQ of the people who post here with all there non sense
ScuredTrader,,2019-06-05 14:26:00,3.704,TEUM are institutions off loading
TuSevun,,2019-06-05 14:25:00,3.701,TEUM support in this range from FebruaryMarch nothing really below that until 305 which was our nemesis for God knows how long
BEALLISH,,2019-06-05 14:25:00,3.701,TEUM price action makes no sense
betbetsgold,True,2019-06-05 14:22:00,3.705,TEUM good volume today Good for the stock to be tested to make it stronger going forward
atom11,True,2019-06-05 14:22:00,3.705,TEUM not gonna lie disappointed in the price action still long here but i think we go sideways for a while at this level and the we will go north rapidly
mikerohansr,,2019-06-05 14:21:00,3.705,TEUM almost 700 dow points in two days and this is down 30 over the same time frame that is just crazy
bttrader1007,,2019-06-05 14:21:00,3.705,TEUM been chillen at 370 for a while
venkateshan,,2019-06-05 14:19:00,3.702,TEUM I agree that this will go tomorrow to 416 based on the chart just wait do not sell if any one wants increase your selling price that way it is good for stocks
Grobian5000,,2019-06-05 14:18:00,3.705,TEUM I see glory days coming and wonderful gains Yes
mikerohansr,,2019-06-05 14:14:00,3.705,TEUM all the chasers who bought over 4 are going to be getting margin calls shortly that will drive it down further
marketpro11983,False,2019-06-05 14:14:00,3.705,TEUM hey guys m remember this post
jrshoops,True,2019-06-05 14:14:00,3.705,TEUM I am officially done 69k shares now 4500 shares 37086 1449 gets me to 1000000 Will never buy another share lets go Allin from my speculative funds I encourage many of you to buy today if you have some time to wait Been in the wrong side of this lately but will move up just as quickly Just so you know Im not full of shitscreenshot of recent trades since 531
smoha5,True,2019-06-05 14:13:00,3.705,TEUM painful but no other option than to sit tight and wait it out
azrieljs1,False,2019-06-05 14:13:00,3.705,TEUM I got this going to 2503 before MMs load up Hopefully it settles at 3 but Im sure they will look to scare more people off by taking it lower Should be support around 3
mikerohansr,,2019-06-05 14:12:00,3.702,TEUM shorts clearly have won the day from 593 months ago who cares clearly Hal has zero credibility with the market so the only way this goes higher is verifiedaudited earnings and not his constant pump prs and tweets the market is smarter than that no worries if he is not the liar the market thinks he is
marketpro11983,False,2019-06-05 14:11:00,3.702,TEUM congratulations to those that bought the dip earlier this week in the 440s
HAL9000AI,,2019-06-05 14:10:00,3.702,TEUM in other news Roku is at 100 Should not have sold that Dam Meanwhile oh yeah Hal is sucking wind
teethWHITENINGblowme,True,2019-06-05 14:09:00,3.708,TEUM i need a GoFundMe for teeth whitening and lipo can you contribute
nerdchartz,,2019-06-05 14:09:00,3.708,TEUM quick someone post a positive chart That should do the trick
frankjohnson123,,2019-06-05 14:09:00,3.708,TEUM anyone who blames ppl for venting when its down 30 in 7 days just bite your tongue and let them be Sheesh If you have 50 k in something and arent upset at all go fight MMA
Walkoff,,2019-06-05 14:09:00,3.708,TEUM is the gap at 350 If so just take us there I put 10K on 350 and then we get to the goodies Curlys gold awaits
GoldmanSuchs,True,2019-06-05 14:09:00,3.708,TEUM added 10 k at 370
greej30,,2019-06-05 14:09:00,3.708,TEUM fam checkout CRM earnings they crushed it primarily based on the acquisition of MULE that they paid 65 biiiiiillllion for Mule was doing about 250300 million per year that is what we are projecting in 23 years yeah I can wait And btw this my friends is the best way to determine valuation what other goliaths are willing to pay for companies similar in the industry SAAS baby The best in the business
marketpro11983,False,2019-06-05 14:09:00,3.708,TEUM wow If only someone said this day was coming Bulls crappin in their diapers
beary4171,,2019-06-05 14:06:00,3.705,TEUM wow shorts are ripping here Sucks
Aj637,,2019-06-05 14:06:00,3.705,TEUM A
greej30,,2019-06-05 14:05:00,3.704,TEUM This shakeout was imminent I will admit even I did not stay patient I loaded way to early another lesson learned still not worried at all been through this so many times before and as a young investor I sold at exactly these levels older and wiser not this time please checkout MU and NTNX 2 year charts and you will see these exact same shakeouts and yeah you can figure out the rest
jbalboni,,2019-06-05 14:04:00,3.705,TEUM If there is any doubt in your mind why youre going to be wiped out just consider the people who are pumping this here Check this mensa man out hes the party your invested with mikerohansrJun 5th 159 pm jbalboni how many times a day do you play with yourself Pretty useful research hes conducting eh
venkateshan,,2019-06-05 14:04:00,3.705,TEUM this is investment not trading for short term if any one is looking for swing there is lot of 3 times velocity shares
xbrett82,,2019-06-05 14:03:00,3.701,TEUM TEUMs current SP has left me a shell of the man I once was My family has abandoned me and I am broke living on the streets of San Juan Puerto Rico Ive joined a band of three other homeless gentleman and together we call ourselves The Spare Change Quartet The good news is with TEUM hot spots we can surf the web and find the best places to loiter in the city all while on the go
PotStockScott,,2019-06-05 14:03:00,3.701,TEUM Roku trying so hard to push me green today this little devil has other plans
KStan44,True,2019-06-05 14:01:00,3.704,TEUM People spouting off they bought high and sold for a loss trying to drop knowledge is an irony not lost me LOL
BlackWolfTradingCo,False,2019-06-05 13:58:00,3.7,TEUM Im typically bullish on this yet if this breaks that 350 support it may stay down a while Be careful longs
Daniel_Boone,True,2019-06-05 13:57:00,3.702,TEUM decided to snag another 1000 sh at these levels because why not anyone have L2 they could share
mikerohansr,,2019-06-05 13:57:00,3.702,TEUM daytrading is a losers game 95 of everyone who tries loses money
MNR2323,True,2019-06-05 13:56:00,3.705,TEUM Some time this week this is setup for a GAP up move easy 6 above GAP up possible
Grobian5000,True,2019-06-05 13:54:00,3.719,TEUM No choice instead of going long now Give it a try
stocktowatch7,,2019-06-05 13:54:00,3.719,TEUM here goes on stocksequitycomactivesto
jbalboni,,2019-06-05 13:54:00,3.719,TEUM I cannot for the life of me recall how I found this issue but Im sure glad I did havent had this much fun since Hal rang the bell
wsearch,,2019-06-05 13:53:00,3.711,TEUM free fall
TuSevun,,2019-06-05 13:52:00,3.716,TEUM board starting to look like last Oct those were fun times
Ares77manoe,,2019-06-05 13:52:00,3.716,TEUM considering to buylove this ATM stockThese days hard to make Good stockGotta a lot of UBS and they load heavy on it
DntGvAStock,True,2019-06-05 13:52:00,3.716,TEUM counting on big block buys through end of day
TurdHal,,2019-06-05 13:51:00,3.72,TEUM dang I dropped my last 3k in here Will have to eat Ramen noodles go a while Better give us something Hal or I will be undernourish eating that crap
TT_1,,2019-06-05 13:49:00,3.705,TEUM koolbbly is eating his words I love it when people say You wont see insert price what say you sir
bagsofjunk,True,2019-06-05 13:49:00,3.705,TEUM Remember we are not getting backlog information until the CCs We Should get connect numbers for May though I still think its a mistake to do it this way unless of course backlog contracts have slowed down
Dr_Van_Nostrend,,2019-06-05 13:49:00,3.705,TEUM Dear short sellers stop screwing around and just shake the weak hands out to 350 like you have planned cover your shorts and sell your puts in quick fashion so we can hurry up and get to 6 going into Q2 ER Thank you
Grobian5000,,2019-06-05 13:49:00,3.705,TEUM These assholes showing up when people have huge losses
jbalboni,,2019-06-05 13:47:00,3.7,TEUM PumperBasher SGT SCHULTZ IS LYING ON THE FLOOR STAMPING HIS FEET AND SCREAMING AT TOMMY BAN THIS GUY I DEMAND HE BE REMOVED HE KEEPS PLAYING ME LIKE A UKULELE Mr Academia he got his education at DeVry wood stroking
Chadj1575,True,2019-06-05 13:46:00,3.695,TEUM overdue for some contracts to be released hal has them in the morning perhaps
TT_1,True,2019-06-05 13:45:00,3.705,TEUM Ill just leave this right here
FiveLitersofFury,True,2019-06-05 13:44:00,3.704,TEUM glad I bought WKHS to offset this day
drancid,True,2019-06-05 13:44:00,3.704,TEUM Dang Hal you are not going to do anything
Gulf12,,2019-06-05 13:43:00,3.702,TEUM not even worth 25 100m rev makt cap 439m 17 2 and Ill take another swing
Geo321,,2019-06-05 13:43:00,3.702,TEUM my favorite stock Got 200 shares at 365 let see if we could get 4 today
TurboTime,,2019-06-05 13:43:00,3.702,TEUM we found next level of consolidation 370ish mark Bulls steeped in big time at 365
jbalboni,,2019-06-05 13:43:00,3.702,TEUM when INSOLVENCY is announced YOU CAN GET ALL YOU WANT FOR NICKELS
alo70,,2019-06-05 13:43:00,3.702,TEUM today attack on this sheeeeeeeeeet
Chadj1575,True,2019-06-05 13:43:00,3.702,TEUM added another 100 here what the hell
