Gametapes808,True,2019-06-05 15:59:00,4.843,PRPO fire sale
Ruberbandman,True,2019-06-05 14:47:00,4.85,PRPO
MoneyJune,True,2019-06-05 14:46:00,4.85,PRPO
Turned_up2_11,True,2019-06-05 14:46:00,4.85,PRPO
SMW74,True,2019-06-05 14:46:00,4.85,PRPO
Yef,True,2019-06-05 14:46:00,4.85,PRPO
Gowron_,True,2019-06-05 14:44:00,4.85,PRPO Im trying to wrap my head around how the CEO of YTEN can purchase 5M in shares and the price barely goes up and still no volume secfilingsnasdaqcomfilin
_R34_,True,2019-06-05 14:44:00,4.85,PRPO
ngup,True,2019-06-05 14:43:00,4.85,PRPO
rotoking20,True,2019-06-05 14:43:00,4.85,PRPO I dont give price expectations but my DD still tells me better days ahead When will those days come your guess is as good as mine I continue to hold because my DD tells me so
NJones10259,True,2019-06-05 14:43:00,4.85,PRPO
Renegade55,True,2019-06-05 14:43:00,4.85,PRPO
MoneyJune,True,2019-06-05 14:43:00,4.85,PRPO holding 1k shares Great company I know its worth Shorts and bears Messing us up its ok though ill just keep adding shares and being patient
Burnabagel,,2019-06-05 14:41:00,4.869,PRPO wheres my 9 buddies
mrinvestorpro,,2019-06-05 14:38:00,4.844,PRPO adding here
_R34_,True,2019-06-05 14:37:00,4.889,PRPO imo over 530 for a strong reversal sign
Spuddyy,,2019-06-05 14:36:00,4.889,PRPO Watch for close of bell and power hour look for some nice buys may see news tomorrow morning again with contract HOPEUFLLY
GGSDad,False,2019-06-05 14:28:00,4.862,PRPO Dumpster fire I love
BadGoat2004,True,2019-06-05 14:26:00,4.87,PRPO Never thought i would see this in the 4s again Time to cut the boat anchor and release the Kraken
Jsmithxc11,,2019-06-05 14:24:00,4.87,PRPO slow action here today To my PRPO fam check out WKHS
immastealyoshares,,2019-06-05 14:24:00,4.87,PRPO And No response from IR Guess theyre busy increasing shareholder value LMFAO
AegonTargaryen,True,2019-06-05 14:23:00,4.91,PRPO Movement coming Just in time for PH
randomzkat,True,2019-06-05 14:23:00,4.91,PRPO Hope dangles on a string like slowspinning redemptionwinding in and winding out
cheewhoo,True,2019-06-05 14:20:00,4.884,PRPO shorts are gonna get burned hard soon IMO with this oneThey are thinking that they are winning the battle but I have faith in the managementJust my thoughts though
Beezy22,True,2019-06-05 14:18:00,4.91,PRPO never worried I just buy more
Mantises,,2019-06-05 14:14:00,4.93,PRPO how low can she go
Chemocles2,True,2019-06-05 14:12:00,4.93,PRPO somebody just slapped the ask for 25 shares ROCK ON
cheewhoo,True,2019-06-05 14:11:00,4.93,PRPO alrightI just did it againLOLSUPER
Nightsnipe,True,2019-06-05 14:11:00,4.93,PRPO in this long term no worries here
Claclacla,True,2019-06-05 14:10:00,4.93,PRPO I was abou to say that I have been following this company since a couple of months now and any position in the 4s is pretty good
MoneyJune,,2019-06-05 14:10:00,4.93,PRPO same repetition as yesterday
FourConcreteBlocks,,2019-06-05 14:08:00,4.912,PRPO you should be buying right now
_R34_,True,2019-06-05 14:08:00,4.912,PRPO think I need one of those Buddha boxes lol
Jeff_Kaitlyn,True,2019-06-05 14:06:00,4.83,EARS Stopped out nice profit 258 301 Im out for the dayholding my other positions waiting for a movegood luck everyone PRPO BLIN OHRP and now CHFS
scottanderson,True,2019-06-05 14:05:00,4.75,PRPO let it drop hard See if they can get it below 470 Doubt it
cheewhoo,True,2019-06-05 14:05:00,4.75,PRPO I couldnt help it added some more at these peanut pricesyes I slapped the ask toololdont just talk about it IMO be about itGL
Chemocles2,True,2019-06-05 14:05:00,4.75,PRPO I just put my lucky Buddha back in my pocket lets see what happens
FourConcreteBlocks,True,2019-06-05 14:04:00,4.741,PRPO in a Sea full of fish be a shark
PropheticExtinction,,2019-06-05 14:02:00,4.75,PRPO its gonna go down further welp
IamTurdFerguson,,2019-06-05 13:59:00,4.803,PRPO Well damn the chart told me this was going to 7 today Dont know why its not behaving
Gowron_,True,2019-06-05 13:58:00,4.803,PRPO YTEN Sleeping giants
FourConcreteBlocks,True,2019-06-05 13:57:00,4.82,PRPO like the old saying goes in the stock market dont eat the cheese until you pay for it
Cthru,,2019-06-05 13:55:00,4.83,PRPO this is what longs do We wait because we know better and do our DD Sorry bears youre not pushing any real long investors out of here
stocktowatch7,,2019-06-05 13:54:00,4.83,PRPO here goes on stocksequitycomactivesto
_R34_,True,2019-06-05 13:54:00,4.83,PRPO cant say Im surprised anymore this will go up soon once big contracts come in from what Ive seen here most people dont do enough research on this company just read headlines and buy no matter they state of the company so imo until prpo release a headline with eg 10 million contract this not gonna move much and also big shorts keeping it down or tutes wanting a nice entry point
FourConcreteBlocks,True,2019-06-05 13:53:00,4.811,PRPO a first rule trading stocks never listen experts like me who will tend to throw out a negative comment like the manufacturer in order to buy in at a better dip if you sold instead of buying in take it as a lesson learned and welcome to the stock market
Chemocles2,True,2019-06-05 13:53:00,4.811,PRPO I look at it this way I probably needed a haircut anyway
immastealyoshares,,2019-06-05 13:52:00,4.811,PRPO Definitely leaning toward bearish on this now FML
WallStreetRI007,True,2019-06-05 13:52:00,4.811,PRPO dark pool trading today is 673 and VWAP from dark pool trades is 492 while current share price is 480 Huh That means buy tutes are buying higher than retail folks are buying so what are the retail folks doing Slap that ask
IPcurious,False,2019-06-05 13:51:00,4.82,PRPO To the moon LOL
Jsmithxc11,True,2019-06-05 13:50:00,4.82,WKHS wishing I stacked up more but Im still loving this movement Ready for moves from PRPO HSGX DRRX RGSE
JNKR11,True,2019-06-05 13:50:00,4.82,PRPO Yesterday I wanted to proudly wear Rex Kwon Do badass pants Winning Now today Im just hoping he doesnt break my glasses getting spanked WednesdayTruth Cmon already this is ridiculous Who wants a Quesadilla
js26,,2019-06-05 13:49:00,4.81,PRPO fell in love with 20 and got too greedy need to be better at reading charts
js26,,2019-06-05 13:49:00,4.81,PRPO very discouraging lately I thought I found a diamond in the rough made a good few pennies on this too but got back in too high and wiped it out Missed all the peaks too Still very confident in the future but getting more nervous
Nhaff2019,,2019-06-05 13:48:00,4.812,PRPO Disregard Tony when you see him Hes getting impatient
cheewhoo,True,2019-06-05 13:47:00,4.812,PRPO VERY
FourConcreteBlocks,True,2019-06-05 13:47:00,4.812,PRPO finding support
Bigus,True,2019-06-05 13:45:00,4.8,PRPO were seeing exhaustion and capitulation by buyers over 7ish Buy into the final stages of consolidation This will have its day
Nein44,,2019-06-05 13:44:00,4.83,PRPO Also theres a reverse mortgage calculator ad at the top of my screen and I immediately read it as reverse cowgirl Probably cuz thats how I ride this stock
Nein44,,2019-06-05 13:42:00,4.803,PRPO This things swings 10 pretty regularly Tomorrow itll probably come back up 4
FourConcreteBlocks,True,2019-06-05 13:41:00,4.803,PRPO how many of you loaded up on that dip I did
SarahVI,True,2019-06-05 13:40:00,4.803,Patient calm down and carry on PRPO AKER SEEL
DJP666,True,2019-06-05 13:38:00,4.779,PRPO Truth be told I think its the vest honestly Vests are just not cool unless you use it for something and wear it additionally So like a bikers vest has patches punks are the same commandos have grenades on theirs and otherwise people see them as useless armpit scarfs for boffy jerks PRPO should not try and spread itself too thin Leave extraneous outerwear to the professionals and you guys pin down cancer diagnosis
Nhaff2019,True,2019-06-05 13:37:00,4.777,PRPO Precipio signs mulitbillion dollar deal with Amgen Inc
LEGOJEFF,True,2019-06-05 13:37:00,4.777,PRPO Im in
Nein44,,2019-06-05 13:37:00,4.777,PRPO 5 added powerplay
JacquesP,,2019-06-05 13:37:00,4.777,PRPO so much faith in this stock am turning into a prophet As for my wallet no profits 51
Bigus,True,2019-06-05 13:35:00,4.78,PRPO added
MonekeOkafor,,2019-06-05 13:34:00,4.784,PRPO smh its below the RS price
BadGoat2004,True,2019-06-05 13:33:00,4.784,PRPO I dont fucking get it Got our Manufacturer news release with Novamedits a good company and the price just keeps dropping They should of partnered with Viagra Cant seem to keep it up Still holding Im not going anywhere Just frustrated
cheewhoo,True,2019-06-05 13:32:00,4.784,PRPO sentiment is still rising
BigDub,,2019-06-05 13:32:00,4.784,PRPO loaded as much as I could mrinvestorpro
cheewhoo,True,2019-06-05 13:32:00,4.784,PRPO
topstockalerts,True,2019-06-05 13:31:00,4.784,PRPO Good area to load up imo
Nhaff2019,True,2019-06-05 13:29:00,4.768,PRPO What we really need is FAKE news Ill start a rumor on Twitter pass it along lol
Chemocles2,True,2019-06-05 13:27:00,4.774,PRPO so any big plans for the weekend
scottanderson,True,2019-06-05 13:22:00,4.788,PRPO low volume alone gives todays manipulation away Many took advantage Always have resources available
wanderng,True,2019-06-05 13:16:00,4.77,PRPO watch out Im making big moves today
BiotechJunkie,True,2019-06-05 13:15:00,4.77,PRPO All I wish for today was my paycheck early so I could have loaded more
JNKR11,True,2019-06-05 13:15:00,4.77,PRPO Uh Yeah So if you could just return the vest THAT WOULD BE GREAT Me I never ordered a vest Hmm Well If you could just get a memo out on the vests Yeah we went that direction no sleeves to cut cost SOUH lets look at SOCKS I THINK WE CAN MAKE IT HAPPEN KiddingNotKidding StayingHopeful kinda
immastealyoshares,,2019-06-05 13:13:00,4.8,PRPO Low float Moon soon Rockets Fairies and rainbows and fucking unicorns FUCK THIS SHIT
VampireHoldings,True,2019-06-05 13:12:00,4.76,PRPO Some late night seasoning of lamb legs with the silicone armbands king getting ready for Fridays big Rooftop Party
Stufftheshorts,True,2019-06-05 13:12:00,4.76,PRPO The fear mongers on here
immastealyoshares,,2019-06-05 13:12:00,4.76,PRPO Just sent an email to IR asking where the FUCK is the shareholder value in this unless youre short
MonekeOkafor,False,2019-06-05 13:11:00,4.76,PRPO
rotoking20,True,2019-06-05 13:08:00,4.773,PRPO I have to go now but Ill leave you with words from the immortal bugs bunnyUnga bunga bungainga bingabinga bunga
ChartHawk,True,2019-06-05 13:08:00,4.773,PRPO We hit 573 on news yesterday Shorts took 1 of your money Excellent entry Shorts should have covered
scottanderson,True,2019-06-05 13:06:00,4.773,PRPO that blip up was odd Have to ask someone about that Shell know
Thegiftandthecurse,,2019-06-05 13:06:00,4.773,PRPO I learned my lesson with Abio nothing stays up all the time You need to always manage risks 3 people I can honestly say played this to perfection I wasnt one of them They got in at 490 sold at 10 then shorted from 10 to 5 thats trading 101 Wish I would have followed them however I cant complain I made money but was stubborned and loaded way too late and I also took a loss but was able to recover To those that took a big L Better days are coming good luck Remember this one trade doesnt make you or break you Just like one chest workout out doesnt make you buff Learn and move on
Kraki,,2019-06-05 13:05:00,4.824,PRPO the fun is coming relax
Kraki,,2019-06-05 13:04:00,4.825,PRPO when this takes off and you look back and see all the obvious signs where in place for weeks and months you have no one to blame but yourself for being either swayed by manipulators or simply because you lacked the patience to see it through The business is doing well thats what matters most
ChartHawk,True,2019-06-05 13:04:00,4.825,PRPO 65 shares for sale at 495 Dont get bilked out of your position HOLD AND ADD marketscboecomusequitie
ChartHawk,True,2019-06-05 13:03:00,4.825,PRPO Tutes COMING in Why not we have a retrace to 11 Trade up is beautiful Let the squeeze begin
Gowron_,True,2019-06-05 13:02:00,4.78,YRIV PRPO While were waiting for these to move this just happened CEO just bought WAY in YTENsecfilingsnasdaqcomfilin
bassrat,,2019-06-05 13:01:00,4.78,PRPO Be greedy when others are Fearful
SpanishJohnny,,2019-06-05 13:00:00,4.85,PRPO hit 7 and Im out Just looking to break even at this point
Shares33,,2019-06-05 13:00:00,4.85,PRPO short sellers bringing it down already
immastealyoshares,,2019-06-05 12:58:00,4.775,PRPO Easiest way to turn 12k into 8k Buy shares of PRPO
Jsmithxc11,True,2019-06-05 12:58:00,4.775,PRPO just waiting on contract news then Im long anyways so Im patient
El_kappyton,,2019-06-05 12:58:00,4.775,PRPO just jumped 30 cents and right back down anyone catch that
Thegiftandthecurse,,2019-06-05 12:58:00,4.775,PRPO i wont even clown or say anything stupid but this just aint right man I feel for the longs I am glad I sold and shorted this But for you loyal longs Props for holding I couldnt do it I need my money to work for me I hate to say this but I think this goes below 450
Rocketman3,,2019-06-05 12:58:00,4.775,PRPO Bottom in 43
Shares33,,2019-06-05 12:58:00,4.775,PRPO bulish cloud started lets see
FORCFED,,2019-06-05 12:58:00,4.775,PRPO Wow this is a moody bitch today
bassrat,,2019-06-05 12:57:00,4.871,PRPO where is bottom ANYBODY
immastealyoshares,,2019-06-05 12:56:00,4.78,PRPO Show of hands Bagholders
immastealyoshares,,2019-06-05 12:55:00,4.769,PRPO Wow Just wow Under the RS price
Spuddyy,,2019-06-05 12:54:00,4.769,PRPO Wait to sell on contract news itll be a 40 squeeze
peakr,False,2019-06-05 12:51:00,4.768,PRPO shouldve listened to the bears and sold at 6
Claclacla,True,2019-06-05 12:46:00,4.753,PRPO just averaged down to 512
Jlebby17,,2019-06-05 12:46:00,4.753,PRPO might as well let this drop 10 to trigger SSR yet again
ChartMill,,2019-06-05 12:45:00,4.75,PRPO has an average volume of 12224300 This is a good sign as it is always nice to have a liquid stock chartmillcomanalyzephpu
sanchezklauss,,2019-06-05 12:45:00,4.75,PRPO Buy this dip its about to shoot up bulls at 9 8 7 6 5
Burnabagel,,2019-06-05 12:44:00,4.75,PRPO everyone should be in red with this If not why havent you swinged this when it hit10
randomzkat,True,2019-06-05 12:43:00,4.772,PRPO Keep the faith alive Give me a stock post RS that soared Long Prpo
cheewhoo,True,2019-06-05 12:42:00,4.78,PRPO big turn around coming IMOHey but what do I knowLOL
climateeast,,2019-06-05 12:40:00,4.794,PRPO MDCL This is a stock that has a set up Not PRPO
Spuddyy,,2019-06-05 12:40:00,4.794,PRPO Also want to reiterate MM doesnt care about short term theyve expressed they care about 20202021
FORCFED,,2019-06-05 12:39:00,4.794,PRPO First time touching red for me on this stock WTF this sucks
Spuddyy,,2019-06-05 12:39:00,4.794,PRPO There was no news yesterday keep an eye out for Contract or lab results tomorrow morning for the squeeze Last time Tuesday Thursday was a punch Could be back to 7 tomorrow afternoon Im bullish for sure but look for news
Sal14,,2019-06-05 12:38:00,4.782,PRPO This company is no more then Enron Takes peoples money with false hopes
rotoking20,True,2019-06-05 12:38:00,4.782,PRPO Im actually a little surprised that the bears arent roaring more loudly today This kind of day is what they live for
cheewhoo,True,2019-06-05 12:36:00,4.782,PRPO Please do your own DD not going off of what negative post here and you folks will see IMO why us longs believe in what we invested inGL
32Kilo18,True,2019-06-05 12:36:00,4.782,PRPO FYI when u sell when ur down you LOSE money
davethgr8,True,2019-06-05 12:35:00,4.8,PRPO when you have a good company with strong fundamentals like this NEVER SELL when it dips like this Buy more if you can at a discounted price and wait for the recovery that IS coming
RRWebb,True,2019-06-05 12:34:00,4.784,PRPO damn bears You working harder than an ugly stripper Not worried cuz i know youre doing the best you can and eventually youll go attach your parasitic ass to another host soon
SandbagShoes,True,2019-06-05 12:33:00,4.784,PRPO Turnaround ahead bottoms 470ish
Alextwits105,True,2019-06-05 12:33:00,4.784,PRPO convince I was wrong need to be more careful could have sold at 8 and wait to get back in instead of holding the bag
WallStreetRI007,True,2019-06-05 12:33:00,4.784,PRPO Im not even a chart guy but for what its worth we have a textbook double bottom
cheewhoo,True,2019-06-05 12:32:00,4.786,PRPO I remember after the RS we were about at this price and then she shot up past 10 like a tornadoIt could just as easily happen again IMO with big volume and if people stop listening to the garbage the cooridinated bashers are doing right now IMOthose who are panic selling and not protecting their shares from getting shorted are the reason we are where we are at IMO GL
NinjaBob,,2019-06-05 12:32:00,4.786,Didnt think PRPO would drop there but now looks like moving toward Bottom Keltner437 200dma429
DREXinIT,False,2019-06-05 12:31:00,4.799,PRPO loved it yesterday now im not impressed GROSS follow up from yesterdays possible setup
Theaceman112,True,2019-06-05 12:30:00,4.799,PRPO we arent going to keep dropping its going to reverse Im expecting contract news soon Good buy in price now imo Good luck
stocknewbster,,2019-06-05 12:30:00,4.799,PRPO youd think by chance it would go up eventually but no Just down
El_kappyton,,2019-06-05 12:30:00,4.799,PRPO we cant move more then 5 on manufacturing news after losing most of yesterday then today after good news ANOTHER 10 drop This company better shell out whatever news they have because if not its gonna bleed out
Dave367,True,2019-06-05 12:30:00,4.799,PRPO considering a reentry at 4 dollars
ChartHawk,True,2019-06-05 12:30:00,4.799,PRPO SHO today No shorting LOL
jmercado_bully,,2019-06-05 12:26:00,4.747,PRPO wow bout to sell and start shorting this cuz its looking bad smh might as well be on the side on money
Kassai,,2019-06-05 12:24:00,4.75,PRPO Ive averaged way down from 758 and now at 582but Im taking a beating here I hope the bloodshed stops soon
rotoking20,True,2019-06-05 12:24:00,4.75,PRPO Down cycles can be disappointing and the longer the cycle the more disappointing These are the times where your patience is testedLT holders remember their DD at these times and it gives us the patience to endure I do feel sorry for the short term holders that were expecting to make their fortune quickly PRPO is a marathon as they put piece after piece in place to build a long term prosperous companyI do understand that the volatility in PRPO is an opportunity for short term players However money can be lost just as easily as it is madeHaving tried the short term investing Ive learned that LT investing is best for me because of the DD I do Thats why I continue to hold my shares of PRPO
Chemocles2,True,2019-06-05 12:22:00,4.82,PRPO So I just bought another share so that I could round off my holdings to an even number Dont think it did much to average me down but it was FAR below my average of 789
StockInvestorBrad,True,2019-06-05 12:22:00,4.82,PRPO FINAL buys for me at 485 I couldnt be more heavily loaded Its this and SNAP for my largest holdings of the year by far good luck all
Yef,True,2019-06-05 12:22:00,4.82,PRPO lot of Btchy bears here
cheewhoo,True,2019-06-05 12:21:00,4.85,PRPO You can spot the fear mongers from a mile away here IMOwith their low price predictionsinsults to true bullsbashinggloomy one sentence or one word negativityetcThey either are shorting or swingers IMO that want to get you to sell for a loss to meet their agendas or get in cheap which it is right now IMO If you listen to them well thats on youI repsect anyones opinions IF they have true backings to their outlandish claims which almost all the negative here posting dontlolGL
Janvandam,,2019-06-05 12:19:00,4.85,PRPO
Chemocles2,True,2019-06-05 12:19:00,4.85,PRPO I am glad that good news has such a positive impact on share price
Robert112,False,2019-06-05 12:14:00,4.85,PRPO This shit will not stop until 2
JeLaw178,,2019-06-05 12:14:00,4.85,PRPO Added 1000 on 471 dont care what bears says target accumulation is 100k here Little by little I add everyday
NinjaBob,True,2019-06-05 12:13:00,4.85,With PRPO pullback above EMA100 line becoming support
Beezy22,True,2019-06-05 12:12:00,4.852,RobinHood still hasnt posted the RWLK news or PRPO but has articles from 2 weeks ago still running what a shitshow
NinjaBob,True,2019-06-05 12:11:00,4.851,PRPO vol 25169K keeping up with Tues vol Daily vol been increasing this week
jzaskar,True,2019-06-05 12:11:00,4.851,PRPO Company is in a much better place now than a month ago Yeah It doesnt make sense for price to be so low When it goes up it will go up in a big way
RRWebb,True,2019-06-05 12:10:00,4.84,PRPO the old tuesthurs pr drops I wouldnt bet against it
Stockgenuis,False,2019-06-05 12:07:00,4.839,PRPO with no news about new contracts will be under 4 by Friday
Janvandam,True,2019-06-05 12:04:00,4.845,PRPO Trump is killing the economy the stock market
cheewhoo,True,2019-06-05 12:01:00,4.82,PRPO when these bears and trolls come out and post negativity with no backings as usual it only makes me more bullish and I buy moreLOLbear trap in the making IMO knowing what the CEO said in justification of the RS and what he thinks of shorts I think sohahaha
Janvandam,True,2019-06-05 12:01:00,4.82,PRPO What the F is going on with this We have nothing but good news and it just keeps dropping
ChartHawk,True,2019-06-05 12:00:00,4.82,PRPO Bollies kissing and getting ready to cross up MacD
esztherhaine,True,2019-06-05 12:00:00,4.82,PRPO someone buy a few k shares at market will ya
JNKR11,True,2019-06-05 12:00:00,4.82,PRPO I cant believe ONE MONTH AGO this touched over 10 and appeared to be on a trajectory going super north Now its just a bitter sweet IF it gets over 7 How on earth can BS stocks wzero importance figuratively spike 110 in a day AND reach 20 I dont believe theres a accurate system chart graph or magic ball who knows whats going on FactCheck
NinjaBob,,2019-06-05 12:00:00,4.82,PRPO just dropped below EMA100479 now bouncing new Low 471
CharliCrew,True,2019-06-05 12:00:00,4.82,PRPO I will repeat this again please wait for sub 4 before deciding when to get inAnd Im bullish as F
Pfiddy,True,2019-06-05 11:59:00,4.837,PRPO got another 500shares at 475
NJones10259,True,2019-06-05 11:59:00,4.837,PRPO this cant last long as it appears that we are in store for the Churchill Bull MarketDisclaimer I am short on Trump
LetsMakeADollar,True,2019-06-05 11:59:00,4.837,PRPO the amount of buys almost caught up with the sellswe heading going north
randomzkat,True,2019-06-05 11:58:00,4.841,PRPO
AegonTargaryen,True,2019-06-05 11:57:00,4.856,PRPO Did we hit a 10 drop I wasnt watching Gosh this price point is amazing
cheewhoo,True,2019-06-05 11:56:00,4.81,PRPO Dont panic sell off of negative poststhey have an agenda IMO to make you sell by spreading fearIm not scared and do whatever you see fit thoughLOL
cheewhoo,True,2019-06-05 11:53:00,4.829,PRPO just rememberGL to the positive here only
Burnabagel,,2019-06-05 11:53:00,4.829,PRPO level II
scottanderson,True,2019-06-05 11:51:00,4.748,PRPO take advantage is all I can say If u cant go do something else Low volume Goes up even faster
LJR1979,False,2019-06-05 11:49:00,4.761,PRPO did a lot of research on this one Im not saying it doesnt havent potential but this thing will drop more Its brutal
bircan92,,2019-06-05 11:48:00,4.82,PRPO This page is funny The stock will go down 5 everyone will scream buy the DIP then next day it will fall another 5 OMG EVERYONE BUY THE DIP next day falls even more lol repeat again and again wake up people this page generally cares more about vests smh
Nhaff2019,,2019-06-05 11:48:00,4.82,PRPO 450 it is then time to average down
Stockgenuis,,2019-06-05 11:48:00,4.82,PRPO IMO this will go under 4 before any news
Davidlogston38,,2019-06-05 11:45:00,4.868,HSGX this stock has greatest Its not like heb Soon this will do like PRPO did
Nhaff2019,True,2019-06-05 11:44:00,4.868,PRPO Guys this is a loading zone
RStephen,,2019-06-05 11:43:00,4.86,PRPO So wasnt June 5 a special day for something
Kakarotto,,2019-06-05 11:42:00,4.858,PRPO another red daymy avg is 92 i feel like crying
joshtherealdeal,True,2019-06-05 11:39:00,4.852,PRPO another red day
scottanderson,True,2019-06-05 11:37:00,4.892,PRPO pulling from a less promising hold to keep adding down here Buy the fear especially here
Shortmasters,,2019-06-05 11:37:00,4.892,PRPO when this has SSR but yet no big buyer stepping in and stock literally down today after SSR I feeling bearish day by day Company already announced trial Manufacturers So what am I missing
JNKR11,True,2019-06-05 11:33:00,4.902,PRPO Maybe we should have a bikini carwash to drive traffic Me just brainstorming with no shame BRB THESE SUITS ARE NOT COMFORTABLE
Nhaff2019,True,2019-06-05 11:33:00,4.902,PRPO 001 spread
Kraki,,2019-06-05 11:30:00,4.91,PRPO My how some people will go to great lengths to misrepresent the character of the management of this company and their business prospects For those who choose to share their completely worthless opinions on that subject I can only hope the Karma you receive comes with a big dose of mercy These are stand up people working very hard and with great passion to deliver a quality product great service and an opportunity for others like you to participate in the creation of genuine investment wealth Shame if anyone believe otherwise if so you have been scammed
Stockgenuis,,2019-06-05 11:30:00,4.91,PRPO This will bleed daily and slowly in the absence of new contract news
Thegiftandthecurse,,2019-06-05 11:30:00,4.91,PRPO come on 450
