sipaonyedi,9,3,110.1
Sliver,180,165,109.81
Arthemis,3,3,109.29
Type0neg,19,7,109.27
mhper,22,9,109.11
eclass,66,42,108.81
SubAtomic99,12,3,108.28
upoke,3,0,107.73
stephend587,4,4,107.73
SniperJolt,11,12,107.51
napoleonDD,9,6,107.28
TraderKevin,26,2,106.11
rapidprofits,2,0,106.08
StockTwiste,10,6,106.02
eustace,2,0,105.87
sunnyclean,2,0,105.54
ayayron,4,7,104.59
rasta,3,0,104.55
rexjeddah,16,16,104.44
Secretweapon,29,9,104.42
shlongmoney,2,0,103.41
gabemon007,2,0,103.27
mafiaxxx,2,0,102.83
DARTHTR4D3R,27,7,102.75
gamblerman,4,2,102.61
matt34233,3,2,102.59
coinclown,20,6,102.29
stevenlarrykaye,10,7,102.05
Gastransporter,17,16,102.0
erez3,2,1,101.79
Erpovia,15,9,101.68
shaab5,5,0,101.56
josethepig,3,2,101.48
cosmogo,23,13,101.29
myamazingdates,2,0,100.92
francisalbert,9,0,100.7
thechad369,3,3,100.66
valendj,2,0,100.3
jh33,2,0,100.29
guy1640,4,0,100.01
finnley109,1,0,100.0
elonmud,1,0,100.0
jlubsen,1,0,100.0
fearice,1,0,100.0
grkmke8,1,0,100.0
moneycabinet,1,0,100.0
zaytoven,1,0,100.0
jdavila,1,0,100.0
dotana,1,0,100.0
zkyc,1,0,100.0
sheeven89,1,0,100.0
orius,1,0,100.0
geor1199,1,0,100.0
jmoonstocks,1,0,100.0
trocks17,7,2,99.92
RedStick,12,4,99.81
jdc8689,1,1,99.62
kimmystock,6,10,99.07
Stocknews18,42,19,98.89
Mikep7703,46,28,98.61
realStockMage,2,3,98.43
SugarRay,68,56,97.94
waelgham,1,1,97.84
malibuandy,1,3,97.78
Ck431,13,8,97.73
saintvitus,2,2,97.26
swingtrader28,1,1,97.21
jagwired,1,3,97.07
torrotrader,9,5,97.03
lols,13,2,96.79
ilvbiotkkkk,18,3,96.54
Losingtoomucx,17,9,96.45
df2015,9,14,95.86
ehs111,1,1,95.79
savakl,5,3,95.55
thecommoncents,9,6,94.34
tdiggs9782,2,5,94.24
lpvictor,4,3,93.93
hayntrader808,15,19,93.76
prateekpannu,5,7,93.71
JoeSmoe12,24,12,93.66
Wormeaful,17,3,93.27
BadBank,27,26,92.08
truetexan,1,2,92.04
daddystick,1,1,91.96
sabbie,2,7,91.73
getcash,5,3,91.27
h94294vmp,3,4,91.04
Almost,2,2,90.81
Stockbricks,20,4,90.04
fmrick,30,12,89.87
BishBish,31,15,89.83
eazyvaboy,12,6,89.74
Schueem,10,4,89.6
yidarmy,9,12,88.95
brandnewstart621,14,9,88.59
DJEuphoria,50,39,88.43
Steadydoesit,27,13,88.27
Maxgain0114,16,9,88.25
ZackMorris,6,8,87.99
Monkeyy,48,38,87.73
RT3DayTrader,10,3,87.7
guiderman,19,17,87.59
TronaldDump69,42,25,87.57
MyposMafia,49,60,86.95
pumpndumphunter,19,11,86.91
ZenMusic,21,15,86.79
cadbrad1,11,11,86.74
LemonMan,23,12,86.73
streetinsider,1,4,86.6
Superdad2014,6,4,86.51
Shad002,17,4,86.49
Roboticbear,6,3,86.14
Mearmada,11,6,86.05
slidepiece631,2,6,85.89
Bentley12,21,9,85.69
humblpie,37,19,85.56
BullPen007,25,24,84.96
Zstock1981,6,0,84.87
bluebluetuna,5,3,84.38
Banana3,185,107,84.18
nzjk,80,38,84.02
jerreds,6,9,83.81
StockIt21,10,3,83.75
SecureDaBag,19,5,83.71
abavestor,5,7,83.46
SirRahal,33,12,83.36
thefurnace,4,5,83.33
Stiffmiester,169,130,83.2
FIORUGGIERO1,20,16,83.15
ZackMagic,37,20,83.12
deces124,10,2,82.93
buildingdreams,9,4,82.82
Viiii,68,28,82.69
flipping,33,28,82.68
MonsterScalp,37,18,82.22
TheWatchtower,18,2,81.69
Crashinin,16,12,81.66
dillweed7,24,45,81.62
neopane976,11,1,81.61
UzzalH,32,13,81.32
arjunreddy,23,17,81.16
No1Tr8dr,20,1,80.97
CK89,37,26,80.92
Krimo,11,7,80.4
willwallace,15,14,80.3
Neotrocity,15,7,79.8
weblogicx,1,4,79.66
shorttermtrader,25,14,79.53
CaptainDips,9,8,79.25
xiaoke4490,5,5,79.19
dutur,2,6,79.06
mrjules,24,17,78.48
DaLump,39,42,78.4
cryhavoc,16,14,77.91
ytareen818,14,17,77.24
cooler2,7,10,77.12
SDI100X,57,18,76.68
LunchTrader,37,16,76.15
tcomisky,22,6,76.05
cheddafoeva,63,54,75.91
DividendsGrow,60,33,75.81
dontrapp,13,4,75.51
B1B,111,101,75.03
Junkedup,18,4,74.96
Chongermandan,8,2,74.8
bogat40,10,4,74.5
EderT,27,13,74.44
Partridge,113,111,74.32
AdmiralAckbar,30,27,74.11
helpfulPossum,14,2,73.66
StocksMcGoo,4,4,73.12
cinder443,61,75,73.01
hmgave,21,16,72.71
fastlaneonlystock,7,9,72.64
StockPicksPro,22,3,72.29
eugenelysak,8,4,71.93
jcthebassman,10,7,71.24
Sk8wizard,19,17,71.23
GoodDogCapital,35,21,71.15
TeslaMan,28,8,71.09
TayloredHart,15,4,70.78
Jimmyscotts,21,9,70.35
JayGotCash,4,1,70.26
ChrisNYCX,36,13,69.88
FriesWithThat,5,6,69.22
hikingthehills,53,58,69.18
Randydaquila12,1,17,69.16
3rdBass,44,21,68.96
MrLe,50,32,68.8
MemeHub,38,30,68.33
jsheridan,37,11,68.3
TickrTalk,20,15,68.23
CG0R,3,8,68.16
Bmovinz,19,9,67.91
mannyman,17,22,67.81
KillerRN02,25,26,67.65
UpDownSidways,65,31,67.6
DumbPollock,24,15,67.18
Moneyking,35,21,67.16
pbank86,39,31,67.13
DipnDive,11,14,67.02
2017Fortune,13,11,67.0
PHRMaia,5,4,66.72
RBug,25,16,66.54
TakeNDumps,21,15,66.41
ShortSqueezedVIP,52,58,66.23
Pharmchick01,10,2,66.12
Maxidav,41,28,66.11
MexicanBlackBird,16,10,66.02
5BaggerTrades,18,15,65.79
minnionmoney,59,69,65.52
BonanaNutMuffin,9,2,65.38
equisaqui,51,28,65.35
tsuazo,5,1,65.29
nosegoblin,14,8,65.1
JDR1983,33,13,65.01
ericsplinter,13,24,64.99
BigWin631,2,3,64.83
dak1,20,5,64.82
Sasha006,48,33,64.75
Simba124,16,5,64.67
jsfrye1203,46,41,64.58
LewisAung,19,9,64.15
SajeeFresh,4,2,64.1
Bluecatman,15,0,64.06
Inout,12,6,63.75
SunnyStorm,27,15,63.74
InvestGem,18,9,63.67
autumn1962,11,4,63.46
StayLong1900,19,7,63.28
kryptoknight,53,36,63.2
jasond1,13,9,63.17
inshawup,9,5,62.86
demcanes,15,9,62.82
Musicman82,22,25,62.64
CryptoCrockett,19,3,62.53
ElDonJuan,39,28,62.5
MartyTime,15,12,62.32
krnsnwbd,29,22,61.77
Dustin5600,3,12,61.73
giuseppe8469,54,24,61.61
Jemus,13,6,61.56
COnative17,19,5,61.48
Tdc1,58,96,61.45
henry4867,120,68,61.24
tomciane,21,6,61.18
Giants2017,37,27,60.98
RockLeeee,12,2,60.74
Azred,35,21,60.5
Laddimyr,11,9,60.21
The1Dude,11,7,60.16
Hulk9774,8,1,59.91
miracleboy,42,36,59.9
MakingMoneyMama,19,7,59.73
meesopho,43,35,59.69
AmyPop,20,14,59.67
TheGunSlinger,24,7,59.54
Cryptoshepard,9,5,59.34
imakemoney,42,28,59.21
Reach4theStars,9,5,59.2
josrya89,12,10,59.02
Barney2,8,4,58.93
SouthernItUp,25,24,58.72
amann6651,89,67,58.69
NitinRockz,15,6,58.65
dirtygottleib,25,20,58.65
Dayvid,9,4,58.44
sunnyp129,7,4,58.28
ask26,13,3,58.12
stocksnetwork,19,9,58.0
LJka,9,0,57.82
dashtone,12,3,57.79
Skidoome,138,99,57.57
Jewboy1985,21,9,57.48
Benblack3113,27,14,57.33
MissIndependent,38,25,57.05
Shakedown321,11,9,56.85
ohsnapson,15,10,56.79
gypsytrades,4,5,56.6
WxDr,6,5,56.03
THELMA0416,14,11,55.9
BrianIQ,7,7,55.79
issapunk,21,5,55.63
SilenceTradegood,4,7,55.57
Glenderblender,11,1,55.56
aebberup16,8,11,55.5
BioStockDD,43,49,55.28
BrownWarrenBuffet,7,7,55.08
Sexaddict,62,70,54.95
Wanttobecomemillionaire,19,3,54.95
ah013,9,3,54.57
JoJo412,11,2,54.49
jlambesq,11,2,54.44
ABC21,100,76,54.31
BmmX2Pgs,8,8,54.17
ahowls,47,26,53.95
Drew517,42,18,53.64
abebanman1996,7,2,53.57
ImExcited,15,6,53.41
Punit,31,26,53.37
FakeNewss,16,5,53.14
AJLee,11,11,53.03
conrad2,22,10,53.03
Malexiam,11,3,53.0
Bullstocker,7,2,52.85
Rowdyreptile,6,0,52.78
GemThief,12,5,52.7
rds74zips,30,21,52.44
TopGunFP,8,1,52.35
joachim52,14,5,52.11
Chingga888,33,34,52.1
RICKSEBASTIAN,18,2,51.98
Winner365,21,3,51.91
kris90p,14,9,51.78
camsonfire1234,8,2,51.73
DarthRend,12,8,51.73
mhkmjk,4,0,51.71
leodeeh,22,10,51.5
MoneyGirl24,20,8,51.5
HappyHero520,24,6,51.49
DudeRocket,7,4,51.48
bry76,8,3,51.43
H20oO,8,6,51.38
Trudeau87,1,1,51.29
1601CHURCH,18,6,51.25
Moonjoo,6,4,51.05
DSingh27,13,8,50.73
QuantumInvesting,39,16,50.63
Fernando1984,7,8,50.3
mrm0x,21,14,50.21
IronLion,16,5,50.14
ThisIsPatrik,66,70,50.03
mgilla,6,10,50.0
EyeTrading,9,3,49.65
WallStpass,12,10,49.49
Greenteadrinker,32,12,49.37
LilVegas,14,5,49.2
BeeeeDooooh,31,17,49.16
Jill222,7,3,49.05
BigDaddySkeets,77,87,48.51
SALLY52,17,26,48.49
Diamontologist,9,7,48.47
premo,21,5,48.38
magiknight,40,28,48.37
MrFrenchToast,27,12,48.35
invest551,5,0,48.33
1stOfficerStock,21,28,48.09
thesmallinvestor,10,4,47.9
TMLEVERAGE,12,4,47.61
RTaylor93,7,8,47.58
Edwardal,48,37,47.58
bullmatters,25,20,47.5
Unobtainium,22,11,47.42
cclt,32,8,47.42
dvirgr,8,8,47.21
mountainbiker168,52,39,47.18
HeroBullDog,11,3,47.17
notstoppingnow,39,39,47.12
ac2miler,14,12,46.96
Fmitty,124,134,46.88
Zitrof,8,5,46.78
Terminalhorizon,57,40,46.77
Gornography,7,5,46.74
SirJefferson,29,26,46.7
cleanhydro,36,29,46.67
anassonly,36,15,46.62
SinePari,26,33,46.55
username32,6,2,46.51
GFranky,7,6,46.31
cbbwna,8,4,46.22
EZMoneymaker,15,4,46.19
nazerous,4,3,45.46
TrueInventor,33,26,45.28
StockTwerker,13,1,45.25
mookieman99,4,2,45.23
TheUniverse,12,6,44.9
Bashgoo,15,8,44.88
ONCEINALIFETIME,46,29,44.77
Rowie,20,14,44.58
WestTown,34,8,44.55
PropRio,16,11,44.53
bullishblank,34,30,44.37
Pooloo,10,4,44.23
rakeesh,15,7,44.2
SerialStockGains,46,56,44.19
chgobioguy,11,4,43.9
macsfamous,6,1,43.4
ReversalKing,10,5,43.38
lolercoptr,34,17,43.25
P82,18,10,43.21
Quantitude,25,30,43.21
FoundNemo,5,0,43.19
bombastic,15,1,43.19
Oregontech,11,9,43.12
OphirGottlieb,19,6,43.09
Grexican,5,4,43.01
martins1,9,5,42.86
77Samurais,6,0,42.86
buzz23,14,11,42.84
Manny007,24,10,42.83
MAU1,14,13,42.75
SnapCracklePopStocks,17,12,42.73
StarCrossedTruckerz,7,8,42.63
dilutionjuice,10,4,42.62
BULLSHINE,6,7,42.61
SmartestMoney,83,99,42.5
notwill,40,40,42.44
GottaBlast,6,2,42.42
SalmanAziz,56,30,42.38
organismee,12,3,42.26
CrownCoke,16,4,42.26
Superlion65,27,12,42.15
goodforall,8,1,42.08
ctaq,17,13,42.04
Dvweebs,13,14,42.01
GreenlikeDraymond,34,14,41.96
theNatureboy102,16,5,41.96
bg81729,13,12,41.86
1PunchMan,6,1,41.8
dunko,25,9,41.68
Relentless17,2,3,41.63
DetroitRobbie,15,9,41.55
Dowager,8,3,41.53
SKIPDAWG,52,39,41.53
Edar1983,11,6,41.52
BuyDaDipp,11,3,41.5
barische,8,3,41.44
RyanCig,13,11,41.43
Ariel03,6,5,41.38
kathy1965,17,8,41.23
ntrader1,31,26,41.09
Simewin1,15,8,40.92
carebearish,9,3,40.81
cg1,16,9,40.77
TunicaKid,30,29,40.76
BigPaPy,7,6,40.75
jenks37,11,3,40.74
Cobos,4,1,40.74
etruckerdave,79,47,40.6
ZiggyD,39,25,40.46
TechnicalMike,21,13,40.44
DipAddicted,59,36,40.35
busterstacks,22,12,40.35
alex56stewart,12,18,40.31
EverythingOnHMNY,30,24,40.22
Patience17,8,6,40.2
nrp,6,6,40.06
ForeKasterBiggyD,11,12,40.03
DannyTheFire,16,7,40.01
ToolsOfTheTrade,2,0,39.96
MJBIV,19,8,39.95
ksmith314,5,3,39.94
CorvetteFund,9,6,39.94
Liz5101,6,3,39.87
mahkum,23,17,39.78
bagsofjunk,16,5,39.75
Vinny1990,38,33,39.74
njlangfelder,11,2,39.73
JoceCapital,9,10,39.73
IDGT106,9,2,39.64
buff01,25,23,39.61
OVMANO,35,45,39.53
StockTrader234,57,37,39.46
cintstock,20,16,39.43
StonewallSolutions,30,24,39.38
Coastalbassin,12,12,39.37
XXTraderXX,6,2,39.31
Abones1,7,4,39.28
Niko8675309,9,5,39.21
Zap360,28,10,39.17
rolomcgruber,8,8,39.09
LRB19,4,0,38.99
Bigduke,19,14,38.9
Lennn84,14,11,38.86
dastud1979,6,7,38.77
McBoingBoing,12,14,38.64
rogelio817,10,1,38.63
BellsUP2Stars,8,6,38.58
Markcicc,13,4,38.54
AWZ,23,17,38.47
panagis1983,21,12,38.46
morbidobesity,2,0,38.45
joeallen,34,22,38.44
guyrogers227,31,19,38.37
ValueTrading,21,2,38.37
Vmr330,10,7,38.36
Skipper123,7,5,38.32
AllMightyD,19,13,38.23
taldoc3,10,7,38.22
EmasculatedBull,14,11,38.17
StockMarketGuru,12,6,38.15
Zozolier,10,9,38.14
PaddingtonBear,22,20,38.14
Legend44,13,7,38.12
Torstein,5,4,38.09
NolaProud,7,0,38.06
203HungryMan,15,12,38.03
JosephVitko21,7,1,38.01
MKrizzla,12,4,37.95
BIGEZ,12,2,37.94
Kviper,29,16,37.71
BIGshort19,13,11,37.7
cazualX0X0,11,6,37.69
SagePent,18,14,37.67
chiapet123,2,1,37.64
Jim123456,17,16,37.57
Phenix1,19,12,37.53
WhoVotedTrump,12,9,37.43
Rich9710,12,11,37.41
GeneAnt,19,5,37.35
Yaaz,6,4,37.2
upside033,5,3,37.09
MCMXCIV,4,0,36.98
Hoopsci,28,10,36.96
powermike,24,19,36.88
Musami,5,3,36.85
jelch,27,30,36.56
Annuit,11,6,36.38
niram7,13,5,36.17
reddawn222,10,0,36.03
Carnegy,11,3,35.99
kenyantrader,3,0,35.96
NasdaqSnipper,10,4,35.94
btdb,6,2,35.83
ericprotrader,30,29,35.82
SurfsUp86,24,19,35.74
momentumtrader111,18,15,35.65
jhrzog301,33,23,35.61
AKHO,13,8,35.52
buylocellhi,15,6,35.5
Trish11973,13,5,35.41
Bcc16,3,3,35.29
Djkinzel1,8,3,35.19
billsmafia,22,10,35.18
sd3232,11,5,35.01
richardiii,25,18,34.74
BitcoinTouchedMyPrivates,9,2,34.73
Crypto2019,6,1,34.64
IamJeanPaul,12,9,34.59
mightymike53,69,43,34.52
StankyPigano,33,27,34.39
pedrop,3,1,34.28
Dumbledore,9,7,34.28
gottsbrain,16,9,34.16
Hoffa123,9,2,34.11
MAGATRON45,8,10,34.01
BigSxyWhtGuy,8,1,33.87
BullishTheKid,12,3,33.81
Towelie,49,38,33.66
marvaren,11,4,33.65
jppascal,6,0,33.49
Peruvian,5,3,33.45
RRabit,42,44,33.36
StreetBro,56,39,33.35
mickey96,1,2,33.33
Loren77,3,5,33.3
bkliner1,25,8,33.18
b1cook,8,5,33.17
R53532,19,10,33.04
collinsfamilyguy6,3,0,33.02
DontBadgerMe,55,20,33.01
Sprinklz,62,82,32.99
Renegade55,4,2,32.93
Xaviag,11,7,32.92
DrScales,6,6,32.89
beth2018,28,14,32.89
bobbyvee,4,2,32.77
WaltWiggles,2,5,32.72
Retired67,6,10,32.72
CarnEvil,2,0,32.61
BuLLish2018,25,21,32.6
dakatalyzt,1,0,32.57
DM1111,9,5,32.55
EveryTimeICash,35,22,32.54
TranscendAsset,19,1,32.5
Benwa10,8,6,32.49
LISASU4U,8,4,32.47
Rhys08,10,8,32.41
elyasgrub,11,8,32.41
GoodInvestor,18,15,32.38
badsir,11,3,32.36
Bonilegend,9,0,32.34
InquisitiveInvestor,9,4,32.29
aadams04,6,12,32.29
camfield7,10,0,32.26
KnKGlobal,6,2,32.24
Jordanhen08,4,2,32.2
greensideup,10,1,32.19
DaisyOnMyT0e,4,0,32.16
MaxTO,7,3,32.13
McDermottAdam,2,2,32.13
BioBull83,5,2,31.96
gsatwrong,11,2,31.95
pac0369,68,57,31.91
GorillaGlue2020,7,6,31.89
Shortshortsbrooklyn,10,4,31.86
cwt72,15,7,31.8
Pineapple1,7,20,31.76
esrouter,80,64,31.69
Dutchtrader11,4,2,31.68
gt44,29,19,31.68
betbetsgold,7,3,31.63
alsnorkel01,5,0,31.55
Oachkatzlschwoaf,12,6,31.51
lcanas,10,5,31.45
tooeaze,12,8,31.43
jmin9012,2,0,31.4
Arberi,7,6,31.4
rod135,20,17,31.38
Dragonetti,5,5,31.29
NoPainNoGain510,6,7,31.15
boredworkers,6,4,31.15
raymond2161,8,6,31.11
jezholdings,3,2,31.09
LongFTW,8,4,31.05
WyattEurope,8,1,31.01
calmwater2000,16,22,31.01
marcoRua,15,8,31.0
Bagholder51,73,43,30.9
BiotechJunkie,8,8,30.82
Majiosheldon,5,1,30.8
TXmoneymaker,12,10,30.71
Duke3301,5,6,30.64
IPOBox,17,5,30.6
Bulli5hTurtle,2,0,30.6
calecy,9,10,30.59
bamad00d,3,4,30.57
leoehm,13,7,30.55
TradeMaster11,1,1,30.55
NinefingerMike,22,15,30.54
bottlerocket2,3,0,30.54
aminal,13,27,30.52
Chemocles,15,6,30.49
cdgriffin,2,3,30.48
Sea1177,8,2,30.47
SDJB,22,9,30.44
Musakman11,5,4,30.37
atee,22,11,30.36
Donotpass,20,11,30.35
englishkaren,13,0,30.34
makescents,16,5,30.28
PumpkinStock,28,16,30.24
WhamBamThankYouLamb,5,4,30.21
Freedomtrade,21,13,30.14
chaggy,9,6,30.13
GoodRiddance,6,2,30.11
Sierpi,21,9,30.04
IOUSQUAT,17,16,30.03
SuperArtzy,5,2,30.02
BuyHiSellLower,13,12,30.0
Skyr,14,14,29.95
frankenfarm,13,17,29.74
RunYouBastardRuuuuuun,2,3,29.73
ashs8888,42,32,29.69
Sam1965,8,4,29.65
JCTrader95,6,1,29.59
GunsFishBacon,7,3,29.59
1nomorestock,10,5,29.57
frankjay28,3,3,29.44
Birdseed,11,8,29.32
jwojr76,15,12,29.25
longtermopportunity,16,11,29.25
