DevilMask,,2019-05-29 15:59:00,18.974,AMRN what will AH look like
cornelyu,True,2019-05-29 15:24:00,18.93,AMRN shut up about buyout already NOT Happening Focus on the next catalyst 928
culls17,,2019-05-29 15:23:00,18.93,AMRN starting to get on my nerves mms make a move up or down but do something
BESKST,,2019-05-29 15:22:00,18.955,AMRN damn we we close to the sameVolume as AAPL beqting UBER BO announcement AH
ians,True,2019-05-29 15:21:00,18.968,AMRN For the forecasting nerds QuestionNow that PDUFA is 4mo ahead of expectations guidance for 2019 total net revenue should increase from 350M toA 400MB 450MC 500MD 700MDont forget to figure in potential Canadian EMA early approval too
hiberuptor,,2019-05-29 15:18:00,19.003,AMRN sold all for nice profits on FDA news Loading more SLS AMAG for upcoming high probability FDA news too
tediwatchmarkets,,2019-05-29 15:18:00,19.003,Is AMRN worth your attention iwatchmarketscom2019052
Csongpegg,,2019-05-29 15:15:00,18.962,AMRN long term hold we waited this long whats a couple days weeks months
slcinci,True,2019-05-29 15:14:00,18.91,AMRN picked up some 20sep19 20 calls That was either incredibly brilliant or foolishno middle ground here
EagleMania65,True,2019-05-29 15:12:00,18.915,Multi day runner Shorts are no longer in charge AMRN
Magic_Money,True,2019-05-29 15:08:00,18.861,AMRN Still dirt cheap All drivers to the upside
ACInvestorBlog,True,2019-05-29 15:06:00,18.83,AMRN nice breakout on volume
Novo1,True,2019-05-29 15:03:00,18.818,AMRN need about 5 mill more in volume to get sp above 20 IMO
biffermeister,,2019-05-29 15:00:00,18.918,AMRN now if everybody dumped their 19s today mms wouldnt have to spend the day killing them tmro
no1patfan,,2019-05-29 14:59:00,18.96,AMRN Power hour AMRUN
VascepaBID,,2019-05-29 14:58:00,18.99,AMRN So we killed some liars and shorts today
Harry71,,2019-05-29 14:58:00,18.99,AMRN Flirting with 19 lol
tkirkpatrick82,,2019-05-29 14:55:00,18.99,AMRN Sorry folks I bought more at 1903 which by definition sets the resistance level My bad
Ceeport_Global,True,2019-05-29 14:54:00,19.009,CARA CARA and AMRNa very good day and future for these two Super Bullish
moonotaur,True,2019-05-29 14:53:00,19.015,AMRN just wait until market prices in EVAPORATE value
Mustafaas,,2019-05-29 14:52:00,19.016,AMRN Rooms is a chat platform that empowers people to invest and trade better by developing personalized communities discordappcominviteMHQbqQV
michael82929,True,2019-05-29 14:51:00,18.983,AMRN 18m volume lets see what she does in the last hour
Lil_VWAP,True,2019-05-29 14:51:00,18.983,AMRN holding until I see at least 23
Mustafaas,,2019-05-29 14:51:00,18.983,If youre trading or watching AMRN today you can join in this chat room These guys are killing it on their calls discordappcominviteMHQbqQV
DOC1977,True,2019-05-29 14:50:00,18.99,AMRN people we will get the expanded label no doubt there is nothin more they can say about Vbut that they r wasting time not getting it approved fast enough there will b NO PANEL
michael82929,True,2019-05-29 14:50:00,18.99,AMRN like if you think Amarin willBe one of the top performing stocks in Nasdaq this year Lets go
TradeSquawk,,2019-05-29 14:50:00,18.99,AMRN on the hunt
BESKST,,2019-05-29 14:49:00,18.993,AMRN dont go to bed without shares longBO RUMOR TIME
EagleMania65,True,2019-05-29 14:45:00,18.87,AMRN Priority review I will sleep like a baby Wake up and cry every few hours
Chillaxx,,2019-05-29 14:45:00,18.87,AMRN Even with this great news we still havent made up too much ground as of 3 weeks ago when the PPS 1950 Goes to show what shorts can do to this Do not underestimate these scumbags
Elpresidente,True,2019-05-29 14:44:00,18.864,AMRN Sure is acting like all those weekly 19 options are holding this to this range would love to break out of the grip of those upwards of course
romee,True,2019-05-29 14:43:00,18.865,AMRN I see the shorts dumping like crazy during power hour Id like to see 20 by close and up higher AH No one will want to short this overnight for fear of Amarin announcing more news such as the plan for the next 122 days till Sept 28 which happens to be a Saturday Just so everyone here knows my opinion been Long since 2012 and all shorts should burn to hell and back The ones who deserve it most are the crybaby whiners like Vinnie and Bigfish and the Ahole Bluebutt GO AMARIN Push on through to the other side
CashOffer,True,2019-05-29 14:40:00,18.906,AMRN I am super bullish long but this stock is like clockwork I bought Puts at the peak and their already making money
DOC1977,True,2019-05-29 14:40:00,18.906,AMRN get in before the break out this is nothing it will pop even more
MariaC82,,2019-05-29 14:39:00,18.905,Price or Vol Leaders 2 ao234pmEST VLRX CARA CY AMRN HEI
bluemooncapital,False,2019-05-29 14:38:00,18.94,AMRN
The1Realist,,2019-05-29 14:34:00,19.02,AMRN has some great catalysts in the next 6 to 7 months 1 Fda expanded label 2 Weekly scripts growth 3 Revenue revised higher 4 Revenue for 2020 projection 5 Foreign market growth 6 Evaporate trIal 7 Vascepas continued positive health benefits which is turning Vascepa into a miracle drug quite frankly
WhereAreWeNow,True,2019-05-29 14:29:00,19.085,AMRN EOD will be interesting Can it close near highs
rafunrafun,,2019-05-29 14:28:00,19.093,AMRN me leaving gym after making on Amarin
HammarinU,,2019-05-29 14:27:00,19.118,AMRN longstrong cant keep this down Shorties go back in the woods shT with the other bears you dummys As You Were
The1Realist,,2019-05-29 14:24:00,19.098,AMRN in 3 years Vascepa will be recommended by all docs and All people the age of 40 and over will be told to take Vascepa every day all people not just those w CVD All people thank you very much It will be like taking Vit C or Vitamin D Sales in 3 years time will be 5 Billion plus That may be conservative SP assuming Amrn is still around will be 100 plus share price by year 3 from today
SouthernItUp,,2019-05-29 14:24:00,19.098,AMRN awarded
PghKid1,True,2019-05-29 14:23:00,19.12,AMRN ok good job
michael82929,True,2019-05-29 14:23:00,19.12,AMRN solid as a rock MTNB gonna pop off on slow accumulation for weeks
larobed,True,2019-05-29 14:23:00,19.12,AMRN bought this at 17 yesterday lets get it to 20 I love making money
TradeSquawk,,2019-05-29 14:21:00,19.05,AMRN cnbccom20190529fdaagr
mclim73,,2019-05-29 14:18:00,19.036,AMRN New investors Our drug Vascepa reduces total cardiovascular rate by 30 First time heart attack by 31 stroke by 28 death by 20 Everyone and their mama will take this after Sept approval
rsarnow52,,2019-05-29 14:18:00,19.036,AMRN Ill be in tomorrow buying calls after all the euphoria has died down was just waiting for this news but as usual this has a blow off top
katherinehampton,True,2019-05-29 14:17:00,19.035,AMRN Now we CRUSH the weanies
MrMoneyybagzz,True,2019-05-29 14:17:00,19.035,AMRN not done for the day Gonna get close to 20
Martin1933,True,2019-05-29 14:17:00,19.035,AMRN please report this moron JTbigfishdream
Vegas1,True,2019-05-29 14:16:00,19.009,AMRN reversing nicely here
rsarnow52,,2019-05-29 14:15:00,18.927,AMRN this may sell off to under 1850 at the close management silent
dumbmoneyman,,2019-05-29 14:15:00,18.927,AMRN thanks sweet Jesus I sold this at 1945 this morning
djvjag,,2019-05-29 14:13:00,18.907,AMRN Hey where is Jesus Navarrete That guy and his triangles were the most wrong ever on this stock Makes Jordan look like an amateur
kuw1kuw1,True,2019-05-29 14:13:00,18.907,AMRN cant help but dream if theMarket wasnt down today we would easily be over 20 Lets hope things settle down the rest of the week
bluemooncapital,False,2019-05-29 14:11:00,18.872,AMRN probably close red
bluemooncapital,False,2019-05-29 14:11:00,18.872,AMRN I was surprised to see 5 on that news Most stocks dont move on that garbage Now what Sit and pick your bums all summer longs
Semis_phoenix,,2019-05-29 14:11:00,18.872,AMRN JT wouldnt put out official PR during market hours And while I hate him in general I think its smart that he isnt rushing with a half assed statement this afternoon A surprise network TV appearance tomorrow like in March would be ideal
wrb630,True,2019-05-29 14:09:00,18.878,AMRN the brokerage recommendations will start tomorrowMany shorts covered today BUT on Monday you will see first buy out offer at 32u heard it here first Great source said priority review was was bwa
culls17,,2019-05-29 14:08:00,18.865,AMRN mm bastards stop loss fishing etc
Milikanos,,2019-05-29 14:05:00,18.835,AMRN dont really matter if we get 10 or 20 up todayThe important thing here was PR so the good things that were gonna come anyway Is now gonna come sooner And the momentum will build up more rapidly Getting the review result at 28 September is huge And everyone who had doubts to sell the stock Shouldnt have doubts no moreThats how I see it
rsarnow52,,2019-05-29 14:04:00,18.791,AMRN breaking news Jesus just returned to earth to endorse AMRN stock down 18c on the news
Rantomac,True,2019-05-29 14:04:00,18.791,AMRN will close above 1910 Good work being done MMs can only do so much to keep price down
rsarnow52,,2019-05-29 14:04:00,18.791,AMRN down 90 from its high I tried to warn you that WS knows that JT is too big of a dumb ass to come out and support his stock price that they will play mind games with you all this is huge news and the stock should be near 25 on it hmmmm
tunica,,2019-05-29 14:02:00,18.75,AMRN I never wanted shorts to be burnt so badly as I want right nowHowever I still think theres some illegal naked shorting going on
BESKST,,2019-05-29 14:02:00,18.75,AMRN bought more
Geepersman,True,2019-05-29 14:02:00,18.75,AMRN Just got my first prescription for V
atri1234,,2019-05-29 14:01:00,18.786,AMRN it has had its run for the day and there will be some profit taking and the stock will drop There are many day traders and big institutions selling as of now But the upward climb will continue soon again n Let us wait for the hour hour to see what that brings In all probability the upward movement will be back on thenA bit of profit taking was bound to rekey place today Could not have just expected buying ell the way
Jeffkins,True,2019-05-29 14:01:00,18.786,AMRN were getting a nice dip time to load up
gofolks,True,2019-05-29 13:59:00,18.788,AMRN well JTBIGFISHDREAM Lets FIRST see if you were right about price ending red todaythen we can see if you have any cred for your 16 Friday prediction
Phoenixrising,True,2019-05-29 13:59:00,18.788,AMRN Bears are digging deep for the trash today
fursedegree,True,2019-05-29 13:59:00,18.788,AMRN lets get 20
JOHNNYTHEACE,True,2019-05-29 13:58:00,18.823,AMRN LETS NOT LET THIS FADE
culls17,,2019-05-29 13:56:00,18.894,AMRN so annying the games stop loss fishing and all the bull they do
JTbigfishdream,False,2019-05-29 13:55:00,18.854,AMRN Get out quick longs this has all the makings of retesting the lows prior to the news day 1600 by this Friday
SarahVI,True,2019-05-29 13:54:00,18.899,ELTK SOLY AMRN
Rantomac,True,2019-05-29 13:54:00,18.899,AMRN 19 is the new 16 Will bounce around here and move higher Great technical work getting done
JTbigfishdream,False,2019-05-29 13:54:00,18.899,AMRN For those longs that got out around the high of today congrats to you all This for sure is heading South again
DollarNSense,,2019-05-29 13:53:00,18.901,AMRN come on buyers Where are you
Trade2Winner,,2019-05-29 13:52:00,18.927,AMRN biopharmadivecomnewsamar BADS news Advisory committee
JTbigfishdream,False,2019-05-29 13:52:00,18.927,AMRN This is so fun to watch this being totally manipulated by shorts and MM See you all back at 1600 by Friday
bluemooncapital,False,2019-05-29 13:52:00,18.927,AMRN was it all that and a bag of chips
bluemooncapital,False,2019-05-29 13:51:00,18.97,AMRN was it worth it
PghKid1,,2019-05-29 13:46:00,19.01,AMRN at 1900
Flounderguykk,True,2019-05-29 13:46:00,19.01,AMRN picked up more of the Jan 2020 25 calls thanks for the dip
PghKid1,,2019-05-29 13:45:00,19.01,AMRN hold that line
traderxyz,,2019-05-29 13:43:00,19.03,AMRN ibb LABU ripping not us
rsarnow52,,2019-05-29 13:41:00,19.051,AMRN this is the hard luck Charlie stock of Wall St many bought over 19 and are now under water we will see if the permanent bozo comes out and supports the share price Dont hold you fn breath with that guy
Stockman00,True,2019-05-29 13:40:00,19.025,AMRN lets finish strong here bulls Keep the party going
Rantomac,True,2019-05-29 13:39:00,19,AMRN needed to flush out trailing tops at 19 Now we move higher
vincentnyc,False,2019-05-29 13:39:00,19,AMRN it is done climbing for the day Down it goes
Mets2019,,2019-05-29 13:36:00,18.971,AMRN ends under 18
kakai0303,,2019-05-29 13:35:00,19.018,AMRN LOL SHORT TERM CONTORL
DollarNSense,,2019-05-29 13:34:00,19.015,AMRN under 19 Losing steam Gay
LosinMoneyIsEZ,,2019-05-29 13:32:00,18.977,AMRN
culls17,,2019-05-29 13:32:00,18.977,AMRN dragging it down to VWAP on awful volume Thanks MMs pigsthey just have to get theirs each and every time
tradeitfast,True,2019-05-29 13:30:00,19.067,AMRN if it wasnt for the crappy market today this would already be through 20
invest2992,,2019-05-29 13:30:00,19.067,AMRN lets top this week off with normalized TRx scripts of 63000 giving us 50 market share and push this baby to a new 52 week high next week
chgobioguy,True,2019-05-29 13:29:00,19.087,AMRN did AMRN put put a press release
tradeitfast,True,2019-05-29 13:29:00,19.087,AMRN 10 of entire day volume in a mega buy at the open um yeah this is go much much higher
LockStocksandBarrel,True,2019-05-29 13:28:00,19.047,AMRN Once this is approvedShould be a given we will see another leg up in price After that we could see a BO quickly
tradeitfast,True,2019-05-29 13:25:00,19.088,AMRN 1970 20 today is very likely if the market can hold and recover a bit
bravo33,,2019-05-29 13:18:00,19.165,AMRN Would like to see continued vol with 25m end of day and 1970
CalMustang,True,2019-05-29 13:16:00,19.16,AMRN those calls are well ITM Now
3rdBass,True,2019-05-29 13:14:00,19.157,AMRN dont stop now
zippy82,True,2019-05-29 13:10:00,19.22,AMRN Think theres more to come today Picked a good day to do this Everything else is in the toilet
wkalunji,,2019-05-29 13:09:00,19.173,AMRN Well looks like we got the directionlol Bulls showed up Next resistance 2038 GL
LosinMoneyIsEZ,,2019-05-29 13:05:00,19.1,AMRN was hopeful after it got back over 1930 but now I feel like its done for the day
Martin1933,True,2019-05-29 13:05:00,19.1,AMRN JTbigfishdream idiot
itsallaboutheoptions,True,2019-05-29 13:04:00,19.098,AMRN moving along
RogerDat,,2019-05-29 13:04:00,19.098,LKQ just my opinion is LKQ 25 is opertunity Start accumulation I said START or get ready Like also AMRN
GSP,,2019-05-29 13:01:00,19.193,What do A setups look like Heres a vid to show some in VLRX ELTK SOLY and AMRN today Learn proper entries to become a better trader Click here to watch twittercomgreatstockpixs
fitoto,,2019-05-29 12:58:00,19.2,AMRN good news usually come in batch We may be hit by another exciting news tomorrow
atri1234,,2019-05-29 12:56:00,19.202,AMRN where has JTBIG FISHDREAM GONE I dont see any posts from him recently
Super1NYC,,2019-05-29 12:55:00,19.22,RWLK CARA AMRN CY made it to my Top Gainers liststocktwitscomSuper1NYCme
breaking_stocks,,2019-05-29 12:54:00,19.25,AMRN described at httpwwwalphafinewscomearningsreviewtilingstockamarincorporationplcnasdaqamrn
michael82929,True,2019-05-29 12:54:00,19.25,AMRN MTNB AZN GSK so happy for us Amarin bulls she is holding up like viagra right now and maybe thats who might buy us this yr
no1patfan,True,2019-05-29 12:53:00,19.28,AMRN Despite their recent big drops I would still sell any oil and natural gas stock and put into our fish oilSerious short term AND long term OVERPERFORMANCE
carddoc,,2019-05-29 12:53:00,19.28,So this just happened on CNBC AMRN
ians,True,2019-05-29 12:52:00,19.236,AMRN JN just took a victory lap Halftime I feel like doing same Plenty of runway left to 23 while FDA conducts PR
spankit15,,2019-05-29 12:51:00,19.285,AMRN dont sell folks wait till ICER and EVAPORATE both hit then nothing will stop this beast
crooner72,,2019-05-29 12:48:00,19.356,AMRN fish oil or no fish oil looks like a very high probability of a big climb over next 36 months
Cblack890,True,2019-05-29 12:47:00,19.363,AMRN calls paid huge
jo1982,True,2019-05-29 12:47:00,19.363,AMRN looks liek we ready for take off i would cover asap this could run all the way till friday imo
cornelyu,True,2019-05-29 12:46:00,19.375,AMRN wow bluemooncapital so embarrassed for you
Oasis2,True,2019-05-29 12:45:00,19.34,AMRN shorts shall be our friends for next two weeks whilst they cave in and buy back the shares they shorted The stock already withstood massive short purchases Doubt youll ever see over 20 million shares shorted again
Research15,True,2019-05-29 12:45:00,19.34,AMRN useful drug tick drug safety tick revenues tick potential to expand tick regulatory approval most likely difficult to see a downside right now
Talleyville0311,,2019-05-29 12:44:00,19.335,AMRN twittercomadamfeuersteinLooks like Adam says something nice for us
TI7812,,2019-05-29 12:40:00,19.34,SPX 87 down volume and SPX bouncing off of the 200 SMA Maybe close the TZA w idea that markets bounce and fail at 2800 and then short again Or just look for more winners here and there like LK AMRN AMD trading is not easy
DollarNSense,,2019-05-29 12:38:00,19.351,AMRN if we can retest 20 like 2 months ago that be awesome
Spackle,True,2019-05-29 12:33:00,19.313,AMRN been waiting for this for awhile
High_Low,True,2019-05-29 12:32:00,19.302,AMRN Lunch time is almost over time to start the fund accumulations Just watch volume this afternoon
Antihydrogen,,2019-05-29 12:32:00,19.302,AMRN In case you had to ask there are zero rare earths in Vascepa If you want to stretch this to cover manufacturing plants then Brazil and Vietnam combined who are both friendly to the US have enough to supply the world Australia could help tie over a temporary set back Japan sea has a few centuries worth of raw materials worth protecting by US naval ships Everything is relative in time Nobody is going to extinction Most of all China would be there greatest loser Stay cool MTNB IBB SPY
BBBTHOR,True,2019-05-29 12:30:00,19.328,AMRN
thomas_888,True,2019-05-29 12:29:00,19.315,AMRN biffermeister I added some fancy technical markers too so now we will go boom
Ucfknight02,,2019-05-29 12:27:00,19.196,AMRN 20m shares is not retail
bambooze40,,2019-05-29 12:24:00,19.17,AMRN now the price has to catch up with the valueslowly roll into 20s now before next catalyst Feel bios have been beaten down plenty a reversal in bios will add to our climb
tradeitfast,True,2019-05-29 12:21:00,19.18,AMRN chances we see a new 52 week high this week are extremely high
vasper,,2019-05-29 12:20:00,19.194,AMRN i know this stock let see if we close above my expectation on snda good newstoo bad market suck right now
BioBS,,2019-05-29 12:18:00,19.21,AMRN MARK THIS POST Now that Priority Review is out of the way it is very likely we get approval before the PDUFA date of September 28 Why Vascepa is already on the market Two 2 peer reviewed papers on the REDUCEIT data already published in well respected medical journals SO what is left besides a cursory review of data by FDA nerds and labeling negotiations Not much Approval likely early August 2019
tbarreto,True,2019-05-29 12:18:00,19.21,AMRN Now we need some juicy upgrades to get us through the 20s
Cousin_Vinny,True,2019-05-29 12:18:00,19.21,AMRN looking for a FT day tomorrow if this closes near highs Cupnhandle breakout marketsmith IBDinvestors InvestorsBusinessdailyyoutubecomwatchvjR0g4To RS Scan 05272019
no1patfan,True,2019-05-29 12:17:00,19.209,AMRN Like owning a SPY put today
tradeitfast,True,2019-05-29 12:15:00,19.205,AMRN 1930 resistance and its off to the races Again 20
tradeitfast,True,2019-05-29 12:13:00,19.133,AMRN buyout announcement could come anytime now that they have priority locked up
ComicManLuke,True,2019-05-29 12:11:00,19.123,AMRN We got a Runner lets goo watching PULM
tradeitfast,True,2019-05-29 12:10:00,19.127,AMRN wow Just look at those orders now up on level2 20 inbound
tradeitfast,True,2019-05-29 12:09:00,19.136,AMRN here we go
tradeitfast,True,2019-05-29 12:07:00,19.08,AMRN should jump to 193 any minute and makes it run for new day highs
bidmark,True,2019-05-29 12:07:00,19.08,AMRN What a great morning Too bad the shorts couldnt enjoy it
tradeitfast,True,2019-05-29 12:06:00,19.09,AMRN holding support very nicely next leg will start as soon as CNBC breaks the review story shortly 20
darlin59,,2019-05-29 12:04:00,19.076,AMRN Who cares where this goes 2day thats short term thinking
Seb95134,,2019-05-29 12:04:00,19.076,AMRN the announcement from China is not helping
BaaBaa45,True,2019-05-29 12:04:00,19.076,AMRN safe haven in dark times Vascepas hardly a discretionary spend Life saver
tradeitfast,True,2019-05-29 12:03:00,19.056,AMRN next push towards 20 Happening now
traderxyz,,2019-05-29 12:01:00,19.106,AMRN consider us lucky Its a blood bath out there Easy low 16s without news
ChartMill,,2019-05-29 12:01:00,19.106,BLMN AMRN and UGAZ gapping up today chartmillcomstockscreener
airforceone,,2019-05-29 12:01:00,19.106,AMRN No buyout on the horizon Three clinical trials that could expand labeling even more are still in progress BP not yet willing to pay what Thero will want
thomas_888,True,2019-05-29 11:57:00,19.07,AMRN Any bets on where we end up today
traderxyz,True,2019-05-29 11:55:00,19.079,AMRN need BO ASAP I dont like the overall market Come on JT make the deal happen I will take anything over 35
JTbigfishdream,False,2019-05-29 11:52:00,19.195,AMRN Thats that Shorts in full control for the flush back down to 16
BESKST,,2019-05-29 11:51:00,19.15,AMRN after this announcement today I dont think I need StockTwits anymore the deal is done LTstudyADA PRgood job longs Im out
tunica,,2019-05-29 11:50:00,19.181,AMRN You have to be impressed on the level of stupidity from the shorts They drove it from 1967 to 1907 in 30 minutesYou cant help but wish they get severely screwed over
jo1982,True,2019-05-29 11:49:00,19.19,AMRN would like to see this rip faces out now
mayo1251,,2019-05-29 11:48:00,19.122,AMRN I would be afraid to sell now this is now a better candidate for BO wouldnt want to miss that boat
vincentnyc,False,2019-05-29 11:47:00,19.095,AMRN Adios mooch cha cho
PghKid1,,2019-05-29 11:47:00,19.095,AMRN I would really like to see this hold 1900
Mannurse,True,2019-05-29 11:47:00,19.095,AMRN hey BP if you put in your BO offer now then you can finalize before approval and control the rollout
JOHNNYTHEACE,True,2019-05-29 11:45:00,19.094,AMRN DAM DOW SCREWING UP EVERYTHING TODAY
zippy82,True,2019-05-29 11:45:00,19.094,AMRN A little profit taking then back up we go
Rantomac,True,2019-05-29 11:42:00,19.095,AMRN quick washout of 19 stops if any and then back up
Interndoc,True,2019-05-29 11:41:00,19.047,AMRN wtf is going on with the market Any stupid tweet
PghKid1,True,2019-05-29 11:41:00,19.047,AMRN whats BO price worth now
aygabtu,,2019-05-29 11:40:00,19.123,AMRN the new timeline should finish approval before end of year allowing for insurance coverage to be more broad going into next year instead of updating after coverage has started
PghKid1,True,2019-05-29 11:40:00,19.123,AMRN POS giving back Lol
tradeitfast,True,2019-05-29 11:40:00,19.123,AMRN when this is 20 later today dont say we didnt warn you
mclim73,,2019-05-29 11:40:00,19.123,AMRN 74 day letter should let amrn know whether we will get ADCOM or not
Andy26,True,2019-05-29 11:38:00,19.166,AMRN love it had got it whole it was 3 bucks and still holding on to it Bought more around 26
tradeitfast,True,2019-05-29 11:37:00,19.202,AMRN reminder this was 23 when they just talked about priority review and now they actually have it 52 week high inbound for sure
vincentnyc,False,2019-05-29 11:37:00,19.202,AMRN nice doing business with u bulls I got paid today lol
ians,True,2019-05-29 11:36:00,19.201,AMRN Next catalyst is MAA submission to EMA The EMA already told everyone Omega3 mix Lovaza dont work Theyre waiting for Vascepa application so they too can give priority review like FDA
TI7812,,2019-05-29 11:35:00,19.244,AMRN And so many say Adam Feuerstein is a hater of all biotech long His tweet AMRN operational execution has been flawless Since last year John Thero has offered a master class in the CEO art of underpromising and overdelivering twittercomadamfeuerstein
PlungeProtection,,2019-05-29 11:35:00,19.244,AMRN Every good day has the market working against this stock Constantly fighting a fading market
tradeitfast,True,2019-05-29 11:34:00,19.2,AMRN lol only 8 red candles all day the rest are all buys This going to 20 for sure
michael82929,,2019-05-29 11:34:00,19.2,AMRN GSK MTNB AZN lovemesomega 2019
LosinMoneyIsEZ,,2019-05-29 11:34:00,19.2,AMRN sell now with market tanking and buy later
OptionsPlay,True,2019-05-29 11:33:00,19.2,AMRN both 1M and 6M trends have turned bullish today next resistance 2215 appoptionsplaycom
tradeitfast,True,2019-05-29 11:33:00,19.2,AMRN this drug will cause the company to be bought out long before fda fully approves it
kuw1kuw1,True,2019-05-29 11:33:00,19.2,AMRN Dont miss the significance of todays FDA priority review It puts to rest the MO issue While bulls always believed it was a non issue to start with FDA now agree as well
indran76,True,2019-05-29 11:33:00,19.2,AMRN September is going to be crazy PDUFA on Sept 28th and EVAPORATE results drop sometime in Sept which will be the icing on the cake
BigRedd003,True,2019-05-29 11:32:00,19.22,AMRN I promise you all Since I am in this stock Gains will not be kept Mark this post
AlphaStockNews,,2019-05-29 11:31:00,19.255,AMRN Vascepa could become a blockbuster quickly adopted by more than 10 of the US population as soon as latethisyear alphastocknewscomamarina
WhereAreWeNow,True,2019-05-29 11:31:00,19.255,AMRN who will want to take a statin without it 25 reduction in cardiac events
Turtletrading,,2019-05-29 11:31:00,19.255,AMRN Amarin AMRN 1701 was the stock markets top loser yesterday falling 352 Expect a Downtrend reversal tickeroncomeventid13798
tradeitfast,True,2019-05-29 11:31:00,19.255,AMRN seriously folks do not sell right here You will kick yourself by Friday When this is 23
Ceeport_Global,True,2019-05-29 11:31:00,19.255,CARA Get yourselves some dry powder All us longs are going to have another chance to add to this awesome stock and company Also take a look at AMRN
RobinF_KiTTy,True,2019-05-29 11:29:00,19.236,AMRN I know how to guarantee this going to 20 if I sell at around 19 NOT doing this sorry No I am not sorry lol
tradeitfast,True,2019-05-29 11:29:00,19.236,AMRN 52 week High of 2334 will be reached this week
zippy82,True,2019-05-29 11:28:00,19.255,AMRN Whats the deal with this Kironme that keeps replying to my posts
Bread_collector,,2019-05-29 11:27:00,19.266,AMRN yet again with the great calls msmoneymovescom20190321
fitoto,,2019-05-29 11:26:00,19.235,AMRN The significance of PR is not a few month of time It is a step of validation of the drug It shows that FDA agree with the medical community that V is desperately needed by millions
tradeitfast,True,2019-05-29 11:26:00,19.235,AMRN we Will See 20 Today
michael82929,,2019-05-29 11:25:00,19.177,AMRN shares last week Lets go bulls
tradeitfast,True,2019-05-29 11:23:00,19.223,AMRN trust me you do not want to sell right here This will be 25 within days
Melajuana,,2019-05-29 11:21:00,19.201,AMRN CAN THIS HOLD and continue to rise OR will it fade by next weekas it has in the past
traderxyz,True,2019-05-29 11:21:00,19.201,AMRN hold the line our fellow amarians
Trade2Winner,,2019-05-29 11:20:00,19.241,AMRN hows the shorts feeling
The1Realist,,2019-05-29 11:19:00,19.247,AMRN A buy out makes the most sense now for Amarin for multiple reasons 1 being the quickest path for Vascepa to have its biggest impact on Improving peoples CVD diseases is for Big Pharma to mass market and mass distribute Vascepa 2 Amarin investors will make a very nice profit 3 Amarin cant get this life saving treatment to the masses like Big Pharma can 4 Big Pharma whatever they buy Amarin for will still make a boat load of money off of Vascepa A Buy Out will Happen within the next 6 to 9 months
ohconnie,,2019-05-29 11:18:00,19.27,AMRN THOSE call options analysts NAILED IT
KINGWILL318,,2019-05-29 11:16:00,19.375,AMRN Setting aside some of the wilder projections the new peak sales estimates for Vascepa are now in blockbuster terrain which is why so many investors have bet on a buyout On the other hand this is a tough market to capitalize on as Amgen and Regeneron learned the hard way with PCSK9 And that could give buyers cold feet in any negotiations tied to big sums in a sellers market when it comes to latestage and approved drugs
tradeitfast,True,2019-05-29 11:15:00,19.442,AMRN should break day highs shortly and push towards 20 Incredible News today and buyout news soon
