morgangj,True,2019-02-26 15:59:00,10.667,GE Consolidating as a prelude to further upside movement 12 imminent
msath,,2019-02-26 13:46:00,10.575,GE so they stock is at 1058 and they are giving me 11 cents for my 11 PUTs expiring this Friday That is insane
mojomama,,2019-02-26 13:45:00,10.571,GE this is perfect
johnyyywardyy,True,2019-02-26 13:42:00,10.565,GE back up from here
Stockington,True,2019-02-26 13:41:00,10.572,GE I wanna see this deal go down How many armored trucks do they need to get this deal done in CASHlol
glima0026,False,2019-02-26 13:39:00,10.569,GE hahahahha what a looser this is heading to 9 by Friday without brakes
nutwitskil,True,2019-02-26 13:32:00,10.555,WAB In the game as a result of the GE spinoff Another dividend payer to the evergrowing arsenal Cheers
benitocamelas01,,2019-02-26 13:32:00,10.555,GE
MILLERTIME7,,2019-02-26 13:30:00,10.555,GE I think both bills and bears can agree that this will close at 1040 jump out now and rebuy Friday at low 10s
NiklasZ,True,2019-02-26 13:26:00,10.57,GE Everyday growth Yday 65 today 16 already
Ascencore,,2019-02-26 13:24:00,10.573,RamSacz GE was the talk of the town yesterday and now its filling down into the gap towards 10perfect natural flow
jakepicard,False,2019-02-26 13:21:00,10.574,GE aaannnnd its gone puts
cybercash28,,2019-02-26 13:21:00,10.574,NIO is 1 GE SPY EEM
dannyboyyyy,,2019-02-26 13:19:00,10.558,GE why cant we purchase options on GE Robinhood
TheLazyInvestor,,2019-02-26 13:19:00,10.558,GE options today May wanna hang on to that one
TheCulpster,True,2019-02-26 13:15:00,10.549,GE Why is cooperman wearing a halo
mpwmpw10,,2019-02-26 13:15:00,10.549,GE have you no bottom bitc
factmachines,True,2019-02-26 13:14:00,10.539,GE big folks
mpwmpw10,True,2019-02-26 13:12:00,10.544,GE I hate my life
TheCulpster,True,2019-02-26 13:08:00,10.555,GE And loads of sweet cash for GE Tusa said a 20v equity offering was needed well thats out the window
NumericaFibonacci,,2019-02-26 13:08:00,10.555,GE Ill add at the 99010 range
ilikepancakes,,2019-02-26 13:08:00,10.555,GE lol im 44 in the money on puts but they are only worth 36 11 for 315 Should be deep into gainzzz tomorrow Unless they rig it
skyzdlimit,,2019-02-26 13:08:00,10.555,GE I am expecting a pullback but not this much They do see GE still as a good LT investment Been in GE since 675cnbccom20190226thelas
TheCulpster,True,2019-02-26 13:08:00,10.555,GE That being said one day textbooks will be written on the brilliance of the DHR deal 3b equity offering at ATH and DHR barely moves
TheCulpster,True,2019-02-26 13:06:00,10.561,GE I really believe they should have waited on the DHR news until monday Feel like the wab thing was confusing enuf
Cucker_Tarlson,,2019-02-26 13:04:00,10.555,GE I think Im gonna add to my free WAB shares here under 75 with a plan to sell at 80 Should get there no problem soon
Praaz,,2019-02-26 13:02:00,10.556,GE did any one see adjusted prices on their options today
LKGsr,,2019-02-26 13:02:00,10.556,GE Its going red today along with the marketCould be a nice buying opportunity BTD
TheCulpster,True,2019-02-26 12:59:00,10.574,GE Remember when Oleary said GE was a goose egg like 2 weeks ago
thomasirons,,2019-02-26 12:59:00,10.574,GE GE down WAB down ugly price conversion setup wWAB imo Chart will never have explaining 4192 cent overnite price change
harry2hill,,2019-02-26 12:57:00,10.573,GE smart money wants ya out By all means My options Rip
jaydilks,,2019-02-26 12:56:00,10.565,GE adding more here The backlog of Jet Engines does not get the multiple of Boeing planesThat will change when spun off in a massive IPO
YaroslavG,,2019-02-26 12:56:00,10.565,GE hey community does anyone have problems trading GE options today My QT says that there is a class action and this is not quotable
nettrader11,True,2019-02-26 12:55:00,10.557,GE I just keep buying shares options Whatever I can get my hands on
mpwmpw10,True,2019-02-26 12:50:00,10.546,GE my hands gettin hella weak Sometimes I wonder if Im cut out for this stuff
fastmoney8,True,2019-02-26 12:50:00,10.546,GE whats up with garbage it was 12 and now 105 wth
Cucker_Tarlson,True,2019-02-26 12:50:00,10.546,GE Cant believe SA still even publishes Shock Exchanges nonsense Short in the 6s with a sell recommendation Embarrassing
TheCulpster,True,2019-02-26 12:49:00,10.543,GE I sold WAB to buy more DWDP Still holding 10000 GE stock Reasoning The WAB was basically cash using margin on the DWDP trade
johnyyywardyy,,2019-02-26 12:48:00,10.541,GE was up 40c this morning smhh
johnyyywardyy,,2019-02-26 12:48:00,10.541,GE looking ugly af
AlexanderHandleton,True,2019-02-26 12:48:00,10.541,GE 2 straight days of profit taking on an awesome unexpected deal Fine fill the gap so I can load moar
t888man,True,2019-02-26 12:46:00,10.571,GE I think my Oct 12 calls are gonna be real juicy with this WAB bonus GE1 FTW
bexpo,,2019-02-26 12:44:00,10.585,GE GUSH
topstockalerts,,2019-02-26 12:42:00,10.585,Tuesdays Vital Data General Electric Alibaba and CiscoBABA CSCO GEinvestorplacecom201902t
flyfroggy,True,2019-02-26 12:41:00,10.583,GE 43 gain so far plus some WAB shares Cost basis in the 7s
ivan510e,,2019-02-26 12:41:00,10.583,GE solid down trend look for re entry before close or tomorrow
peters401k,True,2019-02-26 12:41:00,10.583,GE something is cooking I smell money
HeyYouWhoMe,True,2019-02-26 12:40:00,10.576,GE
davidmoadel,,2019-02-26 12:40:00,10.576,GE The last time GEs stock did this it tanked 45 percent cnbccom20190226thelas
Stockhoot,,2019-02-26 12:38:00,10.562,US MARKET MOST ACTIVES NIO GE BAC AMD ACB KHC F M CHK ECA stockhootcomextTopMovers
sanchezklauss,,2019-02-26 12:37:00,10.565,GE why is it green on ST
Junglehuncho,,2019-02-26 12:36:00,10.575,GE all I see is good news and its going down can we get Tusa back on with some negativity
TheLazyInvestor,,2019-02-26 12:34:00,10.589,GE Cant trade options and hell now I cant even post without getting chastised by Beth
Dennis235,True,2019-02-26 12:31:00,10.594,GE William Blairs William Heymann reiterated a Buy rating and writes that GEs intrinsic value lies somewhere between 14 and 16 a share
Dennis235,True,2019-02-26 12:30:00,10.599,GE Gabellis Justin Bergner reiterated a Buy rating on GE writing that the deal is a good sale of health cares crown jewel
GuyB,False,2019-02-26 12:28:00,10.605,KHC Dumped here Couldnt take it anymore Not getting trapped in another GE
Dennis235,,2019-02-26 12:27:00,10.604,GE GE stock price target raised to 13 from 12 at UBS BY MarketWatch 1051 AM ET 02262019
ThousandDollarMan,,2019-02-26 12:24:00,10.615,GE
ThousandDollarMan,,2019-02-26 12:23:00,10.615,GE sold puts for a small loss Didnt want to get boggled with this BS Gonna wait for reentry
thomasirons,,2019-02-26 12:21:00,10.609,GE Maybe GE CEO should consult someone that knows how the markets work before this Its a public company Market perception matters
beth2018,True,2019-02-26 12:21:00,10.609,GE Im outta here for awhile TOO many dopes that want everyone else to do their DD If u dont get it u shouldnt trade stocksoptions
thomasirons,,2019-02-26 12:18:00,10.603,GE Very bad setup imo Make it confusing seeming GE is weak from looking at price drop they create a bigger drop Ignorant imo
jackmoss,,2019-02-26 12:18:00,10.603,RMD guys support the board here a little KO AMZN TSLA GE GOOGL AMD CORN
beth2018,True,2019-02-26 12:16:00,10.587,GE I called my broker Fidelityhe explained it perfectly to me I have call options Will not answer anymore s on this Call ur Broker
thomasirons,,2019-02-26 12:15:00,10.585,GE WAB shares not free They took 4192 cents off the share price of GE then gave the WAB shares Both going down VERY UGLY
MasterBullCake,,2019-02-26 12:14:00,10.588,GE even td tech support team is giving me a wrong answer
SageMode,,2019-02-26 12:14:00,10.588,GE bought yesterday Didnt get wab shares No sure if ppl posting is trolling
MasterBullCake,,2019-02-26 12:14:00,10.588,GE soooo confusinggg
TheLazyInvestor,,2019-02-26 12:13:00,10.585,GE my 1050 puts are about to be ITM oh wait who cares
Littup,,2019-02-26 12:13:00,10.585,GE can we find a bottom
Economist4401,True,2019-02-26 12:11:00,10.573,GE Ge healthcareEndra Life stocktwitscomEconomist440
OrganicGr0wth,,2019-02-26 12:09:00,10.578,GE bears are swarming
habib12,True,2019-02-26 12:09:00,10.578,GE Analysts of CowenCompanyLLC have rated Wabtec Outperform rating The price target is set to 8800 marketsbusinessinsidercom
thomasirons,,2019-02-26 12:09:00,10.578,GE Are charts NOW not accurate re tech analysis since over 40 taken off the top replace w WAB stock
GuyB,True,2019-02-26 12:08:00,10.59,677 worth of WAB for free Damn Thanks GE
beth2018,,2019-02-26 12:08:00,10.59,GE TheGeek The link didnt work I asked the original poster to repost a good link
Closetiguana,True,2019-02-26 12:03:00,10.629,GE GE shoppers have all the time in the world
QuantumTrades,,2019-02-26 11:59:00,10.625,GE Cup and Handle Definitely giving this one a watch
MasterBullCake,,2019-02-26 11:57:00,10.625,GE so does the wab shares effect the ge shares Like do it get diluted
EstimizeAlerts,,2019-02-26 11:57:00,10.625,Heres what 35 Estimize analysts believe GE will report for Q1 2019 EPS Reporting 0418 BMOestimizecomintrogechart
bexpo,,2019-02-26 11:57:00,10.625,GE looks like a repeat of yesterdaydecline all day Long
samooha,,2019-02-26 11:55:00,10.63,GE broke back below the trend line yesterday and further downside followthrough today Fully back within the descending triangle
WicketKeeper,,2019-02-26 11:53:00,10.62,GE adjusted options formulafilehomechronosu67db783fa5f4b59e7c0eb3469919624e13587405Downloads44559pdf
ironwill21,True,2019-02-26 11:51:00,10.615,NIO GE next time I see a stock at 666 I am backing up the truck lol
MILLERTIME7,,2019-02-26 11:50:00,10.607,GE anxious to see put value when this corrects Please hurry
ironted5,,2019-02-26 11:48:00,10.595,GE Looking for entry under 10
Ro_Patel,,2019-02-26 11:48:00,10.595,Global smart city platforms to grow from 1046B in 2018 to 2233B by 2023 at CAGR of 164 CSCO IBM MSFT INTC GE T ITRI HON VZ
beth2018,,2019-02-26 11:48:00,10.595,GE What a bunch of dopes Call your BROKER u bunch of lazy fks
TheGeek,,2019-02-26 11:47:00,10.6,GE how does this make sense post 2
TheGeek,,2019-02-26 11:46:00,10.603,GE how does this make sensepost 1
ChartMill,,2019-02-26 11:44:00,10.627,GE has only a medium technical rating but it does show a decent setup pattern chartmillcomanalyzephpu
mojomama,,2019-02-26 11:44:00,10.627,GE I mentioned this last night but got shot down by some attorney named Jason bong
Ro_Patel,,2019-02-26 11:42:00,10.625,3D printing market is expected to grow from 99B in 2018 to348B by 2024 at a CAGR of 2325 DDD GE XONE HPQ
mojomama,,2019-02-26 11:42:00,10.625,GE Im cool with everything life is good
beth2018,,2019-02-26 11:40:00,10.625,GE It dropped by 40 cuz of the trans they made yesterday Just like when dividend occurs U got shares of WABA or cash adj if in options
Tetratrader,,2019-02-26 11:38:00,10.633,GE so you ge shareholders got your way shares today
TheLazyInvestor,,2019-02-26 11:37:00,10.637,GE Pretty wild that this stocks dropped 12 since yesterdays highs off of such great news
beth2018,,2019-02-26 11:35:00,10.615,GE I use Fidelity you only get what you pay for Screw RH
mojomama,,2019-02-26 11:34:00,10.615,GE if you cant buy options on Robinhood why is there a bid
ryangvsu,,2019-02-26 11:32:00,10.614,GE this is bizarre how can they let trading continue with the options market screwed up
mojomama,,2019-02-26 11:32:00,10.614,GE if you look at this and see at the top where its got 054 wab in the parentheses
WicketKeeper,False,2019-02-26 11:32:00,10.614,GE too much confusion about what is going on This is going back to 10 DMA of 1025 before anything good happens
mojomama,,2019-02-26 11:32:00,10.614,GE
ajje22,True,2019-02-26 11:31:00,10.615,GE i can already see this just bleeding out all day down to 1040s still
sjcim,,2019-02-26 11:31:00,10.615,GE lost 75 today because robinhood hahahahahahahahahaha
jw3,True,2019-02-26 11:30:00,10.586,GE buy the lod here she will rally to 11 today
beth2018,,2019-02-26 11:30:00,10.586,GE LQQK everyonecall your fkn broker like I did they will explain situation whether u had stocks or options as of yesterday Damn lazy
WicketKeeper,,2019-02-26 11:27:00,10.599,GE so if they are adjusting 200 DMA and todays price why not the historical prices as well like you would with w stock split baffling
ACSMAN,,2019-02-26 11:26:00,10.609,GE dam wanted to buy short term puts at open today but option are a fd up Cant do sht with options How long will it last
WicketKeeper,,2019-02-26 11:23:00,10.607,GE MarketWatch The 200 DMA adjusted to 1092 at Mondays close according to FactSet and has been falling be 2c a day in recent weeks
habib12,True,2019-02-26 11:23:00,10.607,GE WAB stock new forecast Median89 High105 Low80 moneycnncomquotequoteh
ThousandDollarMan,,2019-02-26 11:22:00,10.62,GE For anybody who has RH I sent them an email and they sent me generic BS I can attach the email if ppl want
mojomama,,2019-02-26 11:21:00,10.64,GE GE options implied volatility is going through the roof too expensive to buy now holding only this am early morning purchases
Closetiguana,True,2019-02-26 11:21:00,10.64,GE VIAV SPY is rising again
BigPink30,,2019-02-26 11:18:00,10.674,GE So I just cashed out and purchased a hand full of calls on SPXS Its super cheap waiting on a pullback in the leading growth stocks
TheLazyInvestor,,2019-02-26 11:15:00,10.68,GE So as option holdersI suppose all we can do is sit back and wait
navitas,,2019-02-26 11:09:00,10.662,GE You know the options are wonky when the Days Gain is more than the Total Gain lol
BigPink30,,2019-02-26 11:09:00,10.662,GE LOL i just woke up and I thought it said 10670 thank goodness I didnt call work and quit
beth2018,,2019-02-26 11:06:00,10.675,GE You wont see 1000 lol
AlexanderHandleton,True,2019-02-26 11:05:00,10.666,GE will buy more at 10 Come to papa
BringItOnNow,,2019-02-26 11:03:00,10.661,GE WTFFFFFF cant sell my PUTs I FCKin need to sell it before it goes back up And I told yall it was going down
ACSMAN,,2019-02-26 10:58:00,10.628,GE RH and yahoo finance show two different stock prices RH shows 1062 and Yahoo Finance shows 1080
beth2018,,2019-02-26 10:58:00,10.628,GE But youll have to wait a few trading days for the cash to hit your account If you owned shares youll get WAB shares based on formula
Littup,True,2019-02-26 10:57:00,10.622,GE UBS price target from 12 13
beth2018,,2019-02-26 10:57:00,10.622,GE If u use Fidelity ATP on option chain hit the ADJ button at top of box and u can trade Because these are options youll get cash adj
MsbYuva6,,2019-02-26 10:54:00,10.63,GE I see some WAB stocks added whats that Something related to GE shares
johnyyywardyy,,2019-02-26 10:53:00,10.632,GE back up eod
ahowls,,2019-02-26 10:52:00,10.614,GE Would have been another great day for puts
habib12,True,2019-02-26 10:51:00,10.62,GE new WAB stock forecast after merger 89high105 low80 moneycnncomquotequoteh
msath,,2019-02-26 10:46:00,10.653,GE Anyone knows when options trading will resume I have 40 11 puts expiring this Friday What happens to them
seeitmarket,,2019-02-26 10:46:00,10.653,NEW Blog Stock Market Today Investors Tap the Brakes seeitmarketcomstockmarke by DanRussoCMT SPY QQQ XLB XLE GE DISH
Junglehuncho,,2019-02-26 10:41:00,10.646,GE why why why do I never sell at the huge jumps and rebuy the dip whyyyyyyyy
fastmoney8,,2019-02-26 10:40:00,10.643,GE just spoke to fidelity so the cost basis of options if we got puts or calls didnt impact
MarketRealist,,2019-02-26 10:40:00,10.643,Gundlach Could US Economic Indicators Be Signaling a R NVDA SPY AMD MU GE MSFT DIA marketrealistcom201902w
mpwmpw10,True,2019-02-26 10:39:00,10.681,GE adding more If market said it was worth 10 Monday am NO way you can eliminate 50 of debt and not be worth much more than 11
0thewolfofwallst0,,2019-02-26 10:36:00,10.679,GE sold my options Deleting GE bye felicia
WicketKeeper,,2019-02-26 10:33:00,10.7,GE Taking the dog for a long walk Hope this is all cleared up in a few hours Maybe it breaks 1065 and gaps back down for a buy
dsroten,True,2019-02-26 10:33:00,10.7,GE Im going to do something else today Once all this mess is fixed GE will pop back up Everyone sitting on hands this morning
EquityFeedAlerts,,2019-02-26 10:32:00,10.698,BLOCK TRADE GE 600000 shares 1066 102827
LKGsr,,2019-02-26 10:32:00,10.698,GE Full on rejection of 200MA LImit orders in at 1065
ilikepancakes,False,2019-02-26 10:31:00,10.689,GE my 1100 puts are 32 cents in the money and only worth 32 cents No premium huh Im holding as these are obviously messed up
OptionsPlay,True,2019-02-26 10:30:00,10.676,GE looking like a pullback before another bullish move up
fish0175,,2019-02-26 10:29:00,10.678,GE htf are 11 dollar puts worth 20 cents So frustrating
mmattmm,False,2019-02-26 10:29:00,10.678,GE
HeyYouWhoMe,True,2019-02-26 10:27:00,10.668,GE
mstlouis,,2019-02-26 10:26:00,10.667,GE what the fuck Is going with bi polar stock
TGMF,,2019-02-26 10:22:00,10.715,GE on a Tuesday Wtf I usually dont drink on Tuesdays this sucks
crudeoiltrader,,2019-02-26 10:22:00,10.715,Market Price Forecasts Before They HappenTodays Free Video thetechnicaltraderscomtodSPY QQQ XLF GE BND USO GLD SLV UNG UGAZ
MIAMICG,True,2019-02-26 10:21:00,10.711,GE lets consolidate here for the next leg up
toddxue,,2019-02-26 10:21:00,10.711,GE GE1 option stands for GE only or 1 GE 0953 WAB Or why we dont use GE the original name
TheLazyInvestor,,2019-02-26 10:20:00,10.712,GE as if the stock movements werent hard enough to predict guess you need an additional crystal ball for this shit
beth2018,,2019-02-26 10:18:00,10.727,GE approx 0005403 share of Wabtec stock for each share of GE held or a little over half a Wabtec share for every 100 GE shares held
dsroten,,2019-02-26 10:17:00,10.732,GE all this options uncertainty is holding us back I think it wants to go but people are unsure or just cant buy
treker5150,,2019-02-26 10:17:00,10.732,GE 186 shares of GE 1 WAB share
dev_tango,,2019-02-26 10:17:00,10.732,GE question how many WAB shares did you get for every 100 GE shares Anyone knows
dev_tango,,2019-02-26 10:16:00,10.755,GE how many WAB shares did you get for every 100 GE shares Anyone knows
beth2018,,2019-02-26 10:16:00,10.755,GE WAB getting whacked On hold for 15 minutes with Fidelity regarding GE option trading and why chain isnt being shown will report LATER
TGMF,,2019-02-26 10:14:00,10.75,GE Id rather keep the premium than have shtty WAB shares anyway
Economies,,2019-02-26 10:14:00,10.75,GE General Electric falls alongside downward trend line economiescomstocksunited
mojomama,,2019-02-26 10:14:00,10.75,GE I just want to know how to buy actual calls in GE not GE one
TheGeek,,2019-02-26 10:13:00,10.733,GE why is it 3 up today when it clearly lower than yesterday close
Sherlock,True,2019-02-26 10:13:00,10.733,GE if you are holding calls do you get WAB shares
TGMF,,2019-02-26 10:12:00,10.738,GE So if you sold covered calls you dont get any WAB shares Thats fcked up
Money_Templar,,2019-02-26 10:11:00,10.719,GE I usually dont say anything but this stock doesnt deserve to go up This is chaos in the flesh
Stockdude525,,2019-02-26 10:11:00,10.719,GE anyone here post a screenshot of GE 11 calls expiring 31 price please Thank you
zbreima,,2019-02-26 10:10:00,10.711,GE everyone dumping WAB
Hazardousconditions,,2019-02-26 10:09:00,10.726,GE what was the cut off to get the wab shares
TheLazyInvestor,,2019-02-26 10:09:00,10.726,GE should have just invest in HMNY at this point
MIAMICG,True,2019-02-26 10:08:00,10.728,GE pig
BudFoxAtl,True,2019-02-26 10:08:00,10.728,GE Im a WAB shareholder now
BullBearCharts,True,2019-02-26 10:07:00,10.732,SJM AZO M MAT AAP EA JWN GE CPB FLR NKTR COG CPRI TSN GIS KEYS TJX FTI ORLSP500 Opening Bellbullbearchartsblogspotcom
BKS42019,,2019-02-26 10:06:00,10.74,GE help me understand Will this move that just happened help these
RCTrader,,2019-02-26 10:06:00,10.74,GE waiting for 12 in 2 weeks
Closetiguana,,2019-02-26 10:05:00,10.74,GE Everybody should buy some optionsto check to see which platforms are working
Stockdude525,True,2019-02-26 10:04:00,10.747,GE ATVI looks like we got a boner type chart forming here boys
TGMF,,2019-02-26 10:04:00,10.747,GE I sold some 12 calls if they take my shares for 12 thats fine Ill just buy them back at current price
Bonk,,2019-02-26 10:03:00,10.756,GE Got my WAB lol
ThousandDollarMan,,2019-02-26 10:03:00,10.756,GE whyd they just cancel my order Wtf
Carpe90,,2019-02-26 10:03:00,10.756,GE still waiting for my WAB
Littup,True,2019-02-26 10:03:00,10.756,GE uh oooo bears
denisprnl,True,2019-02-26 10:03:00,10.756,GE Dow Jones just exploded Bye bye bears
uwotm8,,2019-02-26 10:02:00,10.73,GE bought 100 more WAB shares at 7417 on top of my GE merger shares Culp knows what he is doing if he likes wab then so do I
Stockdude525,,2019-02-26 10:02:00,10.73,GE they really should have disabled option until they fixed this mess
BudFoxAtl,,2019-02-26 10:02:00,10.73,GE What happened to my covered call options 0
mojomama,True,2019-02-26 09:59:00,10.698,GE
mojomama,,2019-02-26 09:59:00,10.698,GE I sold my wab
wvbuild,True,2019-02-26 09:59:00,10.698,GE union workers strike at Wabtecs newly acquired Erie plant
mikeharris123,,2019-02-26 09:59:00,10.698,GE Did anyone else wake up to having WAB shares in their port Wabtec Corporation
MGO100RMG,,2019-02-26 09:57:00,10.714,GE Ummm I just sold my handful of imaginary WAB shares and the is now in my accounts safe and sound Thanks for the love GE
jw3,True,2019-02-26 09:56:00,10.712,GE GE bulls amassing
johnyyywardyy,,2019-02-26 09:54:00,10.703,GE 11 cmon baby
Dennis235,True,2019-02-26 09:54:00,10.703,GE BRIEFGE Renewable Energy Awarded A 87M Hydropower Contract In Cameroon REUTERS 953 AM ET 2262019
BK74,,2019-02-26 09:54:00,10.703,GE Options
WicketKeeper,,2019-02-26 09:54:00,10.703,GE found the option chain but it is a mess Shows March 19 11 calls are way more expensive than the 11 puts MESS
ryangvsu,,2019-02-26 09:50:00,10.698,GE they need to halt this and fix this
nick57,,2019-02-26 09:50:00,10.698,GE sold my calls 82
habib12,,2019-02-26 09:49:00,10.675,GE any one telling you that they got their WAB shares are lying why people are so full of shit in this Board lying
