dee64,,2019-06-07 15:58:00,3.755,ADMA ADMA Biologics ADMA Investor Presentation Slideshow
Ginos2000,,2019-06-07 14:18:00,3.808,ADMA most of my stocks are on fire today and want to breakout Lets go Adma give me that 4
MikeOxhard,True,2019-06-07 13:50:00,3.785,ADMA What are all my boise drinking tonight to celebrate the cheap shares
davaoda,True,2019-06-07 13:47:00,3.79,ADMA We are confident
Enigmatron,,2019-06-07 13:31:00,3.782,ADMA The technical rating of ChartMill is bad and it also does not present a quality anything at the moment
R8Plus,True,2019-06-07 13:30:00,3.785,ADMA
ChartMill,,2019-06-07 13:12:00,3.799,The technical rating of ADMA is bad and it also does not present a quality setup at the moment chartmillcomanalyzephpu
NON_FICTION_1,True,2019-06-07 13:09:00,3.795,ADMA 380 is a joke 5 the real move up starts theyneverlistenever
nickpd,True,2019-06-07 13:09:00,3.795,ADMA Of all other shitty bios on the market and you have to choose my conviction buy to do it You have a death wish Thats the only explanation I have
Enigmatron,,2019-06-07 12:54:00,3.785,ADMA heres the diphang tight
FluffsTravels,True,2019-06-07 12:51:00,3.815,ADMA there is big upside to this ticker in 2019
newtraderlookingforhope,,2019-06-07 12:51:00,3.815,ADMA I am continuously wondering why people sell at these levels lol
sidestruggle,,2019-06-07 12:51:00,3.815,ADMA was asleep for the 35X and looks like shes going to end green Ah well thats good news tooCongrats to anyone who picked up more shares near the low and cheers to a good weekend
NON_FICTION_1,True,2019-06-07 12:50:00,3.815,ADMA 4s coming they loaded it now they are going to send it moves up quicker then it goes down
Lambster2,True,2019-06-07 12:47:00,3.817,ADMA Plasma Liquid Gold ADMA Is an Attractive Way toPlay Launch wBuy 8 PTJune 4 2019Key TakeawayADMA is one of seven players in the 12bn IVIG market that recently received FDA clearance for two new brands BIVIGAM and ASCENIV BIVIGAM will be positioned to meet supply gaps in the market while ASCENIV will target the RSV niche at a premium We see these launches bringing the co to breakeven by 2021 and 240mn in sales within 5 years Our 8 base case PT assumes sub10 share in endmarkets Our 12 bull case PT assumes 15 under favorable termsJefferies
R8Plus,True,2019-06-07 12:47:00,3.817,ADMA Tweet just in
Enigmatron,,2019-06-07 12:41:00,3.805,ADMA Expect a little dip here before it continues up It will close above 380
R8Plus,True,2019-06-07 12:39:00,3.805,LJPC another one like this is ADMA know your stocks dont chase the Adma train willl leave learn to beat shorts at this game
Mantises,,2019-06-07 12:38:00,3.84,ADMA finally bought a stock that went up after purchase lol
Michael_Hunt,True,2019-06-07 12:36:00,3.848,ADMA glad I trusted me instincts on this great name Shorts will scramble to cover into Friday close Gap fill at 425 comes very soon possibly today
Jv007,,2019-06-07 12:35:00,3.81,ADMA Oh wow
Mantises,,2019-06-07 12:34:00,3.81,ADMA lets goo
Lambster2,True,2019-06-07 12:33:00,3.8,ADMA Looks like seller is gone Factor in 1M shares from retail I would guess Biotest sold 4M shares
Enigmatron,,2019-06-07 12:32:00,3.8,ADMA Loves me some dojis before a reversal
hanaleisurfs,True,2019-06-07 12:32:00,3.8,ADMA 03 centavos off Close enough That was the spot to buy Lets roll
Zkestner87,True,2019-06-07 12:30:00,3.789,ADMA looks like it wants to go for a ridesaddle up
Michael_Hunt,True,2019-06-07 12:30:00,3.789,ADMA and BOOOM red to green Shorts will be scrambling Back to 4 we go
Mantises,,2019-06-07 12:29:00,3.791,ADMA in at 375
Boiler_Room_2_RIP,False,2019-06-07 12:25:00,3.745,ADMA you guys told me shorting at 470 was bad idea LOL I am going to cover next week when this drops under 3 good luck bagholders
Awelsh,,2019-06-07 12:21:00,3.745,ADMA
Enigmatron,,2019-06-07 12:20:00,3.732,ADMA aaaand we are off
Enigmatron,,2019-06-07 12:03:00,3.703,ADMA Here we go gang Probably going to uptrend for the rest of the day
MorpheusDreams,True,2019-06-07 11:54:00,3.695,ADMA amazing price rn
CoolRunnings19,True,2019-06-07 11:45:00,3.69,ADMA added a 1000 at 362
audvergr,,2019-06-07 11:40:00,3.695,ADMA Check out KDMA and hope ADMA can grow into this within 18 months 130m in sales forecasted for 2019 revenue growing 50 yy growing market share 2 FDA approved products innovative pipeline solid profitable business model and strong ethical CEO and leadership team
Turtletrading,,2019-06-07 11:31:00,3.7,ADMA ADMA Biologics ADMA 377 was the months biggest loser descending 21 Expect a Downtrend reversal tickeroncomappnewsSearch
NON_FICTION_1,True,2019-06-07 11:25:00,3.693,ADMA they will be begging for under 4 soon enough
HubertGRection,False,2019-06-07 11:25:00,3.693,ADMA bulls limp afthis is going low 2ssorry not sorry
CoolRunnings19,True,2019-06-07 11:24:00,3.697,SENS dip buy on ADMA and SENS long
R8Plus,True,2019-06-07 11:21:00,3.696,LJPC hot damn Know when to buy bottom we Tang or Edelman Stocks ADMA is near bottom cant perfect time these get it before reversal They like to teach shorts a lesson same wt ODT lol
RENM,,2019-06-07 11:12:00,3.69,ADMA One last thing we are on the NASDAQ short sale list today if this hasnt been posted already
RENM,True,2019-06-07 11:06:00,3.665,ADMA Just got done listening to CEO Jefferies1 Great detailed positive overview Nothing that would raise res flags launch late summer Bivigam I believe Plenty of cash thru 20202 The lawsuit is a nothing burger Period3 While typing Level 2 is mostly green lots of buying today3 Yesterday we determined the drop was a sell of of stock owned by Biotest SOLID INVESTMENT LONG TERM and yes I would really like to see emerald green in my portfolio soon but this is a BUY opportunity
Michael_Hunt,True,2019-06-07 10:57:00,3.685,ADMA have a dangerous amount in IRAs at this point Will recover and be fine Its too good not to
Cactus_Jack,True,2019-06-07 10:55:00,3.685,ADMA Forget the FUD Biotest is the pissed off girl leaving the house She may slash the tires and f up the leather but let the BTCH go We still own the Benz Waiting til ADMA took the podium to play games yesterday was malicious and juvenile Just Like a few clowns on this board Either way expecting form 4s when this pathetic display is over Long and strong iradmabiologicscompress
NON_FICTION_1,True,2019-06-07 10:53:00,3.688,ADMA Perceptive is the top biotech institution out there They have 46 million dollars worth and insiders loaded at 4 they will send it higher Oversold here just taking advantage under 4 for as long as they let me
Sprackillac,True,2019-06-07 10:48:00,3.693,ADMA tired of seeing this thing red I know its a long play but damn
Turtletrading,,2019-06-07 10:38:00,3.692,ADMA ADMA Biologics ADMA 377 was this weeks top stock market loser declining 14 Expect a Downtrend reversal tickeroncomappnewsSearch
TheBombDotCom,True,2019-06-07 10:36:00,3.69,ADMA wish I had more powder trading at the preasceniv approval levels There is significantly less risk than the last time we saw this price
Michael_Hunt,True,2019-06-07 10:33:00,3.69,SYBX ADMA some absolute fire sales on quality longer term outlook bios Using this opportunity to set up IRAs for a massive 2019 They all feel like they are going to zero during times like this Know what you are buying When they reverse it will happen fast
HubertGRection,,2019-06-07 10:29:00,3.691,ADMA hey guys sell this posthere is a party bout to get started at CAPH and RBZHolla if you hear me
LucentOne,,2019-06-07 10:19:00,3.69,ADMA Like Ive said beforesometimes youre better off not looking at it for a few daysthis might be one of those times
sharmash937,,2019-06-07 10:09:00,3.702,ADMA any upcoming events for ADMA
beachsidefreddy,,2019-06-07 10:09:00,3.702,ADMA ADMP
Ginos2000,,2019-06-07 10:07:00,3.708,ADMA low volume just weak hands Gl on whoever scooping those cheapies up Perfect whoever wanted to average down or add to their lot
Jv007,True,2019-06-07 10:06:00,3.725,ADMA listened to the Webcast again d re read all the slides Nothing has changed with this comp everything is lining up Great days ahead Glta
BlueRain,True,2019-06-07 10:05:00,3.713,ADMA Now drop it back to 61 so I can get my 900 shares pleaseeeeeeeeeeeeee
MikeOxhard,True,2019-06-07 10:04:00,3.705,ADMA Nearing oversold territory I believe this will bounce back to the mid 38s by close
Michael_Hunt,True,2019-06-07 10:04:00,3.705,ADMA raise your hand if you had shares stolen I averaged down 75000 now avg about 380
FluffsTravels,True,2019-06-07 10:01:00,3.688,ADMA added more 363 sitting on 378 avg easy money isnt always quick money
NON_FICTION_1,True,2019-06-07 10:00:00,3.651,ADMA gift moment here My last buy I would have killed to buy here a month ago nothing has changed loading and taking this back to 6
BlueRain,True,2019-06-07 09:58:00,3.63,ADMA Bastards didnt complete my 361 partial
ridethesnake,,2019-06-07 09:56:00,3.672,ADMA what a steaming pile of crap
clt2,,2019-06-07 09:56:00,3.672,ADMA is there something hidden going on behind the scene right now Like how they someone let it slip about the offering when the FDA approval was announced Something else going on besides to ambulance chasers here
ml_paladin888,,2019-06-07 09:54:00,3.676,At this price Id still be averaging UP if I bought more ADMA
kmichell,,2019-06-07 09:53:00,3.66,ECOR extremely oversold and tons of insider buys yday trying to create a bottom very low float ADMA joke of move down on bs lawsuit SCYX investor conference and presenting favorable data at conference mid to late June for both of those catalysts TBLT warrants almost over with and investor conference today been beat down like none other all potentially worth a look IMO
Zkestner87,,2019-06-07 09:51:00,3.667,ADMA well aint this a wet fart so far today wish I could avg down more
Enigmatron,,2019-06-07 09:50:00,3.64,ADMA OKHeres something that will floor you guysI just bought more to average down and Im calling it green today Whaaaaa
MikeOxhard,True,2019-06-07 09:49:00,3.635,ADMA damn I wish I had more free cash to buy at this discount
BlueRain,True,2019-06-07 09:47:00,3.638,ADMA I Didnt do all or none ugh
Bread_collector,,2019-06-07 09:47:00,3.638,ADMA so what could be happening
Turtletrading,,2019-06-07 09:46:00,3.65,ADMA ADMA Biologics ADMA 377 was the stock markets top loser yesterday falling 1253 Expect a Downtrend reversal tickeroncomappnewsSearch
Bread_collector,,2019-06-07 09:46:00,3.65,ADMA investigation doesnt mean shit httpsmsmoneymovescom20190606arelawfirmsunfairlytargetingbiotech
Michael_Hunt,True,2019-06-07 09:42:00,3.693,ADMA should have been the final flush before the rally to green and back over 4
Matty_Buffalo_Benj,True,2019-06-07 09:41:00,3.655,ADMA shrugs shoulders sips scotch
Runswiththelongs,,2019-06-07 09:38:00,3.574,ADMA
ElDonJuan,,2019-06-07 09:38:00,3.574,ADMA nice
beachsidefreddy,,2019-06-07 09:36:00,3.78,ADMA MARGIN CALLS TODAY SYSTEM NEEDS TO RUN COURSE
Runswiththelongs,,2019-06-07 09:34:00,3.78,ADMA Someone said it best yesterday BTMFD
R8Plus,True,2019-06-07 09:34:00,3.78,ADMA
