TOutaker,,2019-05-23 15:58:00,4.175,BLIN This company is in a lot of trouble buy ecor to recover your losers
Seventylife,,2019-05-23 14:15:00,4.422,BLIN quit talking about little downyman
StockAuthority,True,2019-05-23 14:15:00,4.422,BLIN Looking for a 20 cent gain or so to VWAP 455 currently 433
bigchops24,,2019-05-23 14:15:00,4.422,BLIN my concern here is with the market Did President dipshit lead us into the start of a major downturn If so smart to keep the powder dry
ReturnOfTheMackIV,True,2019-05-23 14:14:00,4.324,BLIN With the time left in the day 4 doesnt look like itll crack I hopped in here Could be a big move assuming many shares outstanding got SLed already
mrinvestorpro,,2019-05-23 14:12:00,4.315,BLIN my next guest is the most powerful most of all time pls welcome to the stage
BishBish,True,2019-05-23 14:12:00,4.315,BLIN added bounce play
NotTheSec69,True,2019-05-23 14:10:00,4.265,BLIN added
ReturnOfTheMackIV,,2019-05-23 14:09:00,4.258,BLIN Super new accounts leading some of you blind and into the pit with them Trust your charting and most importantly your gut Not their words
BullTurnedBear,,2019-05-23 14:09:00,4.258,BLIN May test lower 3 before climbing up
NotTheSec69,,2019-05-23 14:07:00,4.258,BLIN adding 3k more if 420 holds this afternoon will add again at 4 if it gets there If 420 builds support this will rebound next week
TonyKLestor,,2019-05-23 14:06:00,4.258,BLIN I take it the coward Dman did not show his pumping face here yet did he Pathetic
Clinton0,,2019-05-23 14:05:00,4.255,BLIN Hang in there longsFrom recent earning call With OrchestraCMS and Celebros Bridgeline now has over 200 customers compared to just 85 prior to the acquisitions and over 11 million in contractually committed backlog And based on historical contract renewal rates we expect over 25 million in recurring revenue over the next three years
pierzin,True,2019-05-23 14:02:00,4.243,BLIN we write that they must make a statement ctynerbridgelinecom
nosaj808,,2019-05-23 14:00:00,4.261,BLIN Dman20200 why is everyone head hunting In the end you only have yourself to blame
MaconBank,True,2019-05-23 13:59:00,4.261,BLIN Yeah if we could get some pumpers in here to push this back to 7 would be nice
joker1,False,2019-05-23 13:57:00,4.243,BLIN nothing but bag holders here this going lower cut your losses
Philadelphia_,True,2019-05-23 13:57:00,4.243,lol BLIN low volume washout to wipe out the retail Robinhood longs still chillin
Helpmegetrich,,2019-05-23 13:56:00,4.243,BLIN This isnt gonna go to 6s anymore It may pop to mid 5s but anything above high 5s is delusional The difference between 4s and 6s is too big People are gonna sell for 1030
ReturnOfTheMackIV,,2019-05-23 13:55:00,4.243,BLIN Below 4 coming 100
scribbs,,2019-05-23 13:55:00,4.243,BLIN wow The bears were 100 right Im all washed out now Gl everyone
TonyKLestor,,2019-05-23 13:54:00,4.227,BLIN Zero debt doesnt mean jack And who knows Maybe nobody will loan them money LOL
Nomisma,,2019-05-23 13:52:00,4.279,BLIN Flush weak hands Buy under 410
NotTheSec69,True,2019-05-23 13:52:00,4.279,BLIN still have full size in BLIN 7k shares for the swing 0 debt and plenty of cash Do the opposite of small players on stocktwits small seller easily frustrated that they cant weather storm
Untochable,True,2019-05-23 13:52:00,4.279,BLIN mama told me there is going to be days like this mama did not raise a pussyIm not fucking selling it
Gornography,,2019-05-23 13:52:00,4.279,BLIN Yeah where are the pumpers We could use a few of you right about now Go find them Tony
TonyKLestor,,2019-05-23 13:51:00,4.29,BLIN Where are the cowardly pumpers now You know who you are
Dayvid,,2019-05-23 13:51:00,4.29,BLIN Yeesh not in anymore since 505 but can you imagine the comeback when it does turn around Just watching atm
TonyKLestor,,2019-05-23 13:48:00,4.29,BLIN I said earlier this might hit 390 today or tomorrow Maybe yes maybe no But it sure is looking that way
CryptoGod1,True,2019-05-23 13:48:00,4.29,BLIN definitely a rough day but this is what seperates the boys from the men Still holding through this rought day in the market Holding for swing until next week
Beehead4,,2019-05-23 13:47:00,4.28,BLIN Dman20200
Jeff_Kaitlyn,,2019-05-23 13:47:00,4.28,BLIN damnwhere is the bottom had 4 buy orders set and pulled all of themnowlooking below 4
Gornography,True,2019-05-23 13:46:00,4.28,BLIN next person who says Dman20200 is getting pistol whipped
HelpfulTrading,True,2019-05-23 13:45:00,4.28,BLIN Gross looking Not selling
HelluvaRide,,2019-05-23 13:45:00,4.28,BLIN Only PR will save it from making new All Time Lows And from experience with the rotten Mgmt of this Co Im sure theyll defer issuing any PR till markets stabilize after the long weekend Meantime expect further moves downside GL
freedomstockalerts,True,2019-05-23 13:44:00,4.28,BLIN Where is the bottom
TonyKLestor,,2019-05-23 13:44:00,4.28,BLIN Consistently making alltime lows 0003 before the 3 rs LOL
Sparkys226,,2019-05-23 13:43:00,4.257,BLIN not a fun day Scaled some SL from 450 bought back at 440 but still losing big Hoping it turns back around with the market
TonyKLestor,,2019-05-23 13:42:00,4.257,BLIN ENT ICON Hmmm arent those Dmans picks
ReturnOfTheMackIV,,2019-05-23 13:41:00,4.268,BLIN Bout to really plunge now Where to set my limit order 350 300 What yall think
mailhot,,2019-05-23 13:36:00,4.32,ENT BLIN ICON Got my a handed to me today on these Not a good day at all in fact a slaughter Win some lose some Be careful
buysellbkr,,2019-05-23 13:33:00,4.37,BLIN 350k float on thisamazing
Nomisma,,2019-05-23 13:30:00,4.425,BLIN I pulled my limit buy now waiting for 406 for total collapse
ReturnOfTheMackIV,,2019-05-23 13:28:00,4.425,BLIN Lotta eyes on the sidelines watching thisincluding me Most waiting on the full on stop loss plunge or volume surge to enter Doubt many shorts in here just seems like frustrated sellers cannibalizing each other
DONTSQUEAL,True,2019-05-23 13:26:00,4.437,BLIN still not selling my broker said its cool for me to be in margin call for a week minimum soooooooo
Prabhu071174,,2019-05-23 13:26:00,4.437,BLIN are you kidding me blin
BritBrit,,2019-05-23 13:25:00,4.437,BLIN Dman20200 are you still holding
chhching,True,2019-05-23 13:25:00,4.437,BLIN buy high sell low nailedit
mongul,,2019-05-23 13:24:00,4.425,CNET BLIN Similar businesses Both among the biggest losers of the day BLIN down 125 CNET down more than 9
JM83_46,,2019-05-23 13:24:00,4.425,BLIN dang about a good time to jump in today
Hopupinu,True,2019-05-23 13:23:00,4.4,BLIN maybe this will trigger some buying and get this micro float moving
2GAINZ,True,2019-05-23 13:23:00,4.4,BLIN still holding MMs want to load up at these levels taking advantage of the red market and huge sell off because of the long weekend coming up Think before you sell for a loss down 17 with no bad news Makes 0 F sense
Beehead4,False,2019-05-23 13:22:00,4.388,BLIN pos
akunam2,,2019-05-23 13:21:00,4.327,BLIN not even shorts Just people selling
Craig305,,2019-05-23 13:21:00,4.327,BLIN What is correct float for this Not sure if TDA is correct after RS
Will2ride1,,2019-05-23 13:20:00,4.279,BLIN full on nosedive
shivo17,,2019-05-23 13:20:00,4.279,BLIN stop loss city
ishbull,,2019-05-23 13:20:00,4.279,BLIN Another bad market day the only reason this is down so much is because a few trades can tank this 5 because there is such a low float It is oversold and MACD showing its near reversal Im going to keep holding
wangnooffence,,2019-05-23 13:19:00,4.333,BLIN ouch
Jimbo69,,2019-05-23 13:19:00,4.333,BLIN piece of fucking shit
cofhu12,False,2019-05-23 13:19:00,4.333,BLIN Sheesh wait for a bottom My guess is mid 3s
ReturnOfTheMackIV,,2019-05-23 13:17:00,4.45,BLIN Not in yet Looks like it needs more hopelessness despair and frustration selling in order to get this to squeeze Likely trying for a 4 break to trigger mad SLs finally then itll squeeze back up hugely jmo
_AlwaysBeClosing_,,2019-05-23 13:15:00,4.451,BLIN
Justified,,2019-05-23 13:12:00,4.468,BLIN Well this is a sad turn of events
TonyKLestor,,2019-05-23 13:11:00,4.468,BLIN There is no support for those asking Making intraday alltime lows consistently
poojas,,2019-05-23 13:10:00,4.468,Dman20200 are you still holding BLIN
DK_TRADES,True,2019-05-23 13:09:00,4.465,BLIN put a stop at 470 this morning Been a busy morning barley trading Market is bad Will buy these low prices
mailhot,,2019-05-23 13:06:00,4.45,BLIN sadly had all the positive talk and since then nothing but dropping A bit concerned about where support is and if this will turn around anytime soon
Nomisma,,2019-05-23 13:05:00,4.457,BLIN Limit buy here for 426
CryptoGod1,True,2019-05-23 13:00:00,4.486,BLIN IMUX market is down money is leaving for the long weekend We all turn green Tuesday Adding these dips with a smile Cant shake me out for a loss nope
frankenfarm,True,2019-05-23 13:00:00,4.486,BLIN when this goes up it will be huge IMO
frankenfarm,,2019-05-23 12:59:00,4.486,BLIN
AnyFuturechip,,2019-05-23 12:58:00,4.486,BLIN who ever said my avg was goodyou are looking crazy to me rn lmao
ogg,,2019-05-23 12:58:00,4.486,BLIN With shares less than a millions unless public offering shorts play as they always do with the fire
LongIslandBull,,2019-05-23 12:57:00,4.52,BLIN looking bearish right now
Hopupinu,True,2019-05-23 12:56:00,4.52,BLIN I really wish I could load here but funds still waiting to clear BS
fraserj,,2019-05-23 12:52:00,4.53,BLIN I have an order for a few hundred shares and its being filled 2 3 15 at a time What a joke
Growth,True,2019-05-23 12:51:00,4.53,BRS BLIN turns out it was a horrible decision Waiting one more day would have given me another 150 on my BRS and instead of being down on BLIN 5 I could have had added to my position lower today Shows I still have alot to learn in this market
ishbull,,2019-05-23 12:49:00,4.538,BLIN 18 cent spread right now these low floats are nuts Hopefully we get some movement in our favor sometime soon
LongIslandBull,True,2019-05-23 12:49:00,4.538,BLIN needs a PR right about now lol
Hopupinu,True,2019-05-23 12:49:00,4.538,BLIN
Clinton0,True,2019-05-23 12:46:00,4.52,BLIN TIME TO AVERAGE DOWN FOLKSSuper Star bounce in the making
Hopupinu,True,2019-05-23 12:46:00,4.52,BLIN pump this bih
MBoardman88,,2019-05-23 12:41:00,4.512,BLIN loaded more here
TonyKLestor,,2019-05-23 12:40:00,4.505,BLIN When will this hit 390 tomorrow Today
LongIslandBull,,2019-05-23 12:40:00,4.505,BLIN if it breaks 450 no bueno
TonyKLestor,,2019-05-23 12:39:00,4.502,BLIN Account for the three reverse splits and this piece of garbage would currently be subpenny
steensn,False,2019-05-23 12:27:00,4.646,BLIN 2 years ago Why is no one buying at these levels 1 year ago Why is no one buying at these levels 6 months Why is no one buying at these levels 3 months ago Why is no one buying at these levels 1 month ago Why is no one buying at these levels Today Why is no one buying at these levels
Clinton0,,2019-05-23 12:21:00,4.646,BLIN Who Knows when this company expects to send news out Does anyone have the history with this low float goat
Linda_Coin,True,2019-05-23 12:21:00,4.646,BLIN 2nd shake out before double digit Only strong hands left Kudos till then
JoeMario,,2019-05-23 12:18:00,4.62,BLIN This is funny 5 min charts yesterday and today looks similar
TonyKLestor,,2019-05-23 12:17:00,4.62,BLIN
steensn,False,2019-05-23 12:14:00,4.62,BLIN lol
NotTheSec69,True,2019-05-23 12:10:00,4.615,BLIN WELL WHAT DO WE HAVE HERE MICRO FLOAT PICKED UP ALL OF YOUR SLs IN 7k SHARES THIS CHART SETTING UP FOR A DOUBLE SOON BEEN WATCH THIS POST RS PLAY FOR WEEKS NOW SHOOK EVERYONES STOP LOSSES AND LOTS OF ACCUMULATION PT 710 15 WITH GOOD NEWS RISKING 35K TO MAKE 2030K
GeauxTigers1,True,2019-05-23 12:03:00,4.619,BLIN added more holding 4060 shares now
shivo17,True,2019-05-23 12:03:00,4.619,BLIN 2500 shares 451 much appreciated
frankenfarm,True,2019-05-23 12:03:00,4.619,BLIN Just bought some more
shivo17,True,2019-05-23 12:02:00,4.619,BLIN git in 451 thanks all
frankenfarm,True,2019-05-23 12:01:00,4.605,BLIN Cant understand whos selling at this price
Seventylife,False,2019-05-23 11:57:00,4.58,BLIN honestly going out now this isnt going anywhere
JoeMario,,2019-05-23 11:55:00,4.58,BLIN If we hold well be fine Dont worry
Hopupinu,True,2019-05-23 11:51:00,4.61,BLIN just gonna hold crazy market
CryptoGod1,True,2019-05-23 11:51:00,4.61,BLIN added Just a matter of time like IMUX patience pays holding long
TonyKLestor,,2019-05-23 11:49:00,4.524,BLIN A depiction of abject filth
millionaire_stock8,True,2019-05-23 11:49:00,4.524,BLIN market maker is having fun
e36stocknewbie,,2019-05-23 11:48:00,4.524,BLIN
wangnooffence,,2019-05-23 11:46:00,4.511,BLIN Little selling going on here I see
SaveTheOceans,True,2019-05-23 11:44:00,4.521,BLIN right here not a pumper
TonyKLestor,,2019-05-23 11:43:00,4.521,BLIN Funny how certain people are not here posting Gee would it be because this turd is down 40 cents in two hours Pumpers are scum
bbond1987,,2019-05-23 11:42:00,4.555,BLIN SL raids are taking place all overit is a slaughter house across the market today
RockChalkJayhawk88,True,2019-05-23 11:41:00,4.559,BLIN full position
RockChalkJayhawk88,True,2019-05-23 11:41:00,4.559,BLIN still holding
Gornography,,2019-05-23 11:40:00,4.53,BLIN people are getting shook
wangnooffence,,2019-05-23 11:39:00,4.553,BLIN GMO
realtorstud,True,2019-05-23 11:39:00,4.553,BLIN This fell 10 cents on about 2000 shares
newtrader_1,,2019-05-23 11:38:00,4.553,BLIN 3 today
LongIslandBull,,2019-05-23 11:38:00,4.553,BLIN holding at 498 avg still
SkerTrader81,True,2019-05-23 11:37:00,4.553,WKHS BLIN Action very similar to yesterdays movement Red morning and market recovered in afternoon If you have the money buy now
realtorstud,True,2019-05-23 11:37:00,4.553,BLIN Buying more Its laughablebid and ask falling and no shares tradedthere are only a few people looing aat this today Buying more
DONTSQUEAL,True,2019-05-23 11:36:00,4.55,BLIN Holding
gunna83,,2019-05-23 11:35:00,4.55,BLIN fuck this stock Im going toBitcoin in ny you all some clowns
GeauxTigers1,True,2019-05-23 11:35:00,4.55,BLIN Still holding
alexm050,,2019-05-23 11:34:00,4.55,BLIN Dman20200 still holding or did you pull out
Jimbo69,,2019-05-23 11:32:00,4.559,BLIN move up you piece of doodoo losing faith in this garbage
2GAINZ,True,2019-05-23 11:28:00,4.59,BLIN heavily manipulated Still holding my 470 avg tho
MBoardman88,True,2019-05-23 11:26:00,4.62,BLIN filled my stockings hope you did too
CitadelAdv,True,2019-05-23 11:25:00,4.583,BLIN Me likey 455s
mrinvestorpro,,2019-05-23 11:19:00,4.599,BLIN adding here variables intact If so buying here il have my assistant check Buy if intact this is no brainer regardless
NoRedDays_,,2019-05-23 11:19:00,4.599,BLIN Double bottom bounce play
mrinvestorpro,,2019-05-23 11:17:00,4.617,BLIN
Kassy_RocketingStocks,,2019-05-23 11:17:00,4.617,BLIN trying to make a red to green move
mrinvestorpro,,2019-05-23 11:16:00,4.617,BLIN so we know what both sides feelLike effing autocorrect il kill it one day lol
Hirvenpaska1,True,2019-05-23 11:16:00,4.617,BLINtoo cheapmust buysoon over 10easy
mrinvestorpro,,2019-05-23 11:15:00,4.617,BLIN remember ying and yang people They exist so I know what both sides feel like All downside is temporary in my world Yours aswell now
Hopupinu,True,2019-05-23 11:14:00,4.617,BLIN paints dry
bbond1987,,2019-05-23 11:08:00,4.69,BLIN SL hitdang
TonyKLestor,,2019-05-23 11:07:00,4.69,BLIN Subpenny stock after including the two 51 reverse splits 000376 47050 then divide by 5 then divide that quotient again by 5 and you get 3 tenths of a cent
TonyKLestor,,2019-05-23 11:03:00,4.707,BLIN is at 94 cents pre501 reverse split If I included the other reverse splits probably barely one penny now
TonyKLestor,,2019-05-23 10:57:00,4.7,BLIN CPR might be too late The white sheet is ready
potluck888,True,2019-05-23 10:56:00,4.7,Dman20200 think we need another cpr for BLIN lol
Nomisma,,2019-05-23 10:45:00,4.691,BLIN Buy order set for 400
TonyKLestor,,2019-05-23 10:42:00,4.695,BLIN And back to the 50000000 authorized shares bitcheck this out before the split BLIN raised the authorized shares to 25 billion knowing the the 501 rs would bring that right back to 50 million And we are supposed to take this company seriously LOL
LastManTrading,,2019-05-23 10:41:00,4.69,BLIN out here small loss will run but seems not now
Nomisma,,2019-05-23 10:36:00,4.712,BLIN Dont underestimate their ability to drive this down to 400 and below
Hopupinu,True,2019-05-23 10:30:00,4.72,BLIN nice to see green
JM83_46,,2019-05-23 10:28:00,4.709,BLIN good stock to flip if playing with patience
franny89,,2019-05-23 10:27:00,4.709,BLIN Lower yesterday than today is what i really meant to say lol
BlueBird007,True,2019-05-23 10:26:00,4.709,BLIN Hold strong Any PR will straight take away over 2 digits Won 2 big contracts with fully funded
TonyKLestor,,2019-05-23 10:24:00,4.69,BLIN In the 10Q numbers reflect prers of 501 an almost fourfold rise in shares outstanding in just six months 324826 at March 31 2019 and 84005 at September 30 2018 issued and outstanding
Gornography,True,2019-05-23 10:24:00,4.69,BLIN dropping on low volume Probably repeat yesterdays chart Holding and buying
MBoardman88,,2019-05-23 10:23:00,4.732,BLIN this is going lower before we go higher just wait for it
franny89,,2019-05-23 10:23:00,4.732,BLIN not selling though
SaveTheOceans,True,2019-05-23 10:22:00,4.64,BLIN ceo fully funded going forward Huge contacts
franny89,,2019-05-23 10:22:00,4.64,BLIN it went lower today than it did yesterday
TonyKLestor,,2019-05-23 10:21:00,4.635,BLIN Did anyone notice that after the 501 reverse split that the authorized shares 50 million did not change Warning Will Robinson DILUTION will come some day
TonyKLestor,,2019-05-23 10:18:00,4.712,BLIN This has become a good day trading stock Goes to 465470 then back to 500ish But the pumping is sick
MBoardman88,,2019-05-23 10:16:00,4.72,BLIN waiting for the next flush
m2kae,True,2019-05-23 10:14:00,4.72,DFFN ABIO TBLT BLIN Pennys are dead right nowneeds major cpr
Hopupinu,True,2019-05-23 10:13:00,4.672,BLIN just waiting and holding
botanist,,2019-05-23 10:12:00,4.698,OBLN PRTO DFFN BLIN which to average down on
oeja11,,2019-05-23 10:10:00,4.697,BLIN just added 47 0 Gotta average this down I think hope itll pay off in the long run
Rickdiculous81789,True,2019-05-23 10:09:00,4.697,BLIN adding at 470 for a swingbounce play
Sparkys226,True,2019-05-23 10:06:00,4.695,BLIN rollercoaster stock Avging down while i can 52 atm
basmuruga_5,True,2019-05-23 09:58:00,4.738,BLIN we will cross 52 soon red to green
TonyKLestor,,2019-05-23 09:55:00,4.76,BLIN Authorized shares 50000000 Plenty of room for dilution secfilingsnasdaqcomfilin
ChartMill,,2019-05-23 09:54:00,4.76,Based on estimates for the next 2 years BLIN will show a very strong growth in EPS 7852 on average per year chartmillcomanalyzephpu
LongIslandBull,True,2019-05-23 09:54:00,4.76,BLIN people on this board calling it a trash stock when its down on 37k shares traded and the Dow down nearly 400 points lol
EvilWillPerish777,True,2019-05-23 09:54:00,4.76,BLIN get it to 465 if you have big bear balls
TonyKLestor,,2019-05-23 09:50:00,4.779,BLIN I still cant find that 550 from yesterday that someone was absolutely 100 sure wed have yesterday by the close Did you find it Meanwhile Im seeing 472 right now
alexm050,,2019-05-23 09:48:00,4.72,BLIN trash
alexm050,,2019-05-23 09:48:00,4.72,BLIN no volume
Seventylife,True,2019-05-23 09:44:00,4.742,BLIN so these loser bears stfu
TonyKLestor,,2019-05-23 09:43:00,4.776,BLIN Wheres the premarket rahrah now
Gornography,True,2019-05-23 09:40:00,4.75,BLIN 10 minutes of trading folks lol relax
HuggieNoonan,,2019-05-23 09:39:00,4.846,BLIN god this stock is a disappointment
GoingforGains79,True,2019-05-23 09:36:00,4.82,BLIN stop selling and let rise
LongIslandBull,True,2019-05-23 09:34:00,4.903,BLIN grabbed more 484
