Travolta,True,2019-05-31 15:57:00,5.46,PRPO what a slow painful bleed today
kror74,True,2019-05-31 13:28:00,5.5,PRPO base at 550
jazzmaster13,True,2019-05-31 13:28:00,5.5,PRPO I cant remember if I read this somewhere or not Do we know when Ilan is picking up shares exactly or has that not been published and Im crazy
BioBaloney,False,2019-05-31 13:26:00,5.5,PRPO Company burning cash Secondary coming Prepare for a Tsunami of new stock flooding the market
VampireHoldings,True,2019-05-31 13:26:00,5.5,PRPO as the day rages on Heres Johnny
Wotdf,,2019-05-31 13:26:00,5.5,PRPO with all the low float madness lately this thing is bound to spike hard on some solid news
Realcashcow_,,2019-05-31 13:26:00,5.5,HEB good opportunity at PRPO
Kraki,,2019-05-31 13:25:00,5.5,PRPO day traders have been mostly out of this for sometime still supply of shares is very very low The overall market isnt a real factor when there are only a few million shares to be had at any price Simple supply and demand here with little risk of supply increasing any bump in demand will have an out sized impact Relax and enjoy the moment The forest is health the smell of pine strong
Realcashcow_,True,2019-05-31 13:25:00,5.5,PRPO back in
KashFloh,True,2019-05-31 13:23:00,5.511,PRPO nothing but green candles lately lets get this sucker going
kror74,True,2019-05-31 13:22:00,5.511,PRPO
Shamannoodles,True,2019-05-31 13:20:00,5.52,PRPO ok here we go Let the wierd afternoon action begin
bcord,,2019-05-31 13:18:00,5.52,PRPO Spatula Nation
Shinshady,True,2019-05-31 13:14:00,5.54,PRPO ok just checkin in to see who is losing their minds and jumping ship Bloody market for past 3 weeks Cant wait til market turns
Cthru,,2019-05-31 13:11:00,5.51,PRPO anyone else just LOVING this volume Im in it for the crazy
Cthru,,2019-05-31 13:10:00,5.51,PRPO Long means long
RRWebb,,2019-05-31 13:09:00,5.51,PRPO i can wait
KashFloh,True,2019-05-31 13:05:00,5.5,PRPO volume is abysmal at 200k Yall are dumb as rocks if youre scared of this price range
rotoking20,True,2019-05-31 13:03:00,5.529,PRPO OK this might be a better picture
rotoking20,True,2019-05-31 13:02:00,5.521,PRPO The PRPO express is coming Its not here yet but you dont want to be on the tracks when it comes
PushaT,,2019-05-31 12:59:00,5.516,PRPO loaded up another 1200 sharesto all the bears who only show up on a red day
kiran760,True,2019-05-31 12:56:00,5.516,PRPO Back to prpo with 7700 shares
DRUNKSKULLFACE,,2019-05-31 12:55:00,5.519,PRPO timber
AegonTargaryen,True,2019-05-31 12:51:00,5.51,PRPO We are sitting at support This is fine Has anyone seen the markets today I am going to be in tears when the boom comes Im going fishing and going to enjoy my weekend at the lake
_R34_,True,2019-05-31 12:50:00,5.51,PRPO is 200k right smh
Nhaff2019,,2019-05-31 12:50:00,5.51,PRPO Ready to launch off the 50 AHs or Monday after CEO gets his
Guitarjesus,,2019-05-31 12:48:00,5.51,PRPO there is more volume in my stool sample today
PropheticExtinction,,2019-05-31 12:46:00,5.51,PRPO Market goes back to green on JuneFucking RH made me cover 2 grand Oh Mah God
Mlevere1988,,2019-05-31 12:45:00,5.502,PRPO yep those tariffs are sure working for our economy
32Kilo18,,2019-05-31 12:43:00,5.512,PRPO June should be a good month
ChartMill,,2019-05-31 12:43:00,5.512,PRPO has an average volume of 12305800 This is a good sign as it is always nice to have a liquid stock chartmillcomanalyzephpu
32Kilo18,,2019-05-31 12:43:00,5.512,PRPO Dont forget about IV Cell validation trials It will prob take a few more weeks
TMoneyBidness,,2019-05-31 12:36:00,5.5,PRPO from a tech analysis perspective this is falling on very low volume Might dip to 450 but I think were hitting 800 in the next two weeks
Smit2732,True,2019-05-31 12:35:00,5.5,PRPO it almost looks like Monday will be a good day to buy more
kw30,True,2019-05-31 12:34:00,5.5,PRPO could be worse could be an auto stock I have some and it aint doing well since the whole mexican tariff tantrum
JussieSmutlett,,2019-05-31 12:31:00,5.506,PRPO Dont worry guys and gals Huge revs from that Egypt deal will make this a huge break out stock soon Mark this post
rotoking20,True,2019-05-31 12:30:00,5.506,PRPO Howdy all The stock market is down big again today and PRPO is following along Stay fast LT holders our good days are ahead
Chemocles2,True,2019-05-31 12:28:00,5.51,PRPO AAAAHHHHH THE SKY IS FALLINGSeriously no it is not Long and Strong all the way to payday
flyingjules,,2019-05-31 12:26:00,5.51,PRPO props to the pumpers on this board
VampireHoldings,True,2019-05-31 12:24:00,5.509,PRPO Tonights Poison Have a great Weekend with Ilans stock purchase out of the way on Monday expecting some big PRs
Montigity,True,2019-05-31 12:17:00,5.505,PRPO this stock will soar once people start receiving their vests mark my words
Bullshizz,True,2019-05-31 12:09:00,5.51,PRPO
kas_5ah,,2019-05-31 12:09:00,5.51,PRPO why dost thou forsake me
BioBaloney,False,2019-05-31 12:05:00,5.509,PRPO scam stock This company specializes in putting out PRs and news with zero numbers on BS contracts in 3rd world countries like Empty Get real this company burns cash and is a zero
CBSCapital,True,2019-05-31 12:03:00,5.514,PRPO
BioBaloney,False,2019-05-31 11:58:00,5.54,PRPO Exciting news Mo has figured out how to maximize cooling his camel with ICE Youll never guess where he puts the cubes
Jbrock90,True,2019-05-31 11:57:00,5.51,PRPO my song tonightIts friday after 5 i got here just in time went ahead and wet a line before i went and lost my mindAnd i aint been here long but the bobbers in the pond goin up down up down up down Tonight we gunna raise a whole lot more than kane cus theres miney in the bank and tomorrows saturday so if they pass that 5th of jack this way imma turn it up down up down up doowwwn
Smit2732,True,2019-05-31 11:57:00,5.51,PRPO look at that 1 month MACD Eww Look out though shes wound up tighter than a brand new two dollar watch
JussieSmutlett,,2019-05-31 11:54:00,5.51,PRPO Lets do some math Todays price in Pre Split dollars or cents is 0366 cents OUCH Great job Ilan You are doing a swell job אתה אידיוט
Jlebby17,True,2019-05-31 11:53:00,5.5,PRPO just confirmed they have a representative from PRPO most likely Ilan or Ori attending the ASCO conference in Chicago American Society of Clinical Oncology its being held from May 31June 4th
PKizzle,,2019-05-31 11:53:00,5.5,PRPO PRPO OVID
dennismccain,,2019-05-31 11:45:00,5.561,PRPO This stock has been a 30 day disaster Its half of what it was at the beginning of the month and Im not seeing any attempt at a reversal yet
Ryute30k,,2019-05-31 11:43:00,5.512,PRPO Really more tariffs They just signed a trade deal
FourConcreteBlocks,,2019-05-31 11:43:00,5.512,PRPO sorry guys wrong post
stocktowatch7,,2019-05-31 11:42:00,5.512,PRPO here goes on stocksequitycomactivesto
FourConcreteBlocks,,2019-05-31 11:39:00,5.503,PRPO
Smit2732,True,2019-05-31 11:39:00,5.503,PRPO benzingacomnews1905138
_R34_,True,2019-05-31 11:38:00,5.516,PRPO
ChartHawk,True,2019-05-31 11:37:00,5.501,PRPO Flag MacD crossed on the 123 5 We will close higher LOAD into ASCO weekend You wont know what hit you on Monday Remember this is a low float since RS My guess is it is tightly held Dont get flushed
AegonTargaryen,True,2019-05-31 11:35:00,5.501,PRPO Good day to relax and do other things No one should be making too much anywhere today This is no different Everyday cant be green Especially when we are fighting allies in trade and having rough economic reports across various industries Plus its a Friday I try to ignore the market most Fridays ob general principle
Pfiddy,True,2019-05-31 11:35:00,5.501,PRPO just bought 700 more shares What the hellits Friday
FourConcreteBlocks,,2019-05-31 11:29:00,5.508,PRPO Look at the week after last years memorial day weekend Look at the board All Red
MB07,False,2019-05-31 11:25:00,5.509,BLIN PRPO RBZ MYT Well today sucks ass
Permabull99,True,2019-05-31 11:24:00,5.515,PRPO spatula engaged
Spuddyy,,2019-05-31 11:24:00,5.515,GNCA This is my favorite play for power hour and AH weekend hold clinical results coming out tomorrow 25 price targets amongst multiple analysts ELTK PRPO OBLN
dixonj,True,2019-05-31 11:24:00,5.515,PRPO
dixonj,,2019-05-31 11:23:00,5.515,PRPO last two times we were down this low She shot up fast
Jodahak,True,2019-05-31 11:23:00,5.515,PRPO beginning of a cup and handle
JussieSmutlett,,2019-05-31 11:23:00,5.515,PRPO Looks like I was right yet again This is tanking like Ilan back when he was in the IDF
FourConcreteBlocks,,2019-05-31 11:18:00,5.481,PRPO Lv2s
Permabull99,True,2019-05-31 11:18:00,5.481,PRPO 530 has been the bottom Is the bottom Will be the bottom relax
Burnabagel,,2019-05-31 11:17:00,5.47,PRPO anybody got level IIs
GGSDad,False,2019-05-31 11:16:00,5.47,PRPO I told you I was going to shirt this trash lol
FourConcreteBlocks,,2019-05-31 11:16:00,5.47,PRPO Heading South to 400 Lv2s say so too
kror74,True,2019-05-31 11:15:00,5.47,PRPO Any idea where the bottom is
TheShape78,True,2019-05-31 11:13:00,5.498,PRPO Is it going to pop
ChartHawk,True,2019-05-31 11:13:00,5.498,PRPO Pretty stupid to hold short into this weekends ASCO Best cover is now See Europe
ChartHawk,True,2019-05-31 11:12:00,5.515,PRPO SPY QQQ Europe is up 100 pts higher than us into the closing hours See weeklys
ChartHawk,True,2019-05-31 11:09:00,5.514,PRPO MacD just crossed up on the 2 min
ChartHawk,True,2019-05-31 11:09:00,5.514,PRPO Based on todays chart there is big AD right in this area Tight Demand
ChartHawk,,2019-05-31 11:08:00,5.514,PRPO We are at 153K volume and 300K have to cover just from yesterday
ChartHawk,True,2019-05-31 11:06:00,5.5,PRPO Short sale volume percent for PRPO is 52 on May 30 2019 The short sale volume is 282787 The total volume is 544738
boronze,True,2019-05-31 11:04:00,5.509,PRPO the more i average down the more it drops im i jinxing this no more averaging down LOLsee u LT bulls next year stay strong
Meatball89,True,2019-05-31 11:02:00,5.518,PRPO
Jsmithxc11,True,2019-05-31 11:02:00,5.518,PRPO everyone wants news every day that aint it chief let the real chief do his thing if youre impatient then maybe go play other stocks that bio companies
stocknewbster,,2019-05-31 11:01:00,5.54,PRPO FML
JacquesP,,2019-05-31 10:57:00,5.51,PRPO another day under 6 when would 6 become supportwe need new high lows
CRosebushes,,2019-05-31 10:57:00,5.51,PRPO waiting for 4ISH again
RRWebb,True,2019-05-31 10:56:00,5.51,PRPO maybe someone start and OBLN buyout rumor
SixStringKing,True,2019-05-31 10:54:00,5.51,PRPO When HSGX is your hot stock on the watchlistyou know the market is sheee it
TumTumss,True,2019-05-31 10:49:00,5.5,PRPO holding because im not an over emotional bitch
claudy75,,2019-05-31 10:49:00,5.5,PRPO
Gigi2019,,2019-05-31 10:48:00,5.5,PRPO Officially a bag holder sad face again
Spuddyy,,2019-05-31 10:45:00,5.461,PRPO my bag really cant get any heavier here Im done averaging down will just hop to break even in a year 60000 holding PRPO strong Keep head up bulls need 2 prs in one week for squeeze to 9
LoOseMoNeY,False,2019-05-31 10:44:00,5.453,PRPO Any day now you know there were a lot of people that shat on me for this post but without news this was inevitable And if no news continues yes it hasnt gone below 5 but I started tracking this around or above 10Thats a 45 drop to current price
Scotty_P,True,2019-05-31 10:44:00,5.453,PRPO Guys just think about it How long can they sit on this manufacturer and lab partner news One maybe two months Maybe three at the longest Point is tracking the SP daily will drive you nuts Keep the faith and channel your inner Warren Buffet lol
SixStringKing,True,2019-05-31 10:43:00,5.454,PRPO Imma gonna be a thousandaire when this pops
Jsmithxc11,True,2019-05-31 10:39:00,5.54,PRPO slow day and Friday selloff Not worried bc Im long here and waiting for the big news But for now RGSE and HSGX looking good
KillerRN02,,2019-05-31 10:39:00,5.54,PRPO news and volume will spike this fast Low float
NinjaBob,True,2019-05-31 10:36:00,5.564,PRPO appears hanging near above EMA50546 looking bounce watching by EODEOW
Scotty_P,True,2019-05-31 10:36:00,5.564,PRPO KXIN YRIV
ZeroCoolX,True,2019-05-31 10:32:00,5.537,PRPO bull LT
AJ_30,,2019-05-31 10:30:00,5.51,PRPO ugh Im losing faith This company looks like it can do great things but its just red day after red day
SixStringKing,True,2019-05-31 10:30:00,5.51,PRPO Remember 10 EOD pumpersyeahwell were tracing down to the original price before the RS Way bullish LTlike most here No nacho dipping hats for Trump I am glad he is using nationalist policy no matter what the cost In the end this is going to be huge for USA Watch
Hou_Trader1,True,2019-05-31 10:28:00,5.502,PRPO This isnt a real decline just low volume will spike
Nhaff2019,,2019-05-31 10:24:00,5.51,PRPO Extremely jealous atm Waiting on funds while PRPO is forming the mother of all spatulas Spatulacity
LetsMakeADollar,True,2019-05-31 10:23:00,5.51,PRPO got in at 551 lets see 6 today
Jeff_Kaitlyn,True,2019-05-31 10:23:00,5.51,PRPO brought my SPY money herepicked up another 350 sharesnew avg 571
Chemocles2,True,2019-05-31 10:22:00,5.51,PRPO well if you bought the pop on the news yesterday hoping to make a quick buck I have bad news for you You wont today The silver lining on the cloud is that you have a FANTASTIC opportunity to join the rest of the denizens of Spatula Nation in our steady march toward Q3 and Q4 when this thing will pay and pay and pay
immastealyoshares,,2019-05-31 10:21:00,5.509,PRPO Fucking Trump Now my guacamole is gonna cost more
Scotty_P,True,2019-05-31 10:21:00,5.509,PRPO big money should be buying huge at these levels
NinjaBob,True,2019-05-31 10:20:00,5.506,PRPO looking for good bounce up nearing EMA50 50dma Bollinger 2020 funnelingNarrowing inside Keltner Channels Sign Potential Bounce coming
Hou_Trader1,True,2019-05-31 10:19:00,5.504,PRPO Down on bs low volume Should rally any minute
Guitarjesus,,2019-05-31 10:15:00,5.518,PRPO sold 579 premarket back in at 544 it could be worse
Hou_Trader1,True,2019-05-31 10:15:00,5.518,PRPO this mofo is going to rally Volune is bs 78000 shares
SixStringKing,True,2019-05-31 10:15:00,5.518,PRPO Just remember most companies that execute reverse stock splits falter and many dont survive This is speculative investing so make sure you do your homework Vegas East
bcord,True,2019-05-31 10:14:00,5.516,PRPO Aw jeez Just looked at whole market Its bleeding profusely No concern that we are down too Before too long we will have our day in the sun
SkyhookJesus,True,2019-05-31 10:14:00,5.516,PRPO converted todays paycheck into PRPO Next few months look great from here
NJones10259,True,2019-05-31 10:13:00,5.516,PRPO God the other ST forums can get so hostile thank God for the PRPO board Serious creeps on other boards
NinjaBob,True,2019-05-31 10:11:00,5.519,PRPO began some time ago at over a thousand reason listed as such was it split a lot most companies would have gone out of Business long ago but PRPO very strong explains Why Wide Swinger reverse split end of Apr should tell you something this company changing direction moving back higher has Point Figure Pattern Chart with Bullish POs of 22 Most companies have 2000 Target for PRPO
jllyons04,,2019-05-31 10:10:00,5.518,PRPO
Slugzbunny,True,2019-05-31 10:10:00,5.518,PRPO 2XBottom 10Day
ChartHawk,True,2019-05-31 10:10:00,5.518,PRPO 550 Big Buy zone AD
jazzmaster13,,2019-05-31 10:10:00,5.518,PRPO gotta love the long term hold that consistently drops your portfolio 12 every day
SendHelp,,2019-05-31 10:09:00,5.504,PRPO bought another 140 Almost tapped out of free cash
phlprkr,True,2019-05-31 10:07:00,5.54,PRPO
Slugzbunny,True,2019-05-31 10:07:00,5.54,PRPO What a Friday lol oh well still holdingCant do much about systematically reducing risklosses associated with political issuesWe all in
Marelli321,,2019-05-31 10:05:00,5.545,PRPO I feel like my computer is frozen
Marelli321,,2019-05-31 10:02:00,5.569,PRPO
CaptObvious2014,,2019-05-31 10:02:00,5.569,PRPO Do or Die
Danielito55,True,2019-05-31 09:58:00,5.55,PRPO take advantage of the dip This is a ridiculous price for such a great stock managed by beasts Just wait for good news and this bitch will hit 79 Mark my words
KDog73,True,2019-05-31 09:58:00,5.55,PRPO you guys realize 5 yrs ago this stock was at the equivalency of 1700 per share and now its 5xxouch
NinjaBob,True,2019-05-31 09:57:00,5.55,PRPO 5dma589 still above 8dma587 base line Trend still Bullish looking for a bounce back higher with bottom candle stem on a line
bcord,True,2019-05-31 09:56:00,5.551,PRPO Im in too deep on this but couldnt resist Bought 170 more just now Cant help myself HAHA
RRWebb,,2019-05-31 09:54:00,5.6,PRPO ive been holding AMRH forever and it finally popped
PushaT,True,2019-05-31 09:53:00,5.604,PRPO the last time this hit 540s it jumped right back to 630 a few hours later Stop panicking
ChartHawk,True,2019-05-31 09:52:00,5.564,PRPO 576 are the first real shares for sale better take the fluff they stack You own them cheap or they get cheap cover marketscboecomusequitie
NinjaBob,,2019-05-31 09:52:00,5.564,PRPO looking for a bounce EMA50 has been rising since last Sine Cycle Low on May 21st535 EMA50 now 546 next line rising 50dma526
Desjardb,,2019-05-31 09:52:00,5.564,PRPO I suspect the company was waiting for their staff to buy shares at lower prize before making the manufacturer and contract news
swimmingxc21,,2019-05-31 09:52:00,5.564,PRPO Just an FYI for any RH users If you use RH gold they will charge you the 5 bucks out of your account and not direct draft If you dont have 5 in your account they will pull it margin and lock your account from trading Even if your a cash account
mhuff,,2019-05-31 09:51:00,5.574,PRPO will move higher in the long run Here is a small stock that isnt getting a lot of notice that released good earnings report today and can possibly make some money on it YIN
Chemocles2,True,2019-05-31 09:50:00,5.66,PRPO that dip to 544 It was still 330 of the 52 week low We are doing just fine Relax
Renegade55,True,2019-05-31 09:48:00,5.613,GBTC ETCG hold PRPO
RRWebb,True,2019-05-31 09:48:00,5.613,PRPO how many panic sold Should load in the 5s
ChartHawk,True,2019-05-31 09:48:00,5.613,PRPO meetingsascoorgamattend
RRWebb,True,2019-05-31 09:47:00,5.566,PRPO good Get it over and get bears out Sooner we do the sooner they cover
NJones10259,True,2019-05-31 09:46:00,5.554,PRPO hold tight MM saw a stop heshe wanted and is getting it I put a treat out there a couple weeks ago just to see and heshe immediately went and got it
KDog73,True,2019-05-31 09:45:00,5.554,PRPO this looks badcould be headed to 2si sure hope not
Scotty_P,True,2019-05-31 09:45:00,5.554,PRPO wtf
King_Danimal,True,2019-05-31 09:45:00,5.554,PRPO This stockCompany is strong and in good shape The overall market is taking a SHITE today so just sit back and let it play out Might be a good time for the shorts to drop out at these prices Dont be the last one holding Shorty
bolson1980,True,2019-05-31 09:45:00,5.554,PRPO its a MM stop loss raid Buy it up
jzaskar,True,2019-05-31 09:45:00,5.554,PRPO just a simple stop loss raid No biggie
NinjaBob,True,2019-05-31 09:44:00,5.551,PRPO just glad 3 weeks ago I exited Blue Chip Rising Dividends adding more Utilities
js26,,2019-05-31 09:44:00,5.551,PRPO this is just ridiculous anymore wtf
Realcashcow_,,2019-05-31 09:44:00,5.551,PRPO back to 4s
GianNico15,,2019-05-31 09:43:00,5.453,PRPO stop loss getting hit
bolson1980,True,2019-05-31 09:43:00,5.453,PRPO well time to dig into my dry powder and start buying more
Yeetzus,,2019-05-31 09:43:00,5.453,PRPO 544 really
NinjaBob,,2019-05-31 09:39:00,5.63,PRPO 560
immastealyoshares,,2019-05-31 09:39:00,5.63,PRPO Some nice tutes buying Susquehanna in for over 800k sh httpsfinteliosousprpo
Jbrock90,,2019-05-31 09:38:00,5.601,PRPO good morning my loves
ChartHawk,True,2019-05-31 09:37:00,5.601,PRPO Buy what they sellmarketscboecomusequitie
