ShuelmTradeGreen,True,2019-05-30 15:57:00,1.256,BIOC who are these huge sellers on level 2
Nothing100percent,,2019-05-30 13:57:00,1.236,BIOC 5th highest volume today with stocks that have 15M to 30M Shares
stockwuzet,,2019-05-30 13:57:00,1.236,BIOC has no power 2day
visual,True,2019-05-30 13:56:00,1.236,BIOC You may suggest to block me what you cannot block is a Stock move UP friend
tanman1985isback,False,2019-05-30 13:55:00,1.24,BIOC Why cant people accept the truth Do not live in denial Sell those shares Even for a large loss At least you will have your dignity Please I beg you Sell them for me
visual,True,2019-05-30 13:51:00,1.24,BIOC Stupid Keep going UP its about time
visual,True,2019-05-30 13:47:00,1.24,BIOC You may start from the 130 and then to first resistance That what TA saying
tanman1985isback,False,2019-05-30 13:47:00,1.24,BIOC the CEO and just had lunch and Mcdonalds and he told me he wants the stock down to 1 and below so they can do a RS Weird right
RooRoo1568,True,2019-05-30 13:45:00,1.24,BIOC basing and basingwants to go green
visual,True,2019-05-30 13:44:00,1.24,BIOC It is not hard to find out what will happen Stock will go UP and you hopefully do not go against your own logic
Nothing100percent,,2019-05-30 13:44:00,1.24,BIOC The Monthly VWAP has not been affected by price action since 520 and 521 Its flat Thats a sign of consolidation
Nothing100percent,,2019-05-30 13:41:00,1.26,BIOC The Market is going to do what it wants But I will say that I wouldnt short right now Lots of other stocks to short with bad news and indicators that look much better Set VWAP to Monthly instead of Daily We are way below Monthly VWAP We are over 15 below Monthly VWAP Hard to believe its going to fall much more but anything can happen
tanman1985isback,False,2019-05-30 13:36:00,1.24,BIOC We almost under 26k followers Just need two more to unwatch Yay
tanman1985isback,False,2019-05-30 13:35:00,1.25,BIOC Unbreakable wall at 126 Back to 1 where this belongs amirite
visual,True,2019-05-30 13:35:00,1.25,BIOC Make a lot of sense
Rmarrero50,,2019-05-30 13:34:00,1.25,BIOC 130 technical analysis indicates move back to 128 and possibly north of 130
visual,True,2019-05-30 13:32:00,1.252,BIOC This price is not forever To sell short simply stupid So you as well start to cover short positions while stock is Oversold
pinksocking,True,2019-05-30 13:19:00,1.249,Stocking up at BIOC new floor
MrBalboa,True,2019-05-30 13:16:00,1.241,BIOC pretty please hold at this level found some more cash tucked away but cant get until tomorrow
tanman1985isback,False,2019-05-30 13:11:00,1.234,BIOC Back from my lunch break yall Notice that we are down 10 followers Smart people know this is going down Save yourself
Nothing100percent,,2019-05-30 13:05:00,1.24,BIOC Hard to believe nvax is going to stay at these levels much longer They are at All Time lows and look at the Wk timeframe They have a lot in the pipeline They really didnt pop up after the reverse split I suppose a lot of people got burned on the drop of 2016 and 2019
00blockchain000,True,2019-05-30 13:02:00,1.24,BIOC added 1000 thank you
visual,True,2019-05-30 12:54:00,1.241,BIOC When everybody SELL You should BUY And when Everybody BUY you should SELL
LSousa76,True,2019-05-30 12:49:00,1.24,BIOC No more people for short BIOC they know from here its impossible to go down they will run away soon Just crazy people will thinking in short here
tanman1985isback,False,2019-05-30 12:47:00,1.24,BIOC really getting impatient here guys Is it so much to ask just to bring this thing down to 1 by the end of the day I dont believe so
BEARHODL,True,2019-05-30 12:46:00,1.24,BIOC In again
tarre86,,2019-05-30 12:44:00,1.24,BIOC what is the triggers in the coming months
pinksocking,,2019-05-30 12:43:00,1.24,BIOC looks like folks have held this here to stock up on shares
Nhaff2019,True,2019-05-30 12:33:00,1.23,BIOC Am I the only one contributing to the run Move your bids up Start hitting the ask and it will run away
visual,True,2019-05-30 12:32:00,1.236,BIOC MMs have a choice go to sleep or have martinis now at lunch
tanman1985isback,False,2019-05-30 12:23:00,1.23,BIOC Hey guys I know you will miss me dearly but I am very hungry and need to go get some food Please dont worry because I will be back with more of the truth Oracle of ST
visual,True,2019-05-30 12:19:00,1.23,BIOC True floor established Bears and Day traders better cover you positions while it is cheap
tanman1985isback,False,2019-05-30 12:16:00,1.23,BIOC Now I would never diss my own BIOC just to get recognitionTake a second to listen fore you think this record is dissinBut put yourself in my position just try to envisionWitnessin your mama poppin prescription pills in the kitchen BIOC going to 1 after this mention
coach_mike_franks,,2019-05-30 12:15:00,1.24,BIOC The bears will help pump this back up soon Looks like 124ish is the new floor
visual,True,2019-05-30 12:14:00,1.242,BIOC O you dont have volume You will not have it in this frozen kingdom
Nothing100percent,,2019-05-30 12:11:00,1.247,BIOC CRMD did the same thing in July of last year Look at the Wk timeframe Looks kinda similar Went from 120 to 1100 in 12 weeks This thing is going to make the real jump when its done wearing everyone out Im not in a rush Ill hold CRMD was dropping for years prior to that just like BIOC CRMD is still up over 300 from the July 2018 lows
biinL8,,2019-05-30 12:09:00,1.245,BIOC seems to hold around 120 well for the past days What is your opinion AZOZ
Doc89er,True,2019-05-30 12:05:00,1.239,BIOC Visual tanman1985isback I usually dont mention thingsbut you set up an account May 29 2019 and seem hell bent on trashing only this stock Dude What is your problem here You set up a trashing account YESTERDAY Please
tanman1985isback,False,2019-05-30 12:05:00,1.239,BIOC You see I actually care about you guys Unlike the bulls who want you to be trapped in this stock because as the old saying goes misery loves company So please please sell and be happy Thank you
visual,True,2019-05-30 12:04:00,1.237,BIOC What a shame At least my ALGO RED HOT for a Move
visual,True,2019-05-30 12:02:00,1.24,BIOC It is warmer in the useless crowd
tanman1985isback,False,2019-05-30 12:01:00,1.24,BIOC It is over guys Please I care about you very much I dont want you to lose more money Sell please Thank you
visual,True,2019-05-30 11:58:00,1.237,BIOC You need magic news and everything about Stock Potential doesnt matterStock will be selling tests for every system and organ of human Body And you still will be waiting for blessing No wonder China put patents they as well BUY using them from somebody else
Nicolayms,,2019-05-30 11:54:00,1.23,BIOC This had a similar pattern when it hit 3 but the support got dropped because of dilution of shares Considering their warrants are bringing in an extra 12M on top of their already 14M with no long term debt theres an Incredibly small chance of them doing another dilution anytime soon so pretty sure this will become a support area with it starting to go up slowly as investors realize some of the volatility will be going away because of that
tanman1985isback,False,2019-05-30 11:53:00,1.234,BIOC Give them hope then take it away That is sweet
tanman1985isback,False,2019-05-30 11:50:00,1.24,BIOC Guysgals just let it go Sell for a loss It is okay This thing will never go back up
visual,True,2019-05-30 11:49:00,1.232,BIOC Frozen crowd without any self opinion what are you waiting
visual,True,2019-05-30 11:46:00,1.225,BIOC Why are you frozen because we should sit between 12224 Somebody put a stamp How much this persons know
ResilienceMind,,2019-05-30 11:43:00,1.22,BIOC manifesting all time lows considerable consolidation has taken place Can witness Price Action PA to head towards bullish territory initial R Level 165
kokokaka,,2019-05-30 11:42:00,1.224,BIOC TBLT AVEO OGEN Nothing to watch here for few days or week
tanman1985isback,False,2019-05-30 11:41:00,1.226,BIOC Where were you when this thing crashed to 100 is what we will all remember neverforget
stocktowatch7,,2019-05-30 11:38:00,1.223,BIOC here goes on stocksequitycomactivesto
LedgendTrust,True,2019-05-30 11:38:00,1.223,BIOC OBLN WKHS and of course ELTK plays of the week34 50150 gains Itll be BIOCs turn soon if not EOW
Nhaff2019,True,2019-05-30 11:38:00,1.223,BIOC Too much support has to go up
Kukuroo,,2019-05-30 11:31:00,1.23,MREO If we have number of watchers like SEEL or BIOC I guess the price would already be 15 with such a good news released today
visual,True,2019-05-30 11:31:00,1.23,BIOC 134 First Resistance
tanman1985isback,False,2019-05-30 11:29:00,1.23,BIOC Price target 88
visual,True,2019-05-30 11:29:00,1.23,BIOC Target 134
visual,True,2019-05-30 11:28:00,1.232,BIOC Bioc shortly will start to move
maykel69,,2019-05-30 11:26:00,1.234,BIOC Lets get the price three dollars a share
muscogeetrader,True,2019-05-30 11:25:00,1.236,BIOC topstockalerts price target 2
Easterntrader,True,2019-05-30 11:21:00,1.235,BIOC In rare form this morning selling this to go chase onvo whatta fockin clown for real Jeez us kriste
tanman1985isback,False,2019-05-30 11:20:00,1.241,BIOC MAN OH MAN IT IS COMING BIG CRASH I TRIED TO WARN YOU I TRIED TO WARN YOU
Jsmithxc11,True,2019-05-30 11:19:00,1.242,RGSE this is looking good Hoping for good day with PRPO HSGX HEB BIOC
Vmr330,,2019-05-30 11:18:00,1.25,ELTK BLIN BIOC OTLK Picks for today
Easterntrader,True,2019-05-30 11:16:00,1.25,BIOC Loading onvo duh All out here duh I joined 52319 just to say this duh
tanman1985isback,False,2019-05-30 11:16:00,1.25,BIOC I am like soooo serious you need to sell
tanman1985isback,,2019-05-30 11:16:00,1.25,BIOC Guys just sell this garbage What the heck are you doing
Nothing100percent,,2019-05-30 11:14:00,1.245,BIOC Considering the news the 1h time frame looks good over the past 6 trading days Looks horizontal with a couple healthy green candles Im holding
PROMETHEUS840,,2019-05-30 11:13:00,1.241,BIOC i bought this shit at 193im dumb
JstInTime,True,2019-05-30 11:06:00,1.244,BIOC OBLN Back to BIOC
Bioguyswing,,2019-05-30 11:03:00,1.232,BIOC all out here Loading ONVO now
tanman1985isback,False,2019-05-30 11:03:00,1.232,BIOC okay you had your fun now you can run back to your holes bulls since this is going back down
ChartMill,,2019-05-30 11:00:00,1.239,BIOC has only a medium technical rating but it does show a decent setup pattern chartmillcomanalyzephpu
Nothing100percent,,2019-05-30 11:00:00,1.239,BIOC Typical reaction next week Damn I knew it was going to go up and I didnt buy in Now look at it Im not buying in now ugh The next day It went even higher today Damn
cwbrown08,True,2019-05-30 10:59:00,1.239,BIOC back in here Wishing more funds would clear so I can buy buy buy
tanman1985isback,False,2019-05-30 10:57:00,1.246,BIOC lol bulls only come out when this thing moves up Pretty sad and pathetic
Webulls,,2019-05-30 10:56:00,1.242,BIOC d d dd deported
Kosrae,True,2019-05-30 10:55:00,1.244,BIOC watch out
plsrocket,,2019-05-30 10:55:00,1.244,BIOC looks like breakout late today or AHPM tomorrow otherwise 1 dollar and gap fill to 80s Set those stop losses pretty tight
Nhaff2019,True,2019-05-30 10:50:00,1.236,BIOC Looking to breakout of the ascending triangle and rising channel Bid 123 x 67 Ask 124 x 6
1GoGoStock,,2019-05-30 10:38:00,1.233,BIOC finally starting to see green candle sticks
JstInTime,True,2019-05-30 10:38:00,1.233,BIOC volume just doubled in the last 5 minutes
muscogeetrader,True,2019-05-30 10:33:00,1.222,OBLN congrats on profits Check out BIOC
muscogeetrader,True,2019-05-30 10:32:00,1.216,PRPO look into BIOC
muscogeetrader,True,2019-05-30 10:32:00,1.216,ELTK might want to check out BIOC
edcasova,,2019-05-30 10:29:00,1.217,ELTK go to BIOC now
tanman1985isback,False,2019-05-30 10:26:00,1.21,BIOC I am going to the little boys room to tinkle When I come back please make sure we are down to at least 116 Thanks toodles
Easterntrader,True,2019-05-30 10:25:00,1.208,BIOC I figured to share while we wait for the pumpy
Easterntrader,True,2019-05-30 10:23:00,1.201,BIOC For once in ur pathetic lives be somebody Hold My life is so pathetic that my parents kicked me and my wife out of the their house and bought me a brand new townhome paid on the golf course Can you believe the nerve Well thats my story for real and I dont have a job because I aint gotta mortgage They have ruined my life Hope u alls rents arent as messed up as mine God speed
toestappin,True,2019-05-30 10:22:00,1.201,BIOC Big wall at 120 nothing happening today
visual,True,2019-05-30 10:21:00,1.212,BIOC You will not have a chance to buy this stock at this price very shortly
Nothing100percent,,2019-05-30 10:18:00,1.21,BIOC The 1h chart looks similar too On the 5m chart they are opposite today OTLK going up and BIOC going down Maybe news will come into BIOC and turn it around Mostly bots trading it now The barcode look
JstInTime,True,2019-05-30 10:18:00,1.21,BIOC OBLN
tanman1985isback,False,2019-05-30 10:18:00,1.21,BIOC Pretty sad you fake pumpers only rep your stock when its going up Shows your true colors
minicus,,2019-05-30 10:16:00,1.212,BIOC hey tanboy i susptect you aged about 10 years old wanking around with your stupid comments nobody is caring for no other toys around Godness how big is your lonliness Go on its ok but its such a pity man boy
visual,True,2019-05-30 10:14:00,1.211,BIOC Crowed scared not understanding people trying to sell Great with Outstanding Potential OVERSOLD stock
tanman1985isback,False,2019-05-30 10:12:00,1.2,BIOC All I know is Im about to hit the wall if I have to see another one of moms alcholic fitsThis is it last straw thats all thats itI aint dealin with another fkn BIOCIm like a skillet bubblin until it filters upIm about to kill it I can feel it buildin upBlow this BIOC up Ive been sealed enoughMy cup runneth over I done filled it upThe pen explodes and busts ink spills my guts BIOC dropping to 100 YUP
Nothing100percent,,2019-05-30 10:12:00,1.2,BIOC Kinda weird the coloration BIOC vs OTLKhttpstrendsgooglecomtrendsexploredatenow207dgeoUSqotlk20stockbioc20stock
tanman1985isback,False,2019-05-30 10:09:00,1.203,BIOC Next stop 116
stockwuzet,,2019-05-30 10:08:00,1.201,BIOC going to 08
tanman1985isback,False,2019-05-30 10:08:00,1.201,BIOC I told you HEHEHEHE
tanman1985isback,False,2019-05-30 10:06:00,1.21,BIOC Next stop 120 All aboard
tanman1985isback,False,2019-05-30 10:05:00,1.216,BIOC lol not many bulls in here pumping today I wonder why
Borntoearn85,True,2019-05-30 10:00:00,1.22,BIOC seriously Just gonna say this Shorties are like shit on your shoes No matter how hard you whip it off It still stinks up the placeand but not to worry just throw themIn the fire I mean wash and bam all better F shorties
tanman1985isback,False,2019-05-30 09:55:00,1.22,BIOC You must not lose faith in humanity Humanity is like an ocean if a few drops of the ocean are dirty the ocean does not become dirty that is why you must bring BIOC down to 100 Mahatma Gandhi
pinksocking,True,2019-05-30 09:52:00,1.234,BIOC
Easterntrader,True,2019-05-30 09:50:00,1.232,BIOC
Easterntrader,,2019-05-30 09:50:00,1.232,BIOC lol
Easterntrader,,2019-05-30 09:50:00,1.232,BIOC Game over
tanman1985isback,False,2019-05-30 09:50:00,1.232,BIOC Contrary to the claims of some of my critics and some of the editorial pages I am an ardent believer in the free market and that BIOC will crash today Barack Obama
tanman1985isback,False,2019-05-30 09:45:00,1.228,BIOC Total collapse before 10am
tanman1985isback,False,2019-05-30 09:42:00,1.227,BIOC I am the tan man The ST guru I callz em like I seez em And right now I seez BIOC dropping like a heineken in the hood when the police pull up
starcro,,2019-05-30 09:41:00,1.221,BIOC no volume will be dead for a while
chinazo00,,2019-05-30 09:41:00,1.221,BIOC just subscribed to mute the tanman
BEARHODL,True,2019-05-30 09:41:00,1.221,BIOC good to add
Bolce,,2019-05-30 09:40:00,1.226,BIOC piss poor start Hot action with ONVO
breaking_stocks,,2019-05-30 09:39:00,1.232,BIOC described at alphafinewscomearningsre
Inout,True,2019-05-30 09:37:00,1.223,BIOC legoo
pinksocking,True,2019-05-30 09:37:00,1.223,BIOC people feastin on low buys right now wow
tanman1985isback,,2019-05-30 09:37:00,1.223,BIOC LOWER LOWER LOWER GO GO GO HELL YEAH HELL YEAH HELL YEAH
tanman1985isback,False,2019-05-30 09:35:00,1.244,BIOC At this point it is not a question of if we will reach 1 today but how fast Any predictions
kurta1,,2019-05-30 09:34:00,1.241,BIOC
