LetsMakeADollar,True,2019-06-10 15:55:00,3.004,TXMD I got in at 291 hoping to see 321 again
fla,,2019-06-10 14:30:00,2.895,TXMD filed form 8K on June 10 142820 Item701 Regulation FD secgovArchivesedgardata
Eggrod,True,2019-06-10 14:30:00,2.895,TXMD GOT TO BUY NOW
Eggrod,True,2019-06-10 14:29:00,2.885,TXMD its all good shorty shorts In the end more profit for me and smart people like me
UltimateManiac,,2019-06-10 14:29:00,2.885,TXMD this is an absolute disaster
MR_R0B0T,True,2019-06-10 14:28:00,2.87,TXMD shorts need to scare away new retail which is why they short heavy everytime after good news If you notice they short more with good news and less with bad i wander why
Eggrod,True,2019-06-10 14:28:00,2.87,TXMD im buying all i can
Maddog64,True,2019-06-10 14:27:00,2.86,TXMD buy buy buy
MR_R0B0T,True,2019-06-10 14:27:00,2.86,TXMD on track to trigger circuit breaker
ElBigCoonWalksLate,,2019-06-10 14:24:00,2.859,TXMD What happened at 140 that caused the drop The Finz spoke Thats all you need Nice rally of DOWN 9 on INVESTOR DAY LOL
jcpicker,,2019-06-10 14:24:00,2.859,TXMD MAJOR selling going on Great job you fuckhead
Perseverance0311,,2019-06-10 14:24:00,2.859,TXMD what is going on
keremoner,,2019-06-10 14:18:00,2.925,TXMD what happened at 140 that caused the drop
jimbeam1,,2019-06-10 14:17:00,2.918,TXMD Why is someone buying a FUCK LOAD of June 4 call options even for 05 just let them expire worthless if covering a sell on them Makes zero sense to me unless they are trying to get a few million and then they will run the price up to make bank Who knows just weird
NotoriousDMD,,2019-06-10 14:16:00,2.924,TXMD can anyone share a link to the slides
Maddog64,True,2019-06-10 14:16:00,2.924,TXMD bought more at 288
lhk,,2019-06-10 14:15:00,2.918,TXMD sure price it like were going bankrupt Whats that line i use to hear market can remain irrational longer than you can remain solvent Still bullish
Eggrod,True,2019-06-10 14:15:00,2.918,TXMD ITS DAYS LIKE THIS THAT MAKE ME SMILE YOU ARE POSITIVE IT IS SHORTS DRIVING PRICE DOWN TO START TO COVER THEIR ASS
bran2,True,2019-06-10 14:15:00,2.918,TXMD Any updates on BijuvaAny word on Partnership at all
Mjcobra18,,2019-06-10 14:12:00,2.913,TXMD load up on 2021 calls guys This aint gonna be 3 pps when theyre bringing in 500 million a year
Boogirl,,2019-06-10 14:11:00,2.922,TXMD WTF
Eggrod,True,2019-06-10 14:10:00,2.929,TXMD I BOUGHT TODAY IM VERY COMFORTABLE I WILL SLEEP VERY WELL TONIGHT AFTER HEARING I WILL GET HUGE PAYOFF THANKS TO MORONS LIKE BIGELCOONGREENER ORCHARDS THAN EVER BEFORELONG AND STRONGER
lhk,,2019-06-10 14:05:00,2.932,TXMD Annovera will become one of Oprahs favorite things but we gotta wait and wait
ElBigCoonWalksLate,,2019-06-10 14:05:00,2.932,TXMD LOL TiiiimmmmmmmmBerrrrrrrrrrrrrrrrrrr Cmon ya Big Green EggHead Pump This Baby LOL Yall deserve to lose your azzz betting with The Finz
MR_R0B0T,True,2019-06-10 14:04:00,2.907,TXMD funny how all these shorts came in literally right after CC and you say this is not manipulated And dummy down here talking about how people are running for the hills lol I dont think 2 million shorts is anyone running anywhere
lhk,,2019-06-10 14:04:00,2.907,TXMD painfull just wait Annovera will become one of Oprahs favorite things
Mjcobra18,True,2019-06-10 14:03:00,2.905,TXMD 2021 options are ridiculously priced Just added 12 300 calls
ElBigCoonWalksLate,,2019-06-10 14:02:00,2.89,TXMD Finizio Stock Transaction History LOOK OUT BELOW Insider Activity IndividualTransactionsDateSharesTransactionValue12202018 92910 Disposition at 363 per share Value 3372640012192018 92000 Disposition at 37 per share Value 3404000012072018 92000 Disposition at 46 per share Value 42320000 12062018 92000 Disposition at 457 per share Value 42044000
lhk,,2019-06-10 14:01:00,2.905,TXMD putting the pressure on
NutmegEuro,False,2019-06-10 14:01:00,2.905,TXMD 280s on deck Oh wait we are here
Eggrod,True,2019-06-10 13:59:00,2.954,TXMD not tanking Being driven down very expensively Huge difference
NutmegEuro,False,2019-06-10 13:59:00,2.954,TXMD big boys are running for the hills Did Rob claim he would be buying haha what a joke Rob robbed all longs
NutmegEuro,False,2019-06-10 13:58:00,2.958,TXMD hahahaha I told you all this is done 52 week low on deck
kingoftheworld,,2019-06-10 13:57:00,2.964,TXMD not sure why they didnt discuss this new partnership very strange
ElBigCoonWalksLate,,2019-06-10 13:56:00,2.969,TXMD OverTheCounter coming soon to a stock exchange near you LOL Bet with the house Bet with Finizio
Eggrod,True,2019-06-10 13:56:00,2.969,TXMD some very weak longs on this board DID YOU LISTEN TO CONFERENCEIF SO YOU WOULD BE BUYING ALL YOU CAN YOU WOULD NOT BE WHINING
slayerfan2018,False,2019-06-10 13:56:00,2.969,TXMD Eggrod how can you be bullish the stock is tanking
slayerfan2018,False,2019-06-10 13:54:00,2.986,TXMD awesome investor day
Eggrod,True,2019-06-10 13:54:00,2.986,TXMD
slayerfan2018,False,2019-06-10 13:53:00,3,TXMD
copadon,True,2019-06-10 13:51:00,3.04,TXMD Looks like profit will take place in 2021 Always knew this would take time
5kids2college,,2019-06-10 13:51:00,3.04,TXMD while I am very pro and its nice to see expectations shown as previously communicated I am frankly a bit disappointed that q4 revenue forecast is at the tranche requirement So we are looking at a slow uphill climb here unless we get some quarterly blow outs on revenue Lots of potential but need to see the hockey stick curve start to be climbed At a 10x multiple of sales we need to get to annual revenues of 140M or so for a price of 6 That means we need to see a quarter revenue of about 35M so 3 times projected q4 Again optimistic but all need to see the reality in this
Facts1,True,2019-06-10 13:50:00,3.045,TXMD Anyone buying at these levels will do very well on this stock over the next few months especially over the next year Plus Very happy with our investment here overall So all GL Have a nice day and over and out Shorts will give up on this very soon
NutmegEuro,,2019-06-10 13:48:00,3.05,TXMD Its all because the CEO is a con man This is a high grade boiler room The street gets it and retail gets screwed
kingoftheworld,,2019-06-10 13:48:00,3.05,TXMD and we have to wait AGAIN Rob not the most impressive we need a better mouthpiece
Eggrod,True,2019-06-10 13:48:00,3.05,TXMD THIS IS HILARIOUSTRUST ME ITS ALL GOOD NEWS TODAY BUY BUY BUY AND EVENTUALLY SHORTS WILL CRY CRY CRY
jerrik,,2019-06-10 13:47:00,3.044,TXMD typical dip before end of day IMHO
slayerfan2018,False,2019-06-10 13:47:00,3.044,TXMD this stock is cursed
NutmegEuro,False,2019-06-10 13:46:00,3.035,TXMD all these pumpers and the stock is headed back under 3 Honest people tried to tell you but pumpers say its going back up The street doesnt believe Rob he is FOS his word is shit He is a documented liar
jimbeam1,,2019-06-10 13:45:00,3.046,TXMD 2020 is going to be HUGE All payors on board in Q1Q2 they havent even begun any marketing of these products Adjudication coming Annovera will be huge
slayerfan2018,False,2019-06-10 13:45:00,3.046,TXMD WTF
Eggrod,True,2019-06-10 13:45:00,3.046,TXMD spending so much for so little now dumb shorts It so over for you hereWho will lose it all by being last short outGREEN ORCHARDS
chuter911,,2019-06-10 13:42:00,3.104,TXMD on average 100 qq growth in revenue for rest of year
Mjcobra18,True,2019-06-10 13:40:00,3.115,TXMD this will move the stock going to be good
yft212,True,2019-06-10 13:38:00,3.115,TXMD I might just make slide 77 into my new screensaver Wow
Eggrod,True,2019-06-10 13:36:00,3.123,TXMD ITS ALL GOOD NEWS AT 1019 PDT the shorts realized they are done here very soon They have been warned and share lending will now diminishRISE MFR RISE
ebarba3,,2019-06-10 13:36:00,3.123,TXMD Slide 77 mic drop
StankyPigano,True,2019-06-10 13:33:00,3.115,TXMD I like everything Im hearingvery informative presentation TXMD is the most mispriced stock I know With hockey stick in 2H revs and fast growth next 35 years stock at this level is a very very bad short Congrats to the shorties for an excellent 2Q but Im looking for a 23 bagger by fall and a 510 bagger next few years GLTA
inhaletotheking,,2019-06-10 13:33:00,3.115,TXMD hope there is no good news today from presentation or the stock will crash to 2
Mjcobra18,True,2019-06-10 13:31:00,3.12,TXMD imagine thatcopays dont change once adjudication comes in Who disputed that last week again
Facts1,True,2019-06-10 13:18:00,3.11,TXMD Expect to have widespread insurance coverage That is what matters I am very comfortable here based on these numbers
Facts1,True,2019-06-10 13:15:00,3.105,TXMD FIALLY Now this is what matters The numbers are good and getting better and the stock as I suspectted is underpriced and should rise from here
kingoftheworld,,2019-06-10 13:14:00,3.107,TXMD wins coming
Mjcobra18,,2019-06-10 13:07:00,3.105,TXMD should see payor wins and medicare
jimbeam1,,2019-06-10 13:07:00,3.105,TXMD Q1Q2 from a revenue standpoint will be very strong from current levels per Rob
Eggrod,,2019-06-10 13:03:00,3.108,TXMD got to run to meetings butbill check in at 337
Eggrod,True,2019-06-10 12:57:00,3.105,TXMD tick tock 22 minutes until onslaught
Eggrod,True,2019-06-10 12:55:00,3.124,TXMD RISE MFR RISE
Eggrod,True,2019-06-10 12:54:00,3.104,TXMD 1019 is coming shorts On slaught about to begin
Eggrod,True,2019-06-10 12:49:00,3.099,TXMD 26 minutes
Eggrod,True,2019-06-10 12:49:00,3.099,TXMD if you understand how shorts jump on these small bios you wouldnt be looking for stellar stock price to match stellar company performance but dont get confused because performance will be what beats shorty shorts
Eggrod,True,2019-06-10 12:43:00,3.085,TXMD the numbers are better than expected they are ahead of plan this is going very well Inevitable lift off coming
00retPA,,2019-06-10 12:40:00,3.085,TXMD cant listen to this horse poop any longer will play the q and a later and look at the slides that is all that maters now
NutmegEuro,False,2019-06-10 12:40:00,3.085,TXMD buy under 3 and sell at 325 Rinse and repeat until 2021 3 is the new 6 Value cut in half until it can be proven I hope they are enjoying the new building big salaries perks at the expense of longs
kingoftheworld,,2019-06-10 12:40:00,3.085,TXMD jeez i am falling asleep here so is our stock
Eggrod,True,2019-06-10 12:39:00,3.085,TXMD 36 minutes men
chuter911,,2019-06-10 12:38:00,3.085,TXMD up to 45 compounding pharmacies on board up from 27
Eggrod,True,2019-06-10 12:36:00,3.085,TXMD now 36750 strong and long Ty shorts for extra 1250 shares at 308YOU DA MAN
Eggrod,True,2019-06-10 12:34:00,3.092,TXMD buy order at 308 Come on shorts get me there
00retPA,,2019-06-10 12:32:00,3.106,TXMD They are wrong about Annovera no one uses the ring I implant and remove Nexplanon on a regular basis I have never prescribed and only refilled one ring
kingoftheworld,,2019-06-10 12:32:00,3.106,TXMD 18 of total market for annovera thats going to be a billion in business granted it may take a few years
5kids2college,,2019-06-10 12:31:00,3.117,TXMD does anyone else get the sense they are gonna be all in on Annovaera and see it as a really impactful to marketplace
00retPA,,2019-06-10 12:29:00,3.119,TXMD I am a PRESCRIBER she hasnt said anything but what is IMPORTANT
buddysystem,,2019-06-10 12:29:00,3.119,TXMD bijuva 2k scripts
kingoftheworld,,2019-06-10 12:29:00,3.119,TXMD 2000 bijuva for first month thats holding back the sales force
Mjcobra18,True,2019-06-10 12:28:00,3.118,TXMD wow 2000 scripts already
5kids2college,,2019-06-10 12:27:00,3.115,TXMD imvexxy moving to media marketing that should build on the targeted Doctor campaign and increase awareness Have to watch for it in market place and see script impact
Eggrod,True,2019-06-10 12:25:00,3.115,TXMD READY SET
buddysystem,,2019-06-10 12:25:00,3.115,TXMD passing Vagifem
kingoftheworld,,2019-06-10 12:24:00,3.116,TXMD 20 increase from last month all we need is adjudication Kicking our competitions ass
chuter911,,2019-06-10 12:24:00,3.116,TXMD Imvexxy is at 7 of all scripts written for this area in the month of May
Eggrod,True,2019-06-10 12:22:00,3.12,TXMD
chuter911,,2019-06-10 12:22:00,3.12,TXMD May 377K beating vagifem by 500 for the month
Mjcobra18,,2019-06-10 12:15:00,3.12,TXMD here we go
00retPA,False,2019-06-10 12:15:00,3.12,TXMD Told you the non hormonal treatment was probably a ssri ant depressant Paroxetine is Paxil
kingoftheworld,,2019-06-10 12:14:00,3.12,TXMD numbers time
ncost1,True,2019-06-10 12:12:00,3.12,TXMD this is getting boring But
lhk,True,2019-06-10 12:00:00,3.12,TXMD conf getting jfunny now
Mjcobra18,True,2019-06-10 11:58:00,3.115,TXMD drs are very up on bijuva
Facts1,True,2019-06-10 11:58:00,3.115,TXMD This is supposed to be an investor conference not a medical conference This company is potentially great They probably have great products with real value The stock price is overly cheap But the the investor messaging has and is the problem While these guys talk the share price goes down as traders and investors just tune out to this nonsense Someone needs to explain to these people how to excite investors and this isnt it Hopefully the guidance will
NutmegEuro,False,2019-06-10 11:57:00,3.118,TXMD doesnt matter what Rob says hes a liar once a liar always a liar No credibility Going back under 3 as Ive been saying
kingoftheworld,,2019-06-10 11:56:00,3.12,TXMD no spotting that has to be better than spotting GO annovera
slayerfan2018,,2019-06-10 11:51:00,3.125,TXMD lets hear some Imvexxy numbers
Facts1,True,2019-06-10 11:48:00,3.145,TXMD Boring This guy is putting traders and investors to sleep Show me the money
slayerfan2018,True,2019-06-10 11:45:00,3.158,TXMD just starting listening has Rob talked about Imvexxy numbers
Eggrod,True,2019-06-10 11:37:00,3.155,TXMD 1014 PDT
yft212,True,2019-06-10 11:31:00,3.155,TXMD Annovera will be huge
Mjcobra18,,2019-06-10 11:25:00,3.155,TXMD I wonder if the may numbers we saw included compounded dispensing thru bioignite
Mjcobra18,True,2019-06-10 11:18:00,3.168,TXMD many off label uses Lets get some sNDAs going
Facts1,True,2019-06-10 11:16:00,3.165,TXMD Nobody cares about all the BS at these conferences The only thing real investors care about are the sales and guidance
breaking_stocks,,2019-06-10 11:11:00,3.185,TXMD described at alphafinewscomearningsre
Mjcobra18,True,2019-06-10 11:08:00,3.185,TXMD optum and Kaiser Permanente are there Wow
Mjcobra18,,2019-06-10 11:08:00,3.185,TXMD this will flytoday watch
chuter911,,2019-06-10 11:06:00,3.185,TXMD this is a 3 hour presentation that includes 2019 guidance slides will be posted when conference complete
lhk,,2019-06-10 11:05:00,3.194,TXMD GL
ebarba3,True,2019-06-10 11:05:00,3.194,TXMD Rev Guidance coming lets burn the shorts
chuter911,,2019-06-10 11:03:00,3.195,TXMD presentation starting
jimbeam1,,2019-06-10 11:01:00,3.196,TXMD Did they post the slides or 8K anything
Facts1,,2019-06-10 11:01:00,3.196,TXMD I would not be surprised to see an analyst upgrade or 2 tomorrow morning
NotoriousDMD,,2019-06-10 10:32:00,3.147,TXMD what time is the conference Did I miss anything
Eggrod,True,2019-06-10 10:18:00,3.145,TXMD MILLIONS FOR A FEW PENNIES ITS OVER AT TXMD SO GET OUT NOW SHORTY SHORTSTHE BLOOD BATH WILL BEGIN SOONGREEN ORCHARDS BLANKETING THE SHARES SOON
00retPA,False,2019-06-10 10:09:00,3.143,TXMD oh wow look Txmd lost all opening gains in minutes no surprises there
Eggrod,True,2019-06-10 10:06:00,3.139,TXMD
Eggrod,True,2019-06-10 09:58:00,3.187,TXMD 10 9 8 7 6 5ANACONDA STEEL LOVE TXMD
Eggrod,True,2019-06-10 09:58:00,3.187,TXMD THIS IS FINALLY GOING TO BLOWCUPLETS BLOW OUT SHORTS IN 1 TO 3 HOURS FROM NOW
stocktowatch7,,2019-06-10 09:46:00,3.2,TXMD here goes on stocksequitycomactivesto
00retPA,False,2019-06-10 09:35:00,3.205,TXMD Green might be time to dump some but will listen to CC 1st I expect nothing we dont already know maybe why scumbag Rob sold our products for 16M
