Otorino,True,2019-03-27 15:59:00,1.13,BIOC TOMORROW
andy_12g,True,2019-03-27 15:35:00,1.14,BIOC Wont be missing out here like I did on CPRX
BdGtradeR,,2019-03-27 15:35:00,1.14,BIOC shorting a low float stock FTNW
ck9,,2019-03-27 15:33:00,1.131,BIOC if so then should be temporary since they have to report their activities and most funds wont allow qr to qr changes wo sales
ck9,,2019-03-27 15:31:00,1.13,BIOC It seems the tutes that bought 6 mil shares are now shorting their own shares since they r now covered with those shares
GalTrader,True,2019-03-27 15:28:00,1.13,BIOC Hope they drop some news in conference call
LoOseMoNeY,True,2019-03-27 15:28:00,1.13,BIOC Anyone else curious as to if they do a repeat of the 328 announcementER order they did last yearWishful Im curious
FehuTradr,True,2019-03-27 15:24:00,1.124,BIOC shorts they dont know that the short trade bldg is on FIRE and the doors are locked from the outside 0
kramz2000,True,2019-03-27 15:19:00,1.129,BIOC Today 430pm est
LoOseMoNeY,True,2019-03-27 15:18:00,1.121,BIOC Its incredible how true this is plays out over over over
rsarnow52,,2019-03-27 15:15:00,1.13,BIOC so price was propped up yesterday by algos really Not looking good for er tomorrow they sucked a lot of retail in imo
BdGtradeR,,2019-03-27 15:15:00,1.13,BIOC there is no real stock to sell only short margin shares
blueskydriving,,2019-03-27 15:14:00,1.121,BIOC Yeah whatever Better cover
FehuTradr,True,2019-03-27 15:14:00,1.121,BIOC dead short BTFD and tomorrow crazy ER candles baby SPY NBI CTRM RBZ SEED CRMD BPTH IMTE CHFS AVEO
SerialStockGains,True,2019-03-27 15:14:00,1.121,CHFS come over to AVEO BIOC GAPPER candidates much cheaper than CHFS
SerialStockGains,True,2019-03-27 15:12:00,1.115,CHFS yall make some quick bucks over at AVEO BIOC both cheaper then return with profits
PCStockTwit,,2019-03-27 15:11:00,1.111,BIOC why did this dump Negative news
SerialStockGains,True,2019-03-27 15:09:00,1.115,BIOC another gap filler like AVEO watch these two
LongSwingShortie777,,2019-03-27 15:08:00,1.115,BIOC
love33,True,2019-03-27 15:03:00,1.12,BIOC
prof3ssa_X,,2019-03-27 15:01:00,1.128,BIOC buying 97 rinse repeat to 130s
BeenthereB4,,2019-03-27 14:59:00,1.123,BIOC If your looking to swing go to NBEV its been doing 10 a few times this month 4 to be exact If you want a RUN stay here
TxWx,,2019-03-27 14:59:00,1.123,BIOC look at thatits tickling the VWAP
hossmoneyman,,2019-03-27 14:58:00,1.122,BIOC why was this at 600 a few years ago
movingfast77,True,2019-03-27 14:58:00,1.122,BIOC MOVING ON UP
Scary09,True,2019-03-27 14:56:00,1.127,BIOC I will be back in around 1 let this one settle out a bit Lot of potential here
hossmoneyman,True,2019-03-27 14:56:00,1.127,BIOC make ya boi some money
e2c,,2019-03-27 14:56:00,1.127,BIOC it lives
drknmstr,True,2019-03-27 14:56:00,1.127,BIOC some Volume coming in
BeenthereB4,,2019-03-27 14:55:00,1.114,BIOC Oh I know all those WallStreet analysts that say BUY are wrong The fact that ER numbers have been estimated and are good is wrong
diamondtrading,True,2019-03-27 14:55:00,1.114,BIOC Power hour in 5
ParrotLife,True,2019-03-27 14:55:00,1.114,BPMX get in before the good news AVEO SYN ATNM IBB IBIO ATOS PAVM BIOC BPTH JAGX ACB BTCX in mind BPMX from 08 to 1623
stckrm,,2019-03-27 14:55:00,1.114,SEEL TENX BIOC PHAS excellant longs today PHAS maybe a bit late but I see it going even higher
Apothy,True,2019-03-27 14:55:00,1.114,BIOC People are starting to understand that this stock is worth alot more than the current price Wake up and lets go
mcevoyd,,2019-03-27 14:54:00,1.114,BIOC not sure why people keep getting all angry and need to post it here You do what you want with your cash If people wanna sell sell
Hjffjhfhh776,True,2019-03-27 14:53:00,1.11,BIOC to day i buy 2000s 109
4RunnerDude,,2019-03-27 14:53:00,1.11,BIOC Maxim group pumped and dumped AGAIN Dont listen to any bull on the boards Same tune different day
BeenthereB4,,2019-03-27 14:52:00,1.109,BIOC How many times do you need to be told Its not about TODAY If you stop reading Stocktwits and start your DD you will get the message
movingfast77,True,2019-03-27 14:50:00,1.104,BIOC People are so inpatient cant wait a week and then they cry when they lost from buying high selling low IT WILL BE HIGHER RELAX
FehuTradr,True,2019-03-27 14:49:00,1.1,when your short BIOC waiting on sell off and ER is the next day
JB20901,True,2019-03-27 14:49:00,1.1,BIOC pt 3
am4ture,,2019-03-27 14:45:00,1.1,BIOC If it doesnt bounce in 108 area it will go all the way down to 1 it always does
kester,True,2019-03-27 14:45:00,1.1,BIOC Did folks buy on ERswing trade 27 million shares changed hands yesterday Why would that be with all the facts out in the open
npoist,False,2019-03-27 14:44:00,1.092,BIOC sad to say but Im about to give up on this Stock has been failing all day
TxWx,,2019-03-27 14:42:00,1.096,BIOC TMO
SerialStockGains,True,2019-03-27 14:41:00,1.096,BIOC this will fly shortly Maxim initiated buy rating plus ER
diamondtrading,True,2019-03-27 14:41:00,1.096,BIOC Double bottom intraday 108Accumulating more now before PH and ERNowhere to go but up IMOAvg PT 512300 PT from MAXIM ystdy
Apothy,True,2019-03-27 14:37:00,1.089,BIOC Who is selling their shares so cheap These shares are worth 3 real soon
TxWx,,2019-03-27 14:37:00,1.089,BIOC keep shorting it only loads it up to explode eventually Ill wait
Richsaver,True,2019-03-27 14:35:00,1.081,BIOC
Hossdog,True,2019-03-27 14:32:00,1.091,BIOC Too many great things in this companies future I will gladly hold for as long as it takes
Apothy,True,2019-03-27 14:28:00,1.093,BIOC Lets make these low ball bidders chase Come on bulls
Apothy,,2019-03-27 14:26:00,1.093,BIOC Great things coming to this company Slap the ask and lets help them
movingfast77,True,2019-03-27 14:25:00,1.098,BIOC WILL BE WORTH A LOT OF MONEY BIG BOYS WILL BE BUYING UP SHARES AND THE COMPANY
Apothy,True,2019-03-27 14:25:00,1.098,BIOC This company is expanding Er will be great news
movingfast77,True,2019-03-27 14:25:00,1.098,BIOC Shorts will cover soon will be forced to Great news upcoming
GalTrader,True,2019-03-27 14:24:00,1.095,BIOC ER tomorrow hope they have something up there sleeve
chiorox,,2019-03-27 14:23:00,1.099,BIOC ER is tomorrow Yikes Could bank or die
FehuTradr,True,2019-03-27 14:21:00,1.099,BIOC grasp how trapped ALL these shorts areits like BPTH CTRM DCAR etc this is SICK with loaded shortssee yesterday NBI
Apothy,True,2019-03-27 14:21:00,1.099,BIOC Bears will cover soon and thats when we go boom boom So slap the ask and make them pay
Time2Validate,True,2019-03-27 14:20:00,1.094,BIOC party is coming to a close Time to get back to our regular scheduled programming
GalTrader,True,2019-03-27 14:19:00,1.099,BIOC Hope they drop news or give us update with ER
Apothy,True,2019-03-27 14:18:00,1.095,BIOC Lets make those POS shorts cover
Apothy,True,2019-03-27 14:17:00,1.095,BIOC Slap the ask Lets keep it rolling boys and girls
2752J,,2019-03-27 14:15:00,1.099,Not to mention such a low float out there it looks likeBIOC
2752J,,2019-03-27 14:14:00,1.099,Good ER news this could really go way upBO possibility tooNot selling a single shareBIOC
ionix80elements,,2019-03-27 14:12:00,1.089,BIOC Hold mode On
Apothy,True,2019-03-27 14:12:00,1.089,BIOC slap the ask and lets go
FehuTradr,True,2019-03-27 14:09:00,1.083,BIOC good lord guisis that all you can getweak stuff dude short bus caught firebetter bail and dont forget your helmets
GalTrader,True,2019-03-27 14:09:00,1.083,BIOC Need to drop news to stops this crazy shorting
Albertjpn,True,2019-03-27 14:08:00,1.083,BIOC Im peeking for a moment 108 damn load UP CRMD where my most money is right now Haul for a long here no worries
FehuTradr,True,2019-03-27 14:04:00,1.09,BIOC shorts use all your available account funds to double down on shortits your only way out of this holelol
mcevoyd,,2019-03-27 14:02:00,1.098,BIOC
R00sterStockburn,,2019-03-27 14:01:00,1.093,BIOC LOTTA PUMPERS HERELOTTA GUYS PUSHING THE STOCK TOO
Apothy,True,2019-03-27 14:00:00,1.1,BIOC You arent making money selling at these prices Raise the ask and you will make bank baby
FehuTradr,True,2019-03-27 13:58:00,1.094,BIOC Gaawwd my shorts taste like sh now
toddgolden,False,2019-03-27 13:57:00,1.09,BIOC pump n dump lol so hows paid pumperGuti DD working out LMFAO
cwbrown08,True,2019-03-27 13:56:00,1.092,BIOC this will have a slight upward trend in ph
Apothy,True,2019-03-27 13:56:00,1.092,BIOC Sellers are exhausted Time to move up
blueskydriving,,2019-03-27 13:56:00,1.092,BIOC Short interest should cover today some downside risk but not nearly as much upside potential with TMO update
Wrangler66,,2019-03-27 13:55:00,1.092,BIOC that was a nice little 2 day pd to watch will play on their next wash rinse repeat cycle
Apothy,True,2019-03-27 13:54:00,1.096,BIOC Dont sell your shares cheap Hold and wait for the fireworks
Apothy,True,2019-03-27 13:53:00,1.096,BIOC 56k wall we need to break
Apothy,True,2019-03-27 13:52:00,1.095,BIOC Reversal time baby
CashPool123,,2019-03-27 13:52:00,1.095,BIOC Can any one find who the investor was that purchased the 58m at 137
2752J,,2019-03-27 13:51:00,1.1,This was 62 bucks 2 years ago soBIOC
FehuTradr,True,2019-03-27 13:44:00,1.1,BIOC price action is sooo LOL real Ivan Boeskys total muddywaters playersomg wat dumb a shorting in the hole buh bye
LoOseMoNeY,True,2019-03-27 13:40:00,1.104,BIOC mcballs its quiet so I finally decided to do a fact check on your bullshit I thought you said Mc Nall pays himself 2 mill a year
Arschmann2,,2019-03-27 13:39:00,1.106,BIOC need cash elsewhere will follow the 10 run if it happens
GeauxFish,True,2019-03-27 13:33:00,1.109,BIOC ok all the trigger point or set let it rip MM
4RunnerDude,,2019-03-27 13:32:00,1.102,BIOC some of yall blaming the wrong person I called around 125 I turned bearish because someone dumped over 4M shares
4RunnerDude,,2019-03-27 13:29:00,1.103,BIOC if Nall would sell for 5070M but I bet he wont until next year
Oryegrg12,,2019-03-27 13:28:00,1.102,BIOC TMO run shorty run
4RunnerDude,False,2019-03-27 13:26:00,1.103,BIOC Brutal More to come
Oryegrg12,,2019-03-27 13:23:00,1.1,BIOC stay long my friends
GAPMoney,True,2019-03-27 13:14:00,1.108,BIOC should head back up soon come on 230
GeauxFish,True,2019-03-27 13:09:00,1.108,BIOC keep shorting bears fill the dam orders to 108 bidding each level dumb bears
iTrade009,,2019-03-27 13:06:00,1.1,BIOC love seeing the bears in here Get pretty scary when all you see is bulls
blueskydriving,True,2019-03-27 13:04:00,1.101,BIOC Funny Average performance on earnings day is 12 This year everyone knows TMO deal is coming and good comparables Wont happen
LoOseMoNeY,True,2019-03-27 13:04:00,1.101,BIOC humour Go back to pumping GH you clown oh yeah how is guardant better please remind me
LongSwingShortie777,,2019-03-27 13:02:00,1.101,BIOC getting ready to forget this ticker exists i try to avoid trash that flatlines or fake pumps then downs next day
fredregal,,2019-03-27 13:00:00,1.109,BIOC so this is pretty boring today
LamboLogan,True,2019-03-27 12:59:00,1.109,BIOC Buckle up kiddos
FriendlyOldJoe,False,2019-03-27 12:55:00,1.115,BIOC Garbage alert
ChartMill,,2019-03-27 12:55:00,1.115,BIOC has a Current Ratio of 262 so it is financially healthy and has no problem in meeting its obligations chartmillcomanalyzephpu
Kanny007,,2019-03-27 12:52:00,1.116,BIOC dont pump it half way like that Do it right next time
4RunnerDude,,2019-03-27 12:52:00,1.116,BIOC being realtrade price action volume and catalyst Last ER was mute Maybe 3months later Edwin has a better plan
chiorox,,2019-03-27 12:50:00,1.119,BIOC Just remember that there is a buy rating of 300 for this stock This was news yesterday
mpwmpw10,True,2019-03-27 12:48:00,1.11,BIOC cant even pump yo take a dump
STOCKLORD23,True,2019-03-27 12:47:00,1.112,BIOC Bears bears go away
andy_12g,True,2019-03-27 12:45:00,1.11,BIOC Dont forget what happen earlier this year bears dont chase bears Lol
humour,False,2019-03-27 12:43:00,1.12,BIOC This board is the land of pumpalonia 99 of longs are heavy bagholders and still didnt learn the lesson Tomorrow is ER Ready
prof3ssa_X,False,2019-03-27 12:42:00,1.115,BIOC told you never holds gains
Albertjpn,True,2019-03-27 12:41:00,1.114,BIOC CRMD what a killing im still here though
nikes_kalra,,2019-03-27 12:40:00,1.114,may see 4 today SEEL muahahahah just kidding BIOC DCIX DCAR SRNE
Blrxtom2019,True,2019-03-27 12:37:00,1.11,BIOC good earnings tomorrow
GeauxFish,True,2019-03-27 12:36:00,1.11,BIOC one r two things Maxim Group is playing this hand or the building on bears to fill orders MM m b waiting intraday Ma to fall in play
Blrxtom2019,True,2019-03-27 12:36:00,1.11,BIOC Targets 513
andy_12g,True,2019-03-27 12:35:00,1.109,BIOC Earnings PM or AH
GrowingWealth,,2019-03-27 12:34:00,1.1,BIOC the market dipped big time going back up
Jasonbush,,2019-03-27 12:31:00,1.11,BIOC ugly day bounce back tomorrow we really shouldnt be worried about Earnings
FehuTradr,True,2019-03-27 12:30:00,1.101,BIOC lol just tryna be cheery and helpful for you longs otherwise I dont give AF cuz the facts are the facts I win inside 48 hours
ken007,True,2019-03-27 12:28:00,1.101,BIOC I had JAGX sold yesterday hmmmm Maybe I should hold on to this one Just in case it happens here too
Syeo86,,2019-03-27 12:27:00,1.1,BIOC looks weak
FehuTradr,True,2019-03-27 12:23:00,1.113,BIOC Pro tip shorts flash huge buy blocks at a lower bid price to attract fear sellers ever down while showing huge sell blocks ceiling
PureBread1,,2019-03-27 12:22:00,1.113,BIOC glad I didnt buy at 12
LoOseMoNeY,True,2019-03-27 12:19:00,1.115,BIOC Come on now I thought this was going back to 1 today
baraa,,2019-03-27 12:16:00,1.115,BIOC join the party at J A G X waiting FDA approval EOM
drknmstr,,2019-03-27 12:16:00,1.115,BIOC some bios getting hit hard whats up TNDM SRNE ABIL RTTR TMO RMED AVXL
FehuTradr,True,2019-03-27 12:14:00,1.111,BIOC The only truth is volume volume volumehistoric price catalyst and price action
FehuTradr,True,2019-03-27 12:12:00,1.111,BIOC L2 buy and ask is Fakity fake ass fakedont believe sh this is a micro stick bought sold on MARKET
kramz2000,True,2019-03-27 12:08:00,1.12,BIOC 430ET nancials conference
andy_12g,True,2019-03-27 12:06:00,1.121,BIOC Hopefully 112 was the low of the day Scooped some up
SelfTaughtStreetAddict6,True,2019-03-27 12:06:00,1.121,BIOC liking the fact it held strong over 110 It wont fall below 111 the rest of week
davidteitelman,True,2019-03-27 12:01:00,1.125,BIOC Catalysts is the fuel BIOC goes no where without it
nikes_kalra,,2019-03-27 11:55:00,1.12,nikeskalra my bad tomorrow the 28th lol BIOC
nikes_kalra,,2019-03-27 11:54:00,1.123,dont forget conference call today at 430 pm est BIOCfinanceyahoocomnewsbioc
ShuelmTradeGreen,True,2019-03-27 11:54:00,1.123,BIOC i wish this goes back to 1dollar i want to buy more
FehuTradr,True,2019-03-27 11:48:00,1.121,BIOC OMG see 1hr chart catalyst tomorrow after market See daily chart daily toooh Lord if youre short youre gonna get murdered BPTH
kondradec,,2019-03-27 11:45:00,1.124,BIOC I guess its almost madatory to lose when your new FML
4RunnerDude,,2019-03-27 11:45:00,1.124,BIOC 6M cash burn quarterly 18M cash on hand Thats 9 months of operation Need to dilute another 68 then reverse split
andy_12g,,2019-03-27 11:44:00,1.124,BIOC Wanna buy but man is the market ugly today
nikes_kalra,,2019-03-27 11:44:00,1.124,willing to patiently wait on BIOC Been trading this for a few months now Will turn up later pm or tomorrow
Bionicbovine,True,2019-03-27 11:39:00,1.135,BIOC We just need to figure out how to tell everyone else not on Stocktwits how great this stock is
ShuelmTradeGreen,True,2019-03-27 11:38:00,1.13,BIOC doin thats why i didnt invest in 2009 you gotta look at risk reward and the reward at this point is much greater then the risk
FehuTradr,True,2019-03-27 11:38:00,1.13,BIOC Shorts Trapped like the roaches and rats they arehit them with that cash poison on the ask
Doin,,2019-03-27 11:35:00,1.127,BIOC So if you invested in this in 2009 10k it would be worth 38 bucks right now
Userunknown,,2019-03-27 11:34:00,1.134,TRNX ACB HEXO LEVB BIOC BPMX LPTX what the hell is going on Since Fridays dump everything gone to shit March Madness
FehuTradr,True,2019-03-27 11:34:00,1.134,BIOC look 1 share moves it a pennyeat the ask for mad profits
Arschmann2,,2019-03-27 11:33:00,1.13,BIOC youtubecomwatchvMnPr1R
Time2Validate,True,2019-03-27 11:32:00,1.129,BIOC Fear provokes according to the circumstances it sees Were here because of our believing Walk by faith not by sight
FehuTradr,True,2019-03-27 11:32:00,1.129,BIOC See price action today yesterday previous 2 weeks shorts are trapped you see the price action dont set stops set high limit sells
kester,True,2019-03-27 11:29:00,1.14,BIOC ER is of no meaning to TMO You think TMO and offering investors collaborationgband investing expecting or hoping for even decent Er
Doin,,2019-03-27 11:28:00,1.13,BIOC splithistorycombioc
ShuelmTradeGreen,True,2019-03-27 11:27:00,1.13,ATOS BIOC SPI SLDBgotta have patience with these overall market is red today
nikes_kalra,,2019-03-27 11:26:00,1.136,expecting early lunch and pump day on this hump day after SEEL BIOC
FehuTradr,True,2019-03-27 11:26:00,1.136,BIOC LOL its all BS 0103 trade range Bears are now literally selling short and covering to one another this mofo will BPTH
Jasonbush,,2019-03-27 11:24:00,1.13,BIOC earnings is after hours tomorrow correct
kester,True,2019-03-27 11:23:00,1.13,BIOC Those looking for a 7 buck stock accumulating their Lions share while retailers playing sailors whoring for a pittance
ShuelmTradeGreen,True,2019-03-27 11:21:00,1.13,BIOC
chiorox,True,2019-03-27 11:19:00,1.14,BIOC Looks like it wants to reverse now We will see
FehuTradr,True,2019-03-27 11:14:00,1.13,BIOC Honestly if you buy it it will go up srsly if you buy ask it will go up if you BTFD from them selling your rip it will still go up
4RunnerDude,False,2019-03-27 11:11:00,1.132,BIOC Sell and buy at 1 after ER
InvestorsObserver,,2019-03-27 11:11:00,1.132,Biocept Inc BIOC Stock How Does it Scoreinvestorsobservercommarke
Arschmann2,,2019-03-27 11:11:00,1.132,BIOC
atlass,,2019-03-27 11:11:00,1.132,BIOC jesus saves
mpwmpw10,True,2019-03-27 11:07:00,1.134,BIOC looks like Im holding thru earning AGAINST my will
Bionicbovine,True,2019-03-27 11:07:00,1.134,BIOC Sooo this earnings report tomorrow is supposed to be good right
GalTrader,True,2019-03-27 11:07:00,1.134,BIOC Being heavily shorted hope we get some PR soon
ayayron,True,2019-03-27 11:06:00,1.13,BIOC all eyes are on shippers today Yesterday was good but when we have full focus this will pick up on scanners
JSM84,,2019-03-27 10:57:00,1.137,BIOC Stocks like these need volume Without it shorts play their game The thing is volume can come very unexpectedly Nothing new here
nikes_kalra,,2019-03-27 10:53:00,1.137,loaded more SEEL BIOC
R00sterStockburn,,2019-03-27 10:53:00,1.137,BIOC REDRUM
Palms48,,2019-03-27 10:52:00,1.133,BIOC anyone shocked Rinse repeat
Oryegrg12,,2019-03-27 10:51:00,1.13,BIOC Avg in shares but mindfully watching
AJohnDoe,,2019-03-27 10:48:00,1.13,BIOC this goin back down to 1
GalTrader,True,2019-03-27 10:48:00,1.13,BIOC Hang in there longs any news and back over 3
faiysalmp,True,2019-03-27 10:46:00,1.145,JAGX SEEL BIOC All 3 for the long run big money to be made on these 3
FehuTradr,True,2019-03-27 10:40:00,1.139,BIOC Do not set stops set high sell limits dont buy all at once only buy their dips in stages use ur investment stack in quarters BTFD win
ck9,,2019-03-27 10:37:00,1.128,BIOC 6 mil shares of warrants at 125 as well so SP has to go up from here for them to convert Wait n watch how big boys play here
echo12alpha,,2019-03-27 10:37:00,1.128,BIOC damn the last two time this jumped I go to sell then listen to one of yall to hold then boom drops down
ck9,True,2019-03-27 10:34:00,1.116,BIOC the offering was 125 two weeks ago so anything under u getting cheaper than big boys who bought 6 mil shares
therealbrandon,True,2019-03-27 10:34:00,1.116,JAGX RUNNING IPCI YRIV BIOC SEEL
Hou_Trader1,False,2019-03-27 10:33:00,1.127,BIOC Pump and dump yesterday scam Maxm upgrade should have been all info needed Sad
Hossdog,True,2019-03-27 10:32:00,1.12,BIOC Still early Probably a lot of panic sellers Hang in there this will bounce eventually and the patient will be rewarded
drknmstr,True,2019-03-27 10:32:00,1.12,BIOC only thing i regret is not selling yesterday and buying back today but yeah it happens im waiting for the big boom to the moooon
FehuTradr,True,2019-03-27 10:31:00,1.122,BIOC Its all BS wpeople who claim to be bulls omg it I thought it was gonna moon Chart price action catalyst equal successful trade
TekATL,,2019-03-27 10:29:00,1.12,BIOC 109 possibly 1043 are autoreaction areas and measured downside of hs
mpwmpw10,True,2019-03-27 10:28:00,1.13,BIOC I like most others thought wed see a little runup before earnings
mousetrade,,2019-03-27 10:26:00,1.136,BIOC 112 hopefully a support and 118120 EOD a perfect setup for tomorrow run
StupidCat,,2019-03-27 10:26:00,1.136,BIOC any chance of good earnings or we expecting another drop
GalTrader,True,2019-03-27 10:25:00,1.131,BIOC Wow where dod all the volume from yesterday go
FehuTradr,True,2019-03-27 10:24:00,1.131,BIOC Listen up short trade 101 all they have is FEAR they STFR run stops all they have is fearDo opposite when they STFR u scale BTFD
faiysalmp,True,2019-03-27 10:22:00,1.136,BIOC looking like this a nice rocket ship al aboard pls
1quell,True,2019-03-27 10:18:00,1.12,BIOC same set up like bpth or am i tripping This goes stupid going into weekend and mondayhmmmmmmmm
GalTrader,True,2019-03-27 10:18:00,1.12,BIOC Added more more Thanks for the cheapies Any news will be back over 3
4RunnerDude,,2019-03-27 10:17:00,1.126,BIOC Yesterdays bulls turned into snowflakes
faiysalmp,True,2019-03-27 10:15:00,1.127,BIOC
Dnux81,,2019-03-27 10:14:00,1.135,BIOC i bought the dip
npoist,True,2019-03-27 10:14:00,1.135,BIOC cmon dudes Lets get the positivity going Were here to win
FehuTradr,True,2019-03-27 10:14:00,1.135,BIOC successful trade Buy under 130 set sell at 150 or over Do not set at all or you will get run and lose
npoist,,2019-03-27 10:11:00,1.131,BIOC hold for gains
npoist,True,2019-03-27 10:11:00,1.131,BIOC lets get it
FehuTradr,True,2019-03-27 10:10:00,1.139,BIOC L2 on both bid ask is fake as a short trades ability to stay in position with a borrowed shares Buy at ask w confidence or stay out
BdGtradeR,,2019-03-27 10:09:00,1.132,BIOC 40 of float is short
kester,True,2019-03-27 10:09:00,1.132,BIOC Institutions wanna control the LION share Ginormous profit is a given In a week or two at most BIOC will kiss penny stock stat bye
4RunnerDude,,2019-03-27 10:09:00,1.132,BIOC Its the marketnot the stock is a terrible psychology for a trader
Hossdog,True,2019-03-27 10:08:00,1.14,BIOC The entire market was down and just turned Here we go green candles
GeauxFish,,2019-03-27 10:08:00,1.14,BIOC been buying below 115 and any thing below will add
kester,True,2019-03-27 10:07:00,1.137,BIOC Institutions not making the same mistake as they did with BPTH letting retail cut into their share count Notice I did not say profit
FehuTradr,,2019-03-27 10:07:00,1.137,BIOC major BS short trade here no one cares about U dont set stop dont buy if scared over 1020 cent moves this is going to 3 by EOW
mcballs,,2019-03-27 10:05:00,1.117,BIOC BIOC is like the NJ Jets you all know the saying same ole Jets well same ole BIOC I know to the moon 37 dollars TMO FDA saves lives
Moneybee,True,2019-03-27 10:04:00,1.118,BIOC I cut my loss for a few I have a strong feeling she may touch a 1 or maybe even lower so ill wait to buy back in
GeauxFish,,2019-03-27 10:04:00,1.118,BIOC heading back to bottom what a joke
Wildsens,,2019-03-27 10:03:00,1.12,BIOC 2 more attacks
mcevoyd,,2019-03-27 10:03:00,1.12,BIOC weeeee back to 1
GrowingWealth,,2019-03-27 10:01:00,1.123,BIOC look at those big bids waiting for you to sell
movingfast77,True,2019-03-27 10:00:00,1.131,BIOC BUY A 5 STOCK TODAY FOR 115 ON SALE NOW ONLY
Hossdog,True,2019-03-27 09:58:00,1.134,BIOC Wow That was a bargain Thanks Bears
valuetrader232,False,2019-03-27 09:58:00,1.134,BIOC ruh roh
Doin,,2019-03-27 09:57:00,1.117,BIOC Stop losses will be taken out
One_Eleven_Chris,True,2019-03-27 09:56:00,1.13,BIOC In a position at 113 now
Hossdog,True,2019-03-27 09:55:00,1.129,BIOC Adding more at this price Hang in there bulls
4RunnerDude,False,2019-03-27 09:55:00,1.129,BIOC 6M qtr burn 18M cash on hand 12M cost of sales for 800k revenue A 3rd grade can figure this out Can Edwin turnaround
Wildsens,,2019-03-27 09:54:00,1.135,BIOC Claytrader and Guti effect
chiorox,,2019-03-27 09:54:00,1.135,BIOC Patience is key but I dont have it today
MasterChi,,2019-03-27 09:54:00,1.135,BIOC I am out took a loss on my small acc live to trade another day gla
TxWx,,2019-03-27 09:54:00,1.135,BIOC anything below 118 is a great buy
FehuTradr,,2019-03-27 09:54:00,1.135,BIOC listen fam here is the real in this or other micro stocks if you set close stop IT WILL GET RUN GET IT
GalTrader,,2019-03-27 09:53:00,1.132,BIOC Should have added today
bullishnote,,2019-03-27 09:52:00,1.14,BIOC company is a scam
Michael02018,True,2019-03-27 09:52:00,1.14,BIOC Adding more at 115 Thanks for the cheap share
bullishnote,,2019-03-27 09:52:00,1.14,BIOC this is shit
Doin,,2019-03-27 09:52:00,1.14,BIOC 16M shares 20 min
Bionicbovine,True,2019-03-27 09:51:00,1.153,BIOC Guess all this money were pouring into this is weighing it down
4RunnerDude,False,2019-03-27 09:50:00,1.154,BIOC Its all a pump and dump Dilution coming These are fake 200k500k buys to create an illusion of a floor LOL
Moneybee,True,2019-03-27 09:49:00,1.154,BIOC of course I buy more and it come back down lol well here we go lets swing baby
Doin,,2019-03-27 09:48:00,1.165,BIOC Spoke to soon
Doin,,2019-03-27 09:48:00,1.165,BIOC Looks like 117 is the floor
GalTrader,True,2019-03-27 09:47:00,1.183,BIOC Offering was at 137 they will want their money back
Moneybee,True,2019-03-27 09:47:00,1.183,BIOC I bought more im sitting at 1k 116 lets goo
4RunnerDude,False,2019-03-27 09:46:00,1.185,BIOC If you call Fill or Kill buysthen yesbut theyve been doing this with every offering to promote poor sheepsretailers to buys
Bionicbovine,True,2019-03-27 09:45:00,1.183,BIOC Green lightred light Green light red light My 2 yr old son is watching me trade lol
Jdholds,,2019-03-27 09:44:00,1.181,BIOC Looks like bids are piling up
